GO.ID	Description	p.Val	Empty	phenoType
Ornithine Metabolic Process (GO:0006591)	Ornithine Metabolic Process 	0.73156700130477		-1
Ornithine Transport (GO:0015822)	Ornithine Transport 	0.518539363432829		-1
Osmosensory Signaling Pathway (GO:0007231)	Osmosensory Signaling Pathway 	0.957184663324472		1
Osteoblast Development (GO:0002076)	Osteoblast Development 	0.896631756466967		1
Osteoclast Differentiation (GO:0030316)	Osteoclast Differentiation 	0.969948676072395		1
Outer Dynein Arm Assembly (GO:0036158)	Outer Dynein Arm Assembly 	0.319108535537219		1
Outer Mitochondrial Membrane Organization (GO:0007008)	Outer Mitochondrial Membrane Organization 	0.976322949836869		-1
Outflow Tract Septum Morphogenesis (GO:0003148)	Outflow Tract Septum Morphogenesis 	0.92813463239371		1
Oxidative Phosphorylation (GO:0006119)	Oxidative Phosphorylation 	0.508619877466582		1
Oxoacid Metabolic Process (GO:0043436)	Oxoacid Metabolic Process 	0.645556317884699		-1
Oxygen Transport (GO:0015671)	Oxygen Transport 	0.877588280392512		-1
p38MAPK Cascade (GO:0038066)	p38MAPK Cascade 	0.961144577250228		1
Pancreas Development (GO:0031016)	Pancreas Development 	0.998987965298182		-1
Parallel Actin Filament Bundle Assembly (GO:0030046)	Parallel Actin Filament Bundle Assembly 	0.953385352032002		-1
Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389)	Pathway-Restricted SMAD Protein Phosphorylation 	0.884085537124194		-1
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	Pattern Recognition Receptor Signaling Pathway 	0.928904351518439		1
Pentose-Phosphate Shunt (GO:0006098)	Pentose-Phosphate Shunt 	0.645556317884699		1
Pentose-Phosphate Shunt, Non-Oxidative Branch (GO:0009052)	Pentose-Phosphate Shunt, Non-Oxidative Branch 	0.998546474650074		-1
Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	Peptide Antigen Assembly With MHC Class II Protein Complex 	0.430919091804276		-1
Peptide Antigen Assembly With MHC Protein Complex (GO:0002501)	Peptide Antigen Assembly With MHC Protein Complex 	0.834207572994513		-1
Peptide Biosynthetic Process (GO:0043043)	Peptide Biosynthetic Process 	0.938949342333066		1
Peptide Catabolic Process (GO:0043171)	Peptide Catabolic Process 	0.761591395636255		-1
Peptide Cross-Linking (GO:0018149)	Peptide Cross-Linking 	0.856958824130254		1
Peptide Hormone Secretion (GO:0030072)	Peptide Hormone Secretion 	0.858062113933675		1
Peptide Metabolic Process (GO:0006518)	Peptide Metabolic Process 	0.582311391616577		-1
Peptide Transport (GO:0015833)	Peptide Transport 	0.477856952291043		1
peptidyl-L-cysteine S-palmitoylation (GO:0018230)	peptidyl-L-cysteine S-palmitoylation 	0.928665653490697		1
peptidyl-S-diacylglycerol-L-cysteine Biosynthetic Process From Peptidyl-Cysteine (GO:0018231)	peptidyl-S-diacylglycerol-L-cysteine Biosynthetic Process From Peptidyl-Cysteine 	0.928665653490697		1
Peptidyl-Amino Acid Modification (GO:0018193)	Peptidyl-Amino Acid Modification 	0.917857881294843		1
Peptidyl-Arginine Modification (GO:0018195)	Peptidyl-Arginine Modification 	0.928904351518439		1
Peptidyl-Cysteine Modification (GO:0018198)	Peptidyl-Cysteine Modification 	0.853238885819802		1
Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)	Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine 	0.782094668660831		1
Peptidyl-Diphthamide Metabolic Process (GO:0017182)	Peptidyl-Diphthamide Metabolic Process 	0.782094668660831		1
Peptidyl-Glutamic Acid Modification (GO:0018200)	Peptidyl-Glutamic Acid Modification 	0.529587272280195		1
Peptidyl-Lysine Acetylation (GO:0018394)	Peptidyl-Lysine Acetylation 	0.469464729974876		-1
Peptidyl-Lysine Deacetylation (GO:0034983)	Peptidyl-Lysine Deacetylation 	0.775593690244322		-1
Peptidyl-Lysine Dimethylation (GO:0018027)	Peptidyl-Lysine Dimethylation 	0.802748367999253		1
Peptidyl-Lysine Hydroxylation (GO:0017185)	Peptidyl-Lysine Hydroxylation 	0.919442685757929		1
Peptidyl-Lysine Methylation (GO:0018022)	Peptidyl-Lysine Methylation 	0.862979796316791		1
Peptidyl-Lysine Modification (GO:0018205)	Peptidyl-Lysine Modification 	0.450343985240847		-1
Peptidyl-Lysine Monomethylation (GO:0018026)	Peptidyl-Lysine Monomethylation 	0.896631756466967		1
Peptidyl-Lysine Trimethylation (GO:0018023)	Peptidyl-Lysine Trimethylation 	0.874977548485927		-1
Peptidyl-Methionine Modification (GO:0018206)	Peptidyl-Methionine Modification 	0.774331092647324		-1
Peptidyl-Proline Hydroxylation (GO:0019511)	Peptidyl-Proline Hydroxylation 	0.726219254576169		1
Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline (GO:0018401)	Peptidyl-Proline Hydroxylation To 4-hydroxy-L-proline 	0.829193488464359		1
Peptidyl-Proline Modification (GO:0018208)	Peptidyl-Proline Modification 	0.73156700130477		1
Peptidyl-Serine Autophosphorylation (GO:0036289)	Peptidyl-Serine Autophosphorylation 	0.926809627341771		-1
Peptidyl-Serine Dephosphorylation (GO:0070262)	Peptidyl-Serine Dephosphorylation 	0.69826864216381		-1
Peptidyl-Serine Modification (GO:0018209)	Peptidyl-Serine Modification 	0.928665653490697		-1
Peptidyl-Serine Phosphorylation (GO:0018105)	Peptidyl-Serine Phosphorylation 	0.842194702418894		-1
Peptidyl-Threonine Dephosphorylation (GO:0035970)	Peptidyl-Threonine Dephosphorylation 	0.976322949836869		-1
Peptidyl-Threonine Modification (GO:0018210)	Peptidyl-Threonine Modification 	0.951940419655098		-1
Peptidyl-Threonine Phosphorylation (GO:0018107)	Peptidyl-Threonine Phosphorylation 	0.969948676072395		-1
Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	Peptidyl-Tyrosine Autophosphorylation 	0.732611947501435		1
Peptidyl-Tyrosine Dephosphorylation (GO:0035335)	Peptidyl-Tyrosine Dephosphorylation 	0.928904351518439		-1
Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264)	Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity 	0.786997443332798		-1
Peptidyl-Tyrosine Modification (GO:0018212)	Peptidyl-Tyrosine Modification 	0.980155708485726		1
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	Peptidyl-Tyrosine Phosphorylation 	0.770305093337169		1
Pericardium Development (GO:0060039)	Pericardium Development 	0.926809627341771		-1
Pericardium Morphogenesis (GO:0003344)	Pericardium Morphogenesis 	0.896631756466967		-1
Peripheral Nervous System Axon Ensheathment (GO:0032292)	Peripheral Nervous System Axon Ensheathment 	0.774331092647324		1
Peripheral Nervous System Development (GO:0007422)	Peripheral Nervous System Development 	0.906971205633734		-1
Peripheral Nervous System Neuron Development (GO:0048935)	Peripheral Nervous System Neuron Development 	0.658414973877979		-1
Peroxisomal Membrane Transport (GO:0015919)	Peroxisomal Membrane Transport 	0.36805984637032		-1
Peroxisomal Transport (GO:0043574)	Peroxisomal Transport 	0.681686327935428		-1
Peroxisome Fission (GO:0016559)	Peroxisome Fission 	0.861475514975011		1
Peroxisome Organization (GO:0007031)	Peroxisome Organization 	0.562319175488209		-1
Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357)	Peroxisome Proliferator Activated Receptor Signaling Pathway 	0.918538127652822		-1
Pexophagy (GO:0000425)	Pexophagy 	0.780801445897455		-1
Phagocytosis (GO:0006909)	Phagocytosis 	0.945489567044664		1
Phagocytosis, Engulfment (GO:0006911)	Phagocytosis, Engulfment 	0.996849205443636		1
Phagolysosome Assembly (GO:0001845)	Phagolysosome Assembly 	0.846354935552694		-1
Phagosome Acidification (GO:0090383)	Phagosome Acidification 	0.725834725076293		-1
Phagosome Maturation (GO:0090382)	Phagosome Maturation 	0.480454539069106		-1
Phagosome-Lysosome Fusion (GO:0090385)	Phagosome-Lysosome Fusion 	0.902689598687237		-1
Pharyngeal Arch Artery Morphogenesis (GO:0061626)	Pharyngeal Arch Artery Morphogenesis 	0.920392870187872		1
Pharyngeal System Development (GO:0060037)	Pharyngeal System Development 	0.59317273477843		-1
Phasic Smooth Muscle Contraction (GO:0014821)	Phasic Smooth Muscle Contraction 	0.51393810583019		1
Phenol-Containing Compound Biosynthetic Process (GO:0046189)	Phenol-Containing Compound Biosynthetic Process 	0.806825149008186		-1
Phosphate Ion Homeostasis (GO:0055062)	Phosphate Ion Homeostasis 	0.732811767444686		-1
Phosphate Ion Transmembrane Transport (GO:0035435)	Phosphate Ion Transmembrane Transport 	0.866874116342731		1
Phosphate Ion Transport (GO:0006817)	Phosphate Ion Transport 	0.999796890470429		1
Phosphate-Containing Compound Metabolic Process (GO:0006796)	Phosphate-Containing Compound Metabolic Process 	0.67615140018459		-1
Phosphatidic Acid Biosynthetic Process (GO:0006654)	Phosphatidic Acid Biosynthetic Process 	0.947583308114816		-1
Phosphatidic Acid Metabolic Process (GO:0046473)	Phosphatidic Acid Metabolic Process 	0.953658210805857		-1
Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151)	Phosphatidylcholine Acyl-Chain Remodeling 	0.900373445488184		-1
Phosphatidylcholine Biosynthetic Process (GO:0006656)	Phosphatidylcholine Biosynthetic Process 	0.928904351518439		-1
Phosphatidylcholine Catabolic Process (GO:0034638)	Phosphatidylcholine Catabolic Process 	0.770305093337169		-1
Phosphatidylcholine Metabolic Process (GO:0046470)	Phosphatidylcholine Metabolic Process 	0.69826864216381		-1
Phosphatidylethanolamine Acyl-Chain Remodeling (GO:0036152)	Phosphatidylethanolamine Acyl-Chain Remodeling 	0.957184663324472		-1
Phosphatidylethanolamine Biosynthetic Process (GO:0006646)	Phosphatidylethanolamine Biosynthetic Process 	0.469464729974876		-1
Phosphatidylethanolamine Metabolic Process (GO:0046337)	Phosphatidylethanolamine Metabolic Process 	0.773697182007815		-1
Phosphatidylglycerol Acyl-Chain Remodeling (GO:0036148)	Phosphatidylglycerol Acyl-Chain Remodeling 	0.928904351518439		-1
Phosphatidylglycerol Biosynthetic Process (GO:0006655)	Phosphatidylglycerol Biosynthetic Process 	0.916447211813497		-1
Phosphatidylglycerol Metabolic Process (GO:0046471)	Phosphatidylglycerol Metabolic Process 	0.7866846412653		-1
Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	Phosphatidylinositol 3-Kinase Signaling 	0.741392840598756		1
Phosphatidylinositol Acyl-Chain Remodeling (GO:0036149)	Phosphatidylinositol Acyl-Chain Remodeling 	0.925429825674998		-1
Phosphatidylinositol Biosynthetic Process (GO:0006661)	Phosphatidylinositol Biosynthetic Process 	0.471840849460082		-1
Phosphatidylinositol Dephosphorylation (GO:0046856)	Phosphatidylinositol Dephosphorylation 	0.915704388909774		-1
Phosphatidylinositol Metabolic Process (GO:0046488)	Phosphatidylinositol Metabolic Process 	0.48166521553689		-1
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	Phosphatidylinositol Phosphate Biosynthetic Process 	0.64427001000754		-1
Phosphatidylinositol-3-Phosphate Biosynthetic Process (GO:0036092)	Phosphatidylinositol-3-Phosphate Biosynthetic Process 	0.591266448637465		-1
Phosphatidylinositol-Mediated Signaling (GO:0048015)	Phosphatidylinositol-Mediated Signaling 	0.835446475198275		1
Phosphatidylserine Acyl-Chain Remodeling (GO:0036150)	Phosphatidylserine Acyl-Chain Remodeling 	0.918538127652822		-1
Phosphatidylserine Metabolic Process (GO:0006658)	Phosphatidylserine Metabolic Process 	0.856696179314113		-1
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway 	0.414824746720601		1
Phospholipase C-activating Dopamine Receptor Signaling Pathway (GO:0060158)	Phospholipase C-activating Dopamine Receptor Signaling Pathway 	0.430036151618692		1
Phospholipid Biosynthetic Process (GO:0008654)	Phospholipid Biosynthetic Process 	0.69826864216381		-1
Phospholipid Catabolic Process (GO:0009395)	Phospholipid Catabolic Process 	0.803581371728471		-1
Phospholipid Dephosphorylation (GO:0046839)	Phospholipid Dephosphorylation 	0.928904351518439		-1
Phospholipid Efflux (GO:0033700)	Phospholipid Efflux 	0.832198269670038		1
Phospholipid Homeostasis (GO:0055091)	Phospholipid Homeostasis 	0.731772310520931		-1
Phospholipid Metabolic Process (GO:0006644)	Phospholipid Metabolic Process 	0.988163695061515		-1
Phospholipid Translocation (GO:0045332)	Phospholipid Translocation 	0.51755303643944		-1
Phospholipid Transport (GO:0015914)	Phospholipid Transport 	0.535154185491878		-1
Phosphorylation (GO:0016310)	Phosphorylation 	0.688492677908353		1
Photoperiodism (GO:0009648)	Photoperiodism 	0.926954806402139		1
Photoreceptor Cell Development (GO:0042461)	Photoreceptor Cell Development 	0.915704388909774		1
Photoreceptor Cell Differentiation (GO:0046530)	Photoreceptor Cell Differentiation 	0.916447211813497		1
Phototransduction, Visible Light (GO:0007603)	Phototransduction, Visible Light 	0.980155708485726		1
piRNA Processing (GO:0034587)	piRNA Processing 	0.412044776062162		1
Piecemeal Microautophagy Of The Nucleus (GO:0034727)	Piecemeal Microautophagy Of The Nucleus 	0.756240558782407		1
Pigment Granule Transport (GO:0051904)	Pigment Granule Transport 	0.92813463239371		-1
Pinocytosis (GO:0006907)	Pinocytosis 	0.996849205443636		-1
Pituitary Gland Development (GO:0021983)	Pituitary Gland Development 	0.94013862796276		1
Placenta Blood Vessel Development (GO:0060674)	Placenta Blood Vessel Development 	0.934106000514424		1
Placenta Development (GO:0001890)	Placenta Development 	0.909773631381309		-1
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	Plasma Membrane Bounded Cell Projection Assembly 	0.643124669336296		1
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	Plasma Membrane Bounded Cell Projection Morphogenesis 	0.946169876695921		1
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	Plasma Membrane Bounded Cell Projection Organization 	0.364078993527456		1
Plasma Membrane Invagination (GO:0099024)	Plasma Membrane Invagination 	0.946169876695921		-1
Plasma Membrane Organization (GO:0007009)	Plasma Membrane Organization 	0.778818517197917		-1
Plasma Membrane Phospholipid Scrambling (GO:0017121)	Plasma Membrane Phospholipid Scrambling 	0.896631756466967		1
Plasma Membrane Raft Assembly (GO:0044854)	Plasma Membrane Raft Assembly 	0.897916065634511		-1
Plasma Membrane Raft Organization (GO:0044857)	Plasma Membrane Raft Organization 	0.364078993527456		-1
Plasma Membrane Repair (GO:0001778)	Plasma Membrane Repair 	0.936298226491048		1
Plasma Membrane To Endosome Transport (GO:0048227)	Plasma Membrane To Endosome Transport 	0.79751575748365		-1
Plasma Membrane Tubulation (GO:0097320)	Plasma Membrane Tubulation 	0.998503796516765		1
Plasminogen Activation (GO:0031639)	Plasminogen Activation 	0.875989881876069		-1
Platelet Activating Factor Metabolic Process (GO:0046469)	Platelet Activating Factor Metabolic Process 	0.928904351518439		1
Platelet Aggregation (GO:0070527)	Platelet Aggregation 	0.962538793640042		-1
Platelet Dense Granule Organization (GO:0060155)	Platelet Dense Granule Organization 	0.907703300381883		-1
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	Platelet-Derived Growth Factor Receptor Signaling Pathway 	0.73156700130477		-1
Plus-End-Directed Organelle Transport Along Microtubule (GO:0072386)	Plus-End-Directed Organelle Transport Along Microtubule 	0.695698788020983		1
Podocyte Cell Migration (GO:0090521)	Podocyte Cell Migration 	0.645556317884699		1
Podocyte Development (GO:0072015)	Podocyte Development 	0.938729315217946		-1
Podocyte Differentiation (GO:0072112)	Podocyte Differentiation 	0.675768198020266		-1
Polarized Epithelial Cell Differentiation (GO:0030859)	Polarized Epithelial Cell Differentiation 	0.921298098526126		-1
poly(A)+ mRNA Export From Nucleus (GO:0016973)	poly	0.959393551781385		-1
poly-N-acetyllactosamine Metabolic Process (GO:0030309)	poly-N-acetyllactosamine Metabolic Process 	0.988486648919497		1
Polyadenylation-Dependent snoRNA 3'-End Processing (GO:0071051)	Polyadenylation-Dependent snoRNA 3'-End Processing 	0.766152794569166		1
Polyamine Biosynthetic Process (GO:0006596)	Polyamine Biosynthetic Process 	0.919442685757929		1
Polyamine Metabolic Process (GO:0006595)	Polyamine Metabolic Process 	0.928665653490697		-1
Polyamine Transport (GO:0015846)	Polyamine Transport 	0.856958824130254		-1
Polyol Biosynthetic Process (GO:0046173)	Polyol Biosynthetic Process 	0.957184663324472		-1
Polyol Metabolic Process (GO:0019751)	Polyol Metabolic Process 	0.587642058530765		-1
Polysaccharide Biosynthetic Process (GO:0000271)	Polysaccharide Biosynthetic Process 	0.804141488750664		-1
Pore Complex Assembly (GO:0046931)	Pore Complex Assembly 	0.770305093337169		-1
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	Porphyrin-Containing Compound Biosynthetic Process 	0.900536655607984		-1
Porphyrin-Containing Compound Catabolic Process (GO:0006787)	Porphyrin-Containing Compound Catabolic Process 	0.919442685757929		-1
Positive Chemotaxis (GO:0050918)	Positive Chemotaxis 	0.788476008793762		-1
Positive Regulation By Host Of Viral Genome Replication (GO:0044829)	Positive Regulation By Host Of Viral Genome Replication 	0.928904351518439		-1
Positive Regulation By Host Of Viral Process (GO:0044794)	Positive Regulation By Host Of Viral Process 	0.664364039094972		-1
Positive Regulation By Host Of Viral Transcription (GO:0043923)	Positive Regulation By Host Of Viral Transcription 	0.893334607264058		-1
Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)	Positive Regulation By Symbiont Of Entry Into Host 	0.775593690244322		1
Positive Regulation Of ATP Biosynthetic Process (GO:2001171)	Positive Regulation Of ATP Biosynthetic Process 	0.862979796316791		1
Positive Regulation Of ATP Metabolic Process (GO:1903580)	Positive Regulation Of ATP Metabolic Process 	0.774329200791101		1
Positive Regulation Of ATP-dependent Activity (GO:0032781)	Positive Regulation Of ATP-dependent Activity 	0.79751575748365		-1
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601)	Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation 	0.820859727360657		-1
Positive Regulation Of B Cell Activation (GO:0050871)	Positive Regulation Of B Cell Activation 	0.849514067027881		-1
Positive Regulation Of B Cell Differentiation (GO:0045579)	Positive Regulation Of B Cell Differentiation 	0.659563663122823		-1
Positive Regulation Of B Cell Proliferation (GO:0030890)	Positive Regulation Of B Cell Proliferation 	0.998676193850327		-1
Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)	Positive Regulation Of B Cell Receptor Signaling Pathway 	0.706524251443557		-1
Positive Regulation Of BMP Signaling Pathway (GO:0030513)	Positive Regulation Of BMP Signaling Pathway 	0.633298239592904		-1
Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation 	0.480918671266557		-1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation 	0.928904351518439		-1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation 	0.97247708753602		1
Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)	Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation 	0.914037449731536		1
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793)	Positive Regulation Of CREB Transcription Factor Activity 	0.776797607277931		1
Positive Regulation Of CoA-transferase Activity (GO:1905920)	Positive Regulation Of CoA-transferase Activity 	0.776797607277931		-1
Positive Regulation Of DNA Binding (GO:0043388)	Positive Regulation Of DNA Binding 	0.658414973877979		-1
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	Positive Regulation Of DNA Biosynthetic Process 	0.880374255637841		-1
Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)	Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator 	0.890947142141804		-1
Positive Regulation Of DNA Demethylation (GO:1901537)	Positive Regulation Of DNA Demethylation 	0.842194702418894		1
Positive Regulation Of DNA Metabolic Process (GO:0051054)	Positive Regulation Of DNA Metabolic Process 	0.346552860299114		-1
Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309)	Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation 	0.766152794569166		-1
Positive Regulation Of DNA Recombination (GO:0045911)	Positive Regulation Of DNA Recombination 	0.928904351518439		-1
Positive Regulation Of DNA Repair (GO:0045739)	Positive Regulation Of DNA Repair 	0.364078993527456		-1
Positive Regulation Of DNA Replication (GO:0045740)	Positive Regulation Of DNA Replication 	0.890947142141804		-1
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	Positive Regulation Of DNA-binding Transcription Factor Activity 	0.980155708485726		-1
Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264)	Positive Regulation Of DNA-directed DNA Polymerase Activity 	0.857367320569553		-1
Positive Regulation Of DNA-templated DNA Replication (GO:2000105)	Positive Regulation Of DNA-templated DNA Replication 	0.670071087030597		-1
Positive Regulation Of DNA-templated Transcription (GO:0045893)	Positive Regulation Of DNA-templated Transcription 	0.415448404881412		-1
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	Positive Regulation Of DNA-templated Transcription Initiation 	0.925429825674998		-1
Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)	Positive Regulation Of DNA-templated Transcription, Elongation 	0.487893658849198		-1
Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process 	0.862979796316791		-1
Positive Regulation Of ERAD Pathway (GO:1904294)	Positive Regulation Of ERAD Pathway 	0.961689779314069		1
Positive Regulation Of ERBB Signaling Pathway (GO:1901186)	Positive Regulation Of ERBB Signaling Pathway 	0.92813463239371		1
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	Positive Regulation Of ERK1 And ERK2 Cascade 	0.998714235869007		1
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745)	Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway 	0.835425827893402		-1
Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)	Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle 	0.327656219633939		-1
Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle 	0.928904351518439		-1
Positive Regulation Of GTPase Activity (GO:0043547)	Positive Regulation Of GTPase Activity 	0.703923227360246		-1
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling 	0.73156700130477		-1
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	Positive Regulation Of I-kappaB Phosphorylation 	0.477856952291043		-1
Positive Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903896)	Positive Regulation Of IRE1-mediated Unfolded Protein Response 	0.79751575748365		-1
Positive Regulation Of JNK Cascade (GO:0046330)	Positive Regulation Of JNK Cascade 	0.916447211813497		-1
Positive Regulation Of JUN Kinase Activity (GO:0043507)	Positive Regulation Of JUN Kinase Activity 	0.80417874457631		-1
Positive Regulation Of MAP Kinase Activity (GO:0043406)	Positive Regulation Of MAP Kinase Activity 	0.920392870187872		-1
Positive Regulation Of MAPK Cascade (GO:0043410)	Positive Regulation Of MAPK Cascade 	0.919442685757929		1
Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348)	Positive Regulation Of MHC Class II Biosynthetic Process 	0.919442685757929		-1
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	Positive Regulation Of NF-kappaB Transcription Factor Activity 	0.928904351518439		-1
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	Positive Regulation Of NIK/NF-kappaB Signaling 	0.79751575748365		-1
Positive Regulation Of NK T Cell Activation (GO:0051135)	Positive Regulation Of NK T Cell Activation 	0.920778318739071		1
Positive Regulation Of NK T Cell Proliferation (GO:0051142)	Positive Regulation Of NK T Cell Proliferation 	0.856958824130254		1
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)	Positive Regulation Of NLRP3 Inflammasome Complex Assembly 	0.928665653490697		-1
Positive Regulation Of Notch Signaling Pathway (GO:0045747)	Positive Regulation Of Notch Signaling Pathway 	0.998714235869007		1
Positive Regulation Of RIG-I Signaling Pathway (GO:1900246)	Positive Regulation Of RIG-I Signaling Pathway 	0.928904351518439		1
Positive Regulation Of RNA Binding (GO:1905216)	Positive Regulation Of RNA Binding 	0.969948676072395		-1
Positive Regulation Of RNA Biosynthetic Process (GO:1902680)	Positive Regulation Of RNA Biosynthetic Process 	0.566099532782608		-1
Positive Regulation Of RNA Metabolic Process (GO:0051254)	Positive Regulation Of RNA Metabolic Process 	0.840522523707414		-1
Positive Regulation Of RNA Splicing (GO:0033120)	Positive Regulation Of RNA Splicing 	0.996766110729549		1
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	Positive Regulation Of Ras Protein Signal Transduction 	0.918921446446253		-1
Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)	Positive Regulation Of Rho Protein Signal Transduction 	0.945489567044664		-1
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	Positive Regulation Of SMAD Protein Signal Transduction 	0.856958824130254		-1
Positive Regulation Of T Cell Activation (GO:0050870)	Positive Regulation Of T Cell Activation 	0.669959560251654		-1
Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	Positive Regulation Of T Cell Apoptotic Process 	0.867939239833787		-1
Positive Regulation Of T Cell Chemotaxis (GO:0010820)	Positive Regulation Of T Cell Chemotaxis 	0.928814883554558		-1
Positive Regulation Of T Cell Cytokine Production (GO:0002726)	Positive Regulation Of T Cell Cytokine Production 	0.774329200791101		-1
Positive Regulation Of T Cell Differentiation (GO:0045582)	Positive Regulation Of T Cell Differentiation 	0.897916065634511		1
Positive Regulation Of T Cell Differentiation In Thymus (GO:0033089)	Positive Regulation Of T Cell Differentiation In Thymus 	0.923616769496024		1
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	Positive Regulation Of T Cell Mediated Cytotoxicity 	0.918538127652822		-1
Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell 	0.92813463239371		-1
Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	Positive Regulation Of T Cell Mediated Immunity 	0.970062852590508		-1
Positive Regulation Of T Cell Migration (GO:2000406)	Positive Regulation Of T Cell Migration 	0.928904351518439		1
Positive Regulation Of T Cell Proliferation (GO:0042102)	Positive Regulation Of T Cell Proliferation 	0.688492677908353		-1
Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862)	Positive Regulation Of T Cell Receptor Signaling Pathway 	0.843144885056224		-1
Positive Regulation Of T-helper 1 Cell Cytokine Production (GO:2000556)	Positive Regulation Of T-helper 1 Cell Cytokine Production 	0.945489567044664		-1
Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827)	Positive Regulation Of T-helper 1 Type Immune Response 	0.988163695061515		1
Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321)	Positive Regulation Of T-helper 17 Cell Differentiation 	0.928904351518439		1
Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318)	Positive Regulation Of T-helper 17 Type Immune Response 	0.974904662576594		-1
