"","main_Rho","Herbivore_Rho","Carnivore_Rho","main_P","Herbivore_P","Carnivore_P","main_p.adj","Herbivore_p.adj","Carnivore_p.adj","Driver","DriverNumeric"
"DBNDD2",-0.512074351394749,0.00855108235376784,-0.735708689087689,1,0.993177306558915,0.461908000581158,1,0.997546843599792,0.673211729122582,"Carnivore",2
"SDC4",-0.182072522317454,-0.311520028945981,0.619340929325059,1,0.755405318965272,0.535691786562212,1,0.896162931231519,0.728713352138229,"Carnivore",2
"COL9A2",-0.120809957903232,-0.326349475012888,-0.60464102524416,1,0.74415995972393,0.545417541415828,1,0.890808712727641,0.736281853871067,"Carnivore",2
"MATN4",-2.43303098268709,-2.75727549909038,2.41316842677926,0.0449190588528204,0.00582852213297076,0.0158145097257237,0.2531571310093,0.062427621944708,0.0854483588737717,"Unclear",0
"ZMPSTE24",-0.86320255660328,-0.276814385959296,1.30170116583379,1,0.781922634265788,0.193018560904584,1,0.910385552765424,0.404687688276942,"Carnivore",2
"PLAU",-0.575738970491221,0.636904532029808,1.04735087235273,1,0.524187030559327,0.294937781113819,1,0.766048533208593,0.522464874809625,"Carnivore",2
"TMCO2",-0.458693276633398,0.250892785389055,-0.954183126589059,1,0.801897002479912,0.339990954201214,1,0.920055641227354,0.56838785554823,"Carnivore",2
"RLF",-3.5800688137011,-1.82943701403736,3.23125224635313,0.00103051120560433,0.0673341669283734,0.00123249119662034,0.0214052306792911,0.263373434300677,0.0153673052434329,"Both",3
"CAP1",0.124710088221017,-0.577993405177133,0.390042801525945,1,0.563268571677951,0.696504897374074,1,0.791094383357413,0.837733493986079,"Unclear",0
"STK4",-0.673694310580174,-0.391080934183998,0.611265813778899,1,0.695737412953644,0.541023619221675,1,0.867338627949503,0.732586417130691,"Both",3
"GNMT",-4.47911101207737,-5.09426742752853,4.57971509345548,2.24863641174199e-05,3.50092303423236e-07,4.65609739095289e-06,0.00153985389346551,0.000135404598825966,0.000329775986295736,"Unclear",0
"MFSD2A",-0.482371015383386,-1.07398158639063,-0.521252613917441,1,0.282830934499258,0.602190806452809,1,0.569592924460449,0.778736081581603,"Herbivore",1
"TOMM34",1.74019355733511,1.32665659290193,-2.98074807265394,0.245475109600576,0.184622305967009,0.00287545237558342,0.741020575418646,0.458109759175968,0.0277523603155635,"Carnivore",2
"CHCHD1",-3.04476108370072,-1.23244581932735,2.89065726431364,0.00698595645407136,0.217782594032362,0.00384437129761721,0.0763061827689062,0.496400333332659,0.0338854796736427,"Both",3
"CNPY3",-0.129701317022835,-1.26724879480596,0.458086393455556,1,0.205066343395849,0.6468903739983,1,0.481793392842875,0.808479926293966,"Herbivore",1
"CERCAM",-2.4288983772296,-1.75722999736982,2.99855221914277,0.0454343299376609,0.0788786141704084,0.00271265665812522,0.254746612569702,0.2878305846664,0.0267196977758663,"Carnivore",2
"FUT11",-2.97826438005462,-3.20491660678186,2.86918818628609,0.00869657451438285,0.00135101617534209,0.00411526871525781,0.0877675154725435,0.024331801317911,0.0357033649351343,"Unclear",0
"RIMS4",NA,2.78925141488539,NA,NA,0.00528300356987175,NA,NA,0.0586745457262205,NA,"MissingData",5
"HEYL",-3.00840461243223,-1.36080253706798,1.71775087135694,0.00787869692325225,0.173576099946057,0.085842066058769,0.0821103667533106,0.444189296499155,0.248136706521667,"Both",3
"PABPC4",0.739615052931161,2.6457916915762,0.454656768975825,1,0.00814999871637632,0.64935618688181,1,0.0760963877844146,0.80991191163339,"Herbivore",1
"KCNK15",-5.23013376197333,-4.66060965669643,5.29957590368633,5.08162299163861e-07,3.15274137516951e-06,1.16071974827785e-07,0.000117244769239391,0.000456274865626095,2.68519120843909e-05,"Unclear",0
"CCN5",-1.8546224423742,-0.662508916160249,2.58365208683407,0.190950483100494,0.507645122550079,0.00977603546161572,0.632439133184212,0.754416410691687,0.0624292431642752,"Carnivore",2
"ADA",1.77755484223606,-0.200975953514858,-1.8081664145943,0.226430988112754,0.840717376747289,0.0705806040651525,0.701206736886011,0.936126122119723,0.220694644068974,"Carnivore",2
"TBCC",-1.32237841768121,-1.98827243890914,1.52894077478822,0.558126515812163,0.0467815672365908,0.126279126778252,1,0.213824292232532,0.314754713827215,"Unclear",0
"TRUB2",-1.57624548649115,-0.731066654161733,1.25353726270816,0.344907718251363,0.464738441003172,0.210010246900486,0.906536112464892,0.723278368455494,0.425309640759947,"Both",3
"UBR2",-3.34898376288438,-2.84478472613651,3.73269427099893,0.0024332564653472,0.00444414471047666,0.000189442481993781,0.0380588987752379,0.0530059908845593,0.00427083448536805,"Unclear",0
"TIMM8A",NA,1.84557438824985,NA,NA,0.0649540281575259,NA,NA,0.257666466305566,NA,"MissingData",5
"ANXA7",-0.219308980076905,-1.27219639537767,-0.129768845533232,1,0.203303348049857,0.896749312111126,1,0.480020971382393,0.951528437963749,"Herbivore",1
"DNM1",0.73001128987491,2.65319670737914,-0.963991792323632,1,0.00797333897711501,0.335050040854159,1,0.0753675070094032,0.564183803292405,"Herbivore",1
"CENPI",-3.01157850897013,-1.58969292117447,2.77727666000715,0.00779679561003322,0.111904040089441,0.00548164981049841,0.0814833057586538,0.34888489821307,0.0432010315516062,"Both",3
"TMEM35A",-0.669043408696929,0.775390023269715,-0.37862237511376,1,0.438109228603647,0.704968304186373,1,0.705241839633022,0.843191885941019,"Herbivore",1
"MRPS16",-0.477012220213789,1.31793654511768,1.06677579566378,1,0.187524890702859,0.286073090892464,1,0.461733397144561,0.513204613188975,"Unclear",0
"DNAJC9",-1.3460912682768,-1.70638059661293,0.946658829101663,0.534819252866018,0.0879372408505724,0.343812656115869,1,0.306202951009007,0.57145942497134,"Herbivore",1
"XKRX",-0.618492346816189,-0.108764300460531,-0.0473151505015163,1,0.913389439894319,0.962262053252348,1,0.964651527625081,0.981984017289146,"DoubleBoth",4
"NOX1",-1.95672170025612,-3.29809853052493,0.704601933505138,0.151140591446921,0.00097341970108818,0.481057994917109,0.547683797609365,0.0195274256620524,0.686936530631329,"Herbivore",1
"NDUFS5",-4.58115262253991,-1.74408091569706,4.98954816204279,1.38726061939581e-05,0.0811449813311186,6.05206843719453e-07,0.00114311799500434,0.293196923363359,8.05353567168974e-05,"Carnivore",2
"TAF8",-1.02049357274469,1.00448270629532,0.978046939859906,0.922483307796932,0.315146002784878,0.328051108799101,1,0.599061986529857,0.557117185722575,"Both",3
"ECD",-1.8576765968054,-1.78509509713924,3.23514232441933,0.189644861644053,0.0742458931061485,0.00121582109538211,0.62950508855154,0.277420857850982,0.0152479581411683,"Carnivore",2
"JPH2",-2.79223930257981,-1.542146398218,2.90160857342974,0.0157033885102263,0.123038022114866,0.00371252103510567,0.128690556004298,0.368977483896366,0.0331110194572265,"Carnivore",2
"RHBDL2",-0.161445686614464,1.14466990321956,-0.315736096574237,1,0.252345923316248,0.752202826023972,1,0.538052495531843,0.870000299586376,"Herbivore",1
"CCND3",0.0973038851305888,1.81695544851884,-1.81815529655098,1,0.0692239353275789,0.0690404003601967,1,0.267461948176581,0.217673415212041,"Unclear",0
"C9orf16",2.31702984248085,2.33492780594363,-2.21453753877226,0.0615063185712853,0.0195471924837414,0.0267918233599203,0.312046772535036,0.129562904828514,0.121054281208871,"Unclear",0
"RRAGC",-1.85005909331224,-0.313965457902235,1.55766510187021,0.192915098857592,0.753547273777884,0.119312657298336,0.637538064690899,0.895505070525668,0.303994532254293,"Both",3
"GTSF1L",0.835601272271941,-0.404500166975408,-2.17709237315639,1,0.685844955125157,0.0294736760006771,1,0.862070087259959,0.128313692142528,"Carnivore",2
"SRPX2",1.03102574922895,0.525826827532783,0.442395639670144,0.907586235036917,0.599008532911255,0.658202933740557,1,0.812855402675402,0.814332525477765,"DoubleBoth",4
"POU3F1",NA,3.57623736407562,NA,NA,0.000348575174213053,NA,NA,0.0097995417303599,NA,"MissingData",5
"UTP11",-0.304174608860745,-0.250222504466998,0.449865580913458,1,0.802415282654829,0.652807366916923,1,0.920055641227354,0.811620220760177,"Carnivore",2
"FHL3",-1.04281688617513,1.58610570466083,1.59937206869467,0.891099327140844,0.112715333019864,0.109737954719745,1,0.350000542704786,0.289071427928903,"Unclear",0
"FRS3",0.300645682754186,-0.0188268888861715,0.748637967223375,1,0.984979203392943,0.454075441735896,1,0.994156783664002,0.667507324018249,"Carnivore",2
"SF3A3",NA,3.86173632664165,NA,NA,0.000112584035903198,NA,NA,0.00455080957095995,NA,"MissingData",5
"TSPAN6",-1.37557827254606,-1.5567181840479,-0.215829667315614,0.506856711880174,0.119537409418489,0.829120522108655,1,0.362843046678707,0.913703575738208,"Herbivore",1
"INPP5B",2.46195363005283,0.480779911453086,-2.79422152791642,0.0414547591883644,0.630672929097148,0.00520248263279862,0.241248359933217,0.830496182284156,0.041700283235284,"Carnivore",2
"PGC",-4.91131991520772,-5.33543941794414,4.23592633514938,2.71396048759767e-06,9.53134492250681e-08,2.27611394003211e-05,0.000380385658247684,5.94206037880434e-05,0.00101862872965068,"Unclear",0
"IFT52",-1.1027247485422,-1.13309830478213,1.52250046398523,0.810440147723314,0.257172973189623,0.127883729239509,1,0.542563675963895,0.317429454700312,"Unclear",0
"TNMD",0.133373360212834,0.787051919960737,-0.907709361258895,1,0.431251473320403,0.364031796746417,1,0.700065611522325,0.590373827402488,"Unclear",0
"PLA2G12B",-1.13942301745221,-1.23894912705635,1.33658024204308,0.763580280313799,0.215364338605596,0.18135969193047,1,0.493231973343198,0.391544248034239,"Unclear",0
"PCDH19",0.299378587298546,1.30372259550895,-0.257785415977338,1,0.192328182441775,0.796572520548464,1,0.467383434662479,0.895692047837583,"Herbivore",1
"MTF1",-3.26832875821058,-3.35249647747174,2.83492017988865,0.00324553863341674,0.000800862605505727,0.00458371365920716,0.0457886574650525,0.0172666658265555,0.0383634714510141,"Unclear",0
"C1orf122",NA,0.72015004199026,NA,NA,0.471432619317002,NA,NA,0.728852874942415,NA,"MissingData",5
"YRDC",-0.895162145584363,-1.07750744264037,1.23820473808367,1,0.281253627577225,0.215640155153081,1,0.568716960045771,0.431620318025902,"Unclear",0
"MANEAL",0.527793843602732,0.860247122405615,-0.643303135387472,1,0.389652834090845,0.520027422211735,1,0.667076762545258,0.717888920552117,"Unclear",0
"EPHA10",0.275937692138737,1.48365806796014,0.763264996520787,1,0.137899655880066,0.445305372995241,1,0.392177809091083,0.660111853694651,"Herbivore",1
"MDFI",-2.0296697032671,0.624184031777868,2.29746362494773,0.127170373440556,0.532506732462162,0.021592335825439,0.491291971631622,0.771832390814556,0.105025899845062,"Carnivore",2
"MCU",0.220509257857525,1.44492612430774,0.546504697668709,1,0.148478637445243,0.584719059463298,1,0.407637234815369,0.766224008466197,"Herbivore",1
"FOXP4",-1.45497021944191,0.0135990041640383,1.08198630517089,0.437032518669579,0.989149898959718,0.279258613224073,1,0.996403623903926,0.506906297326217,"DoubleBoth",4
"DIAPH2",-1.2256499118347,-2.54507331998208,1.48798827099558,0.660991339949403,0.0109254795057268,0.136753986844709,1,0.0916472563935355,0.330075393287944,"Herbivore",1
"GNL2",-0.9441009781391,-0.417967384167849,2.08156662198044,1,0.675970964055217,0.0373820728528029,1,0.856268627412552,0.148354243728582,"Carnivore",2
"SLC25A25",-0.275892052968712,-0.814356830428781,0.644506125747149,1,0.415440561752581,0.519247286629624,1,0.687491568745781,0.717310192838737,"Unclear",0
"MEAF6",NA,0.776998166273781,NA,NA,0.437159852204787,NA,NA,0.704417144335321,NA,"MissingData",5
"NAIF1",-1.23735868558372,-1.06927946674342,1.10286988616473,0.647861848941783,0.28494376007516,0.27008367334492,1,0.571474066698622,0.495636831350692,"Both",3
"ZC3H12A",-2.62959346207788,-1.5936013778389,1.12251751466317,0.0256461089252948,0.111025345698482,0.261642464848726,0.177733223453164,0.3474150247928,0.485478497523482,"Both",3
"GRIK3",1.97850899345619,3.57485667034767,-2.05983116689374,0.143613945097003,0.000350419811564155,0.0394146839271809,0.53136301065408,0.0097995417303599,0.153464164218804,"Herbivore",1
"PCDH11X",-0.202901218905982,1.26815692543592,0.914921316919682,1,0.204741916044841,0.360232938296356,1,0.481651231034973,0.586822945646715,"Unclear",0
"FAM102A",-0.746204982050028,-0.109524568676184,1.46638229803994,1,0.912786435999297,0.142544166146221,1,0.964497109957033,0.338188170770073,"Carnivore",2
"CSF3R",-2.23269118132565,-0.412244959127488,2.06853579260823,0.0767079492201853,0.68015988690652,0.0385896685066009,0.359159885874217,0.857981919974587,0.151665667886502,"Both",3
"TREM2",-0.791385782309791,-0.296561805182968,-0.0295074381404489,1,0.766801074673679,0.976459886747691,1,0.902620088553788,0.988290187590027,"DoubleBoth",4
"CHST3",0.380371996949539,1.04013426566855,0.536363424312248,1,0.298277525991849,0.591707404488358,1,0.583931931738733,0.770970455256664,"Herbivore",1
"MRPS15",-2.21380992219887,-2.24921727028628,2.49801758616746,0.0805255717088986,0.0244986762209438,0.0124889997954351,0.369949626864802,0.147353861328163,0.0727331874221368,"Unclear",0
"KLHL4",-0.791403891006659,-0.104274913803906,-1.31549617239792,1,0.916951185253282,0.188343202885644,1,0.966375927293267,0.398825007318858,"Carnivore",2
"DACH2",3.2308844476063,2.64775383911213,-2.11363749952911,0.00370223457954177,0.00810285025344311,0.0345462404348526,0.0506551050129499,0.0758746965673364,0.141344560795585,"Both",3
"STK40",0.445787878459712,1.43091348196079,-0.391728397824041,1,0.152455012637546,0.695258905176515,1,0.413234665525415,0.836944636891643,"Herbivore",1
"ST6GALNAC6",-1.20719522417103,-1.4677265944578,1.34505431991087,0.682070907798686,0.142178503781909,0.178607693402708,1,0.398222036582164,0.387550344256352,"Unclear",0
"POF1B",2.87806716706074,1.11612635177431,-3.25430289640923,0.0120035981195174,0.264368053763347,0.00113671009863183,0.10818387079231,0.551782356869699,0.0144885577707482,"Carnivore",2
"MAP7D1",-1.72156072687456,0.244651203471049,0.698252620304762,0.255447367932878,0.80672651389343,0.485019223919629,0.758322043913858,0.9216382204834,0.689667524357397,"DoubleBoth",4
"TSPO2",-3.84062325065787,-3.43368004624575,3.29556835363923,0.000368167012481969,0.000595446602155256,0.000982228053438065,0.01055321329909,0.0140899182107074,0.0131755247453597,"Both",3
"APOOL",-1.07294413198788,-0.564370616909707,2.02319884213522,0.849888550434969,0.572501931479162,0.0430526510159247,1,0.796812966455928,0.162429770749415,"Carnivore",2
"ADPRS",-0.991752376254649,-0.159986832901264,-0.0562258152514165,0.963955002927047,0.872891446435271,0.955161916091299,1,0.950502330753409,0.978383203137325,"DoubleBoth",4
"SLC29A3",-3.43242455962206,-2.5922227911467,2.47844962640101,0.00179463085225132,0.00953579960347621,0.0131954742405887,0.0308647693706572,0.0840031390069271,0.0755887032974218,"Both",3
"AGO3",NA,3.12986449451649,NA,NA,0.00174886955885197,NA,NA,0.0288670332784436,NA,"MissingData",5
"PTPRT",0.718239438234605,0.80102324263125,0.0150030340085079,1,0.42311819036214,0.988029759866708,1,0.693449615815608,0.994245031059071,"Herbivore",1
"SGPL1",-1.75938802754314,-1.65591888367243,2.1558924194404,0.235534872192322,0.0977382469013827,0.0310920665408442,0.72058679687235,0.323248162420835,0.132071018241434,"Unclear",0
"ENG",-3.474046912048,-0.864236361880285,2.56241572013211,0.00153801417663188,0.387458060987997,0.0103946812794559,0.0276897942460363,0.665005051943504,0.0647981637730085,"DoubleBoth",4
"ADAMTS14",-1.52450317051043,-0.770569727196631,0.993089322302729,0.382149196372725,0.440962010625133,0.320666427058167,0.964737871632419,0.707498200692649,0.549562464517172,"Both",3
"PRF1",0.379479360095595,0.415026405329508,-0.82353095877381,1,0.678122573157683,0.410206119339268,1,0.8570176458828,0.630147203021392,"Carnivore",2
"AGO4",NA,0.448178198606093,NA,NA,0.654024595500042,NA,NA,0.842230767002606,NA,"MissingData",5
"SH3BGRL",NA,1.62807628902564,NA,NA,0.103508710498504,NA,NA,0.333155815820146,NA,"MissingData",5
"EIF4EBP2",NA,1.01206634768714,NA,NA,0.311506331376016,NA,NA,0.595094179577313,NA,"MissingData",5
"LRRC20",-0.613823591180091,1.22703116710074,1.25578240378811,1,0.219810876878719,0.209194873018121,1,0.498802596039261,0.424286930883933,"Unclear",0
"KCNK16",-5.54519955248657,-4.6009699841919,4.55075528531919,8.80857326105438e-08,4.20528030008069e-06,5.34536886387091e-06,3.88535803517743e-05,0.000540979272888952,0.000359177643308906,"Both",3
"KCNK17",-3.79859431425392,-3.31261066515977,3.28736368445294,0.000436557164609697,0.000924295506156648,0.00101130136533045,0.0117330605692681,0.0189404625275513,0.0134455690808789,"Both",3
"PPA1",0.965912068801834,1.85178588892463,0.434855986413847,1,0.0640565747487164,0.663666963814446,1,0.255529842267144,0.81779563507972,"Herbivore",1
"CHD6",0.323481690270879,-0.345182012655351,-0.45669490148968,1,0.729957540501047,0.647890356008073,1,0.883150192617005,0.808855446365866,"Unclear",0
"TFAP2E",0.231424125846589,0.203064263968008,-1.31640794287345,1,0.839084803002086,0.188037157916072,1,0.935325281592551,0.398578339946995,"Carnivore",2
"PSMB2",-0.543840907403039,1.29429305887552,1.2908645080901,1,0.195564213136401,0.196750664352785,1,0.471507479309559,0.409656568799894,"Unclear",0
"SAR1A",NA,3.24518738516421,NA,NA,0.00117373359626601,NA,NA,0.0220708211854706,NA,"MissingData",5
"FPGS",1.3167825904698,0.777594598361496,-0.754642806123931,0.563734530276705,0.436808046449298,0.450463332108683,1,0.704385698826765,0.664550429803294,"Both",3
"AIFM2",-0.130466353061498,-0.166205237406668,-0.437571334709268,1,0.86799543792144,0.66169705461402,1,0.948966705958938,0.816334086015555,"Carnivore",2
"MACROH2A2",NA,1.0283334386475,1.14645149206294,NA,0.303793006831354,0.251608387326664,NA,0.588172580951914,0.47292941502888,"MissingData",5
"GLP1R",-1.39312083275465,-0.358870929823264,1.10699585659261,0.490749763022444,0.719691647632378,0.268295719743791,1,0.88072640513786,0.493379324665206,"Both",3
"LPIN3",-1.05242363482692,-1.34442920186997,0.799540337915113,0.877815689278902,0.1788096360951,0.423977166576613,1,0.450820561746068,0.642611093016079,"Herbivore",1
"CDK9",NA,2.15612233840191,NA,NA,0.0310741136410193,NA,NA,0.170041379438941,NA,"MissingData",5
"BRWD3",-0.07534018503075,-0.100837501045129,0.921202952550616,1,0.919679457018699,0.356944477064456,1,0.967301558550133,0.583854465530102,"Carnivore",2
"FAM241B",0.729862172282108,1.30409996966081,-0.76020578106169,1,0.192199499253911,0.447131589932188,1,0.467280888466574,0.661679761408775,"Herbivore",1
"TOR2A",-1.72410551303658,-0.318429774713175,1.60794523615346,0.254066391082737,0.750158955800368,0.107847173312324,0.756148772984284,0.894002390601292,0.285963312484116,"Both",3
"TSPAN15",1.21787360307869,0.969518471364603,-1.41437402660352,0.669816026237476,0.332286568684037,0.157252112078735,1,0.615058722832186,0.358870846763991,"Unclear",0
"CFAP157",-1.0764801294454,-0.570021360136011,0.601454331915487,0.845137748840349,0.568663210697934,0.547537420246877,1,0.794480471455315,0.737715556655019,"Both",3
"TBX22",-1.62858537468925,-0.990339787832268,1.04880981625031,0.310202467280451,0.322008065220715,0.294265658659801,0.853597504918335,0.605712977737329,0.522047275751231,"Both",3
"ITM2A",3.13149090435231,3.28960604082934,-3.27746838978264,0.00521763520066272,0.00100327744675284,0.00104742457700755,0.0630740118128646,0.0199552877106847,0.013719945741566,"Unclear",0
"STXBP1",NA,3.57873893577654,NA,NA,0.00034525613454001,NA,NA,0.00974957610585196,NA,"MissingData",5
"TACR2",4.03229333509397,3.49035716575831,-4.71412833116753,0.000165705547033506,0.000482375392070785,2.42747645100053e-06,0.00635571889734397,0.0123911612204047,0.000209781398814339,"Unclear",0
"NIBAN2",-0.63498354291856,-1.45930384626356,-0.415700989623104,1,0.144481497254235,0.67762881700815,1,0.401629324128605,0.826131386521125,"Herbivore",1
"MAFB",1.27284758664589,2.89364716970848,-1.66470870146363,0.609216393640791,0.00380795792114331,0.0959708861377689,1,0.0479692763734035,0.266257235212847,"Herbivore",1
"PGK1",0.538624736033777,0.393256822105044,-1.19473336211153,1,0.694129805392868,0.232191223326711,1,0.866878715456932,0.451875289867215,"Carnivore",2
"TRAF3IP1",3.80151552284998,1.04620917481409,-4.73519501818943,0.000431441180717034,0.295464467851673,2.18844563858915e-06,0.0116582403373214,0.581423280248606,0.000197051838727336,"Carnivore",2
"TMEM35B",-1.12564477435452,0.119353758096053,0.343503597468054,0.780947724325222,0.904995095033812,0.731219634906433,1,0.961617997257362,0.858154806152872,"DoubleBoth",4
"ATRX",-0.88716775629169,0.0508302645208846,1.70112407115951,1,0.959460774441356,0.0889196917404798,1,0.984671374757499,0.253668261184139,"Carnivore",2
"DLGAP3",0.641364148145996,2.15160156587488,-2.26994432676401,1,0.0314287487018697,0.0232109611706424,1,0.171036619662007,0.110520336644379,"Unclear",0
"PBDC1",-1.40222504100355,-1.09243858992633,0.119511247187997,0.482544168657318,0.274640368909834,0.904870329932069,1,0.562787072017635,0.954681135884397,"DoubleBoth",4
"MAGEE2",-1.79892826104295,-0.252656307559663,1.37690051619328,0.216090088351189,0.800533814093894,0.168543007605464,0.682761410693086,0.919348097582067,0.374244123650821,"DoubleBoth",4
"GLO1",-4.13373095784163,-2.19921177359118,3.60855652814282,0.000107076380887344,0.0278628675599558,0.000307905429305199,0.00458806995476429,0.159417303310739,0.00589055208710214,"Both",3
"GJB3",-1.17358998190791,-2.34587989906463,0.753694915932452,0.721677887459341,0.0189822229550956,0.451032435406002,1,0.127299356821558,0.664880775487398,"Herbivore",1
"ZDHHC15",3.85123457757223,2.79704990763894,-3.49710779315411,0.000352571576304643,0.0051571566392772,0.000470331744679905,0.0102670212229917,0.0579295578420264,0.00796439014048619,"Both",3
"SPP2",-0.146852493308442,0.33241715833361,-0.154324615290669,1,0.739574284023459,0.877353789608125,1,0.888772210093138,0.942587391985395,"Herbivore",1
"SLC2A8",-0.596920394171839,0.38565673983017,0.414448606752917,1,0.699750905461135,0.678545597769328,1,0.869205489050467,0.826655123751568,"Both",3
"UPRT",1.17838212124195,1.1692681693466,-1.85135728911524,0.715932906238733,0.242295603413876,0.0641181693133164,1,0.525752267166736,0.208079973018029,"Carnivore",2
"GARNL3",0.772413778083469,0.772166329007783,-1.0733660049132,1,0.440015921224392,0.283106931018142,1,0.706805737123032,0.510869905402592,"Unclear",0
"CCDC167",-1.08124892972987,0.0564403420586813,0.901574641046406,0.838759194269801,0.954991019841898,0.367282867027583,1,0.982323228875322,0.59353384970379,"DoubleBoth",4
"ANGPTL2",-0.946629286479559,-0.392564657563379,-0.718085219926455,1,0.694641047316565,0.472704742793658,1,0.867047466504168,0.681436220629684,"Both",3
"RPRD1B",NA,3.43593883468197,NA,NA,0.000590504272278115,NA,NA,0.0140138854309751,NA,"MissingData",5
"AZIN2",-0.620282673206547,-2.06062977144005,-0.685083948657708,1,0.0393383742448821,0.493290948479192,1,0.193692499433565,0.698325738305555,"Herbivore",1
"TTI1",1.11596052106409,0.48622178106612,-0.0289704601952886,0.793317101604017,0.626809930005971,0.976888150050745,1,0.828362372364611,0.988391004731062,"DoubleBoth",4
"CMTR1",-4.31553885819124,-2.80945912732506,3.45378433294968,4.77642121523476e-05,0.00496248198921781,0.000552779244903743,0.00265303662832873,0.0568860470744212,0.00884270372938041,"Both",3
"RNF19B",-2.10485448736367,-2.34904160390888,1.64483370133782,0.105911929444237,0.0188218036242019,0.100004110149202,0.437954356779592,0.126748074343452,0.272964567855065,"Unclear",0
"VSTM2L",-0.2131555700614,-0.0356562049220947,0.103178973579769,1,0.971556491736745,0.917820927486791,1,0.988849176301733,0.961662628557041,"DoubleBoth",4
"TMEM54",-0.281794273044587,-0.873133344450853,0.536354305253716,1,0.382590400966616,0.59171370565501,1,0.661520463506119,0.770970455256664,"Herbivore",1
"HPCA",3.51852485522811,4.98859735737211,NA,0.00130185948908409,6.08192590738788e-07,NA,0.0249974127659484,0.000174283150990013,NA,"MissingData",5
"FNDC5",-0.133393821792336,1.84547122780108,1.0226185397445,1,0.0649690201610741,0.306488240277868,1,0.257666466305566,0.535144411177229,"Herbivore",1
"S100PBP",1.00988182261547,0.645494137186459,-1.87725559553266,0.937655737397681,0.518607016404026,0.0604830710196386,1,0.762241305759134,0.200769081439802,"Carnivore",2
"YARS1",-0.77257646088874,-0.77088395031809,1.61348748760218,1,0.440775721104297,0.106638639492609,1,0.707309539984116,0.283860014524759,"Carnivore",2
"RNF8",-2.03350304586105,-1.75832329206083,2.11063204301735,0.126005178487545,0.0786925167218363,0.0348039512427987,0.488420693144926,0.287345574125759,0.141905372786867,"Unclear",0
"PBX3",-0.949192376862219,0.0180438741779259,0.888692504214532,1,0.985603852566897,0.374168360662408,1,0.994562214172747,0.599315044661337,"DoubleBoth",4
"TBC1D22B",0.301054520676584,0.65173582288026,0.283217304247659,1,0.514571608855522,0.777010264307193,1,0.759533776809004,0.885479601696647,"Herbivore",1
"RBBP4",-1.11686963811667,-1.77973355408772,1.80042123418344,0.792150204466039,0.075119576391437,0.0717941504263158,1,0.279385631171009,0.222935385287166,"Unclear",0
"CHIC1",0.882966707208205,0.828264426049713,-0.840212093486851,1,0.407520764636154,0.400789478921591,1,0.681541897852603,0.62284739505415,"Both",3
"PIM1",-0.234572197595677,1.47796967548704,0.101403280524518,1,0.139415895119641,0.919230332417566,1,0.394103983954353,0.962279690713143,"Herbivore",1
"ZBTB8A",-1.22085501310217,-0.144915459768206,2.28311630470072,0.666422760475555,0.8847776201558,0.0224235183865405,1,0.955093343149589,0.107921958565821,"Carnivore",2
"CDX4",1.01003402929909,2.45435639564765,-1.56814747043338,0.937436960432338,0.0141137023799264,0.116846720231685,1,0.107757419630818,0.300602931073369,"Herbivore",1
"NAP1L2",0.264342920176795,0.203745708412784,-1.41030844810205,1,0.838552221168762,0.158448625077993,1,0.935064182232008,0.360725507236605,"Carnivore",2
"PABPC1L2A",NA,0.437839573949223,NA,NA,0.661502581313497,NA,NA,0.846922737176686,NA,"MissingData",5
"PABPC1L2B",NA,0.0803373417826916,NA,NA,0.935968959732039,NA,NA,0.973631168546825,NA,"MissingData",5
"TSSK3",0.769264472389414,0.119861058292047,-0.495215311004784,1,0.904593212998259,0.620448143938491,1,0.961617997257362,0.790717750690999,"DoubleBoth",4
"RABEPK",-2.49647528120719,-0.576415440933195,3.33343773188575,0.0376303232108385,0.564334410023311,0.00085779869902977,0.227092344776469,0.792205334926654,0.0119101745496867,"Carnivore",2
"PHKA1",3.36313967740753,2.14979551614658,-2.09709861622732,0.00231184087457724,0.0315713930279261,0.0359848464665326,0.0366885477206718,0.171322634613209,0.144990390224344,"Both",3
"HDAC1",-0.999176667457399,1.23869036610787,0.949302737627134,0.953127349898592,0.215460187805608,0.342466661596538,1,0.493276014709194,0.570347900146986,"Unclear",0
"GOLGA1",-0.460110544798749,0.454767640858571,0.109888902975783,1,0.649276412503627,0.912497483385202,1,0.839696571852886,0.959171065240823,"Both",3
"SRC",-0.377160429044401,1.06661476293446,-0.655817440837161,1,0.286145831287482,0.511941593261151,1,0.572397603275182,0.712429473504281,"Herbivore",1
"HDAC8",-3.184974924863,-3.13959330952552,3.21557099096654,0.00434299654485637,0.00169182525694921,0.00130185290613906,0.0558580877739191,0.0283478061954651,0.0159803772649902,"Unclear",0
"OLFML2A",-1.19791267123785,-0.735068628493844,2.00303757494229,0.692853048738324,0.462297699036854,0.0451732555042682,1,0.721335770757442,0.166773936414849,"Carnivore",2
"FAM167B",-0.731093400531677,-0.162205421472745,1.15129947117715,1,0.87114409062176,0.249609054646148,1,0.94977968419238,0.470971607980177,"Carnivore",2
"DDX50",1.09827585039009,-0.131020628236733,-1.11429807366053,0.816252161492531,0.895758989097239,0.265151333130468,1,0.959685651915374,0.489512657616064,"Carnivore",2
"EIF3I",NA,2.85442436539985,NA,NA,0.00431148966080036,NA,NA,0.0517702429605591,NA,"MissingData",5
