GO.ID	Description	p.Val	Empty	phenoType
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	Positive Regulation Of Intracellular Signal Transduction 	0.949598338687289		-1
Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145)	Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway 	0.970699474333173		1
Positive Regulation Of Intracellular Transport (GO:0032388)	Positive Regulation Of Intracellular Transport 	0.99969749060253		1
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway 	0.970699474333173		-1
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255)	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator 	0.966513549840496		1
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	Positive Regulation Of Ion Transmembrane Transporter Activity 	0.915987105849		-1
Positive Regulation Of Isomerase Activity (GO:0010912)	Positive Regulation Of Isomerase Activity 	0.966513549840496		-1
Positive Regulation Of Isotype Switching (GO:0045830)	Positive Regulation Of Isotype Switching 	0.999152603671202		1
Positive Regulation Of Keratinocyte Differentiation (GO:0045618)	Positive Regulation Of Keratinocyte Differentiation 	0.966513549840496		1
Positive Regulation Of Keratinocyte Migration (GO:0051549)	Positive Regulation Of Keratinocyte Migration 	0.9680408576935		-1
Positive Regulation Of Keratinocyte Proliferation (GO:0010838)	Positive Regulation Of Keratinocyte Proliferation 	0.966513549840496		-1
Positive Regulation Of Kidney Development (GO:0090184)	Positive Regulation Of Kidney Development 	0.970699474333173		1
Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712)	Positive Regulation Of Killing Of Cells Of Another Organism 	0.970699474333173		-1
Positive Regulation Of Kinase Activity (GO:0033674)	Positive Regulation Of Kinase Activity 	0.949598338687289		-1
Positive Regulation Of Lamellipodium Assembly (GO:0010592)	Positive Regulation Of Lamellipodium Assembly 	0.903943785168395		1
Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394)	Positive Regulation Of Lamellipodium Morphogenesis 	0.966513549840496		1
Positive Regulation Of Lamellipodium Organization (GO:1902745)	Positive Regulation Of Lamellipodium Organization 	0.949598338687289		1
Positive Regulation Of Leukocyte Activation (GO:0002696)	Positive Regulation Of Leukocyte Activation 	0.995851358007854		1
Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)	Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell 	0.990870645758042		-1
Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108)	Positive Regulation Of Leukocyte Apoptotic Process 	0.966513549840496		-1
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	Positive Regulation Of Leukocyte Cell-Cell Adhesion 	0.970699474333173		-1
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	Positive Regulation Of Leukocyte Chemotaxis 	0.850050674885548		-1
Positive Regulation Of Leukocyte Degranulation (GO:0043302)	Positive Regulation Of Leukocyte Degranulation 	0.949598338687289		-1
Positive Regulation Of Leukocyte Differentiation (GO:1902107)	Positive Regulation Of Leukocyte Differentiation 	0.956695985017526		-1
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	Positive Regulation Of Leukocyte Mediated Cytotoxicity 	0.850050674885548		-1
Positive Regulation Of Leukocyte Migration (GO:0002687)	Positive Regulation Of Leukocyte Migration 	0.961196726693825		-1
Positive Regulation Of Leukocyte Proliferation (GO:0070665)	Positive Regulation Of Leukocyte Proliferation 	0.981192911224106		-1
Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238)	Positive Regulation Of Leukocyte Tethering Or Rolling 	0.957022838891206		-1
Positive Regulation Of Ligase Activity (GO:0051351)	Positive Regulation Of Ligase Activity 	0.949598338687289		1
Positive Regulation Of Lipase Activity (GO:0060193)	Positive Regulation Of Lipase Activity 	0.970699474333173		1
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889)	Positive Regulation Of Lipid Biosynthetic Process 	0.970699474333173		-1
Positive Regulation Of Lipid Catabolic Process (GO:0050996)	Positive Regulation Of Lipid Catabolic Process 	0.966513549840496		-1
Positive Regulation Of Lipid Kinase Activity (GO:0090218)	Positive Regulation Of Lipid Kinase Activity 	0.845509312841138		-1
Positive Regulation Of Lipid Localization (GO:1905954)	Positive Regulation Of Lipid Localization 	0.957022838891206		1
Positive Regulation Of Lipid Metabolic Process (GO:0045834)	Positive Regulation Of Lipid Metabolic Process 	0.999152603671202		-1
Positive Regulation Of Lipid Storage (GO:0010884)	Positive Regulation Of Lipid Storage 	0.990158320659268		1
Positive Regulation Of Lipid Transport (GO:0032370)	Positive Regulation Of Lipid Transport 	0.970699474333173		-1
Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666)	Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway 	0.970699474333173		-1
Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006)	Positive Regulation Of Lipoprotein Lipase Activity 	0.956695985017526		-1
Positive Regulation Of Lipoprotein Particle Clearance (GO:0010986)	Positive Regulation Of Lipoprotein Particle Clearance 	0.949598338687289		-1
Positive Regulation Of Locomotion (GO:0040017)	Positive Regulation Of Locomotion 	0.966513549840496		-1
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273)	Positive Regulation Of Long-Term Synaptic Potentiation 	0.786528878463898		-1
Positive Regulation Of Lyase Activity (GO:0051349)	Positive Regulation Of Lyase Activity 	0.966513549840496		-1
Positive Regulation Of Lymphocyte Activation (GO:0051251)	Positive Regulation Of Lymphocyte Activation 	0.970699474333173		-1
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230)	Positive Regulation Of Lymphocyte Apoptotic Process 	0.970699474333173		-1
Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131)	Positive Regulation Of Lymphocyte Chemotaxis 	0.966513549840496		-1
Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	Positive Regulation Of Lymphocyte Differentiation 	0.98739614480673		-1
Positive Regulation Of Lymphocyte Migration (GO:2000403)	Positive Regulation Of Lymphocyte Migration 	0.970699474333173		-1
Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	Positive Regulation Of Lymphocyte Proliferation 	0.970699474333173		-1
Positive Regulation Of mRNA 3'-End Processing (GO:0031442)	Positive Regulation Of mRNA 3'-End Processing 	0.957022838891206		-1
Positive Regulation Of mRNA Binding (GO:1902416)	Positive Regulation Of mRNA Binding 	0.970699474333173		1
Positive Regulation Of mRNA Catabolic Process (GO:0061014)	Positive Regulation Of mRNA Catabolic Process 	0.970699474333173		-1
Positive Regulation Of mRNA Metabolic Process (GO:1903313)	Positive Regulation Of mRNA Metabolic Process 	0.966513549840496		1
Positive Regulation Of mRNA Processing (GO:0050685)	Positive Regulation Of mRNA Processing 	0.970699474333173		1
Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)	Positive Regulation Of mRNA Splicing, Via Spliceosome 	0.970699474333173		1
Positive Regulation Of Macroautophagy (GO:0016239)	Positive Regulation Of Macroautophagy 	0.988094627253485		1
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	Positive Regulation Of Macromolecule Biosynthetic Process 	0.970699474333173		-1
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	Positive Regulation Of Macromolecule Metabolic Process 	0.955391378246997		-1
Positive Regulation Of Macrophage Activation (GO:0043032)	Positive Regulation Of Macrophage Activation 	0.970699474333173		-1
Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	Positive Regulation Of Macrophage Chemotaxis 	0.970699474333173		-1
Positive Regulation Of Macrophage Cytokine Production (GO:0060907)	Positive Regulation Of Macrophage Cytokine Production 	0.970699474333173		1
Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)	Positive Regulation Of Macrophage Derived Foam Cell Differentiation 	0.970699474333173		-1
Positive Regulation Of Macrophage Differentiation (GO:0045651)	Positive Regulation Of Macrophage Differentiation 	0.957022838891206		-1
Positive Regulation Of Macrophage Migration (GO:1905523)	Positive Regulation Of Macrophage Migration 	0.966513549840496		-1
Positive Regulation Of Male Gonad Development (GO:2000020)	Positive Regulation Of Male Gonad Development 	0.918925279484014		-1
Positive Regulation Of Mast Cell Activation (GO:0033005)	Positive Regulation Of Mast Cell Activation 	0.970699474333173		-1
Positive Regulation Of Mast Cell Degranulation (GO:0043306)	Positive Regulation Of Mast Cell Degranulation 	0.970699474333173		1
Positive Regulation Of Megakaryocyte Differentiation (GO:0045654)	Positive Regulation Of Megakaryocyte Differentiation 	0.915987105849		1
Positive Regulation Of Meiotic Nuclear Division (GO:0045836)	Positive Regulation Of Meiotic Nuclear Division 	0.970699474333173		1
Positive Regulation Of Melanin Biosynthetic Process (GO:0048023)	Positive Regulation Of Melanin Biosynthetic Process 	0.971919059042776		1
Positive Regulation Of Membrane Depolarization (GO:1904181)	Positive Regulation Of Membrane Depolarization 	0.970699474333173		-1
Positive Regulation Of Membrane Invagination (GO:1905155)	Positive Regulation Of Membrane Invagination 	0.966513549840496		-1
Positive Regulation Of Membrane Potential (GO:0045838)	Positive Regulation Of Membrane Potential 	0.966513549840496		-1
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)	Positive Regulation Of Membrane Protein Ectodomain Proteolysis 	0.949598338687289		-1
Positive Regulation Of Memory T Cell Differentiation (GO:0043382)	Positive Regulation Of Memory T Cell Differentiation 	0.966513549840496		1
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	Positive Regulation Of Mesenchymal Cell Proliferation 	0.957022838891206		-1
Positive Regulation Of Metabolic Process (GO:0009893)	Positive Regulation Of Metabolic Process 	0.431182086341607		-1
Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902101)	Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle 	0.966513549840496		1
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	Positive Regulation Of miRNA Metabolic Process 	0.986592984509827		-1
Positive Regulation Of miRNA Transcription (GO:1902895)	Positive Regulation Of miRNA Transcription 	0.966513549840496		-1
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637)	Positive Regulation Of miRNA-mediated Gene Silencing 	0.970699474333173		1
Positive Regulation Of Microglial Cell Activation (GO:1903980)	Positive Regulation Of Microglial Cell Activation 	0.971919059042776		-1
Positive Regulation Of Microglial Cell Migration (GO:1904141)	Positive Regulation Of Microglial Cell Migration 	0.949598338687289		-1
Positive Regulation Of Microtubule Nucleation (GO:0090063)	Positive Regulation Of Microtubule Nucleation 	0.970699474333173		1
Positive Regulation Of Microtubule Polymerization (GO:0031116)	Positive Regulation Of Microtubule Polymerization 	0.996431571463484		1
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112)	Positive Regulation Of Microtubule Polymerization Or Depolymerization 	0.970699474333173		-1
Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561)	Positive Regulation Of Mitochondrial Calcium Ion Concentration 	0.970699474333173		-1
Positive Regulation Of Mitochondrial Fission (GO:0090141)	Positive Regulation Of Mitochondrial Fission 	0.956695985017526		-1
Positive Regulation Of Mitochondrial Membrane Permeability (GO:0035794)	Positive Regulation Of Mitochondrial Membrane Permeability 	0.970699474333173		-1
Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process (GO:1902110)	Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process 	0.970699474333173		1
Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918)	Positive Regulation Of Mitochondrial Membrane Potential 	0.987178047113912		-1
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030)	Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway 	0.970699474333173		-1
Positive Regulation Of Mitochondrial Translation (GO:0070131)	Positive Regulation Of Mitochondrial Translation 	0.00821947422828424		1
Positive Regulation Of Mitochondrion Organization (GO:0010822)	Positive Regulation Of Mitochondrion Organization 	0.915987105849		-1
Positive Regulation Of Mitophagy (GO:1901526)	Positive Regulation Of Mitophagy 	0.970699474333173		-1
Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779)	Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization 	0.966513549840496		1
Positive Regulation Of Mitotic Cell Cycle (GO:0045931)	Positive Regulation Of Mitotic Cell Cycle 	0.966513549840496		-1
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	Positive Regulation Of Mitotic Cell Cycle Phase Transition 	0.971919059042776		1
Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint 	0.972999660461697		1
Positive Regulation Of Mitotic Cytokinesis (GO:1903490)	Positive Regulation Of Mitotic Cytokinesis 	0.970699474333173		1
Positive Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045842)	Positive Regulation Of Mitotic Metaphase/Anaphase Transition 	0.966513549840496		1
Positive Regulation Of Mitotic Nuclear Division (GO:0045840)	Positive Regulation Of Mitotic Nuclear Division 	0.970699474333173		-1
Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970)	Positive Regulation Of Mitotic Sister Chromatid Separation 	0.966513549840496		1
Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767)	Positive Regulation Of Monoatomic Ion Transmembrane Transport 	0.949598338687289		-1
Positive Regulation Of Monoatomic Ion Transport (GO:0043270)	Positive Regulation Of Monoatomic Ion Transport 	0.89224927863043		-1
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)	Positive Regulation Of Monocyte Chemotactic Protein-1 Production 	0.957022838891206		-1
Positive Regulation Of Monocyte Chemotaxis (GO:0090026)	Positive Regulation Of Monocyte Chemotaxis 	0.970699474333173		-1
Positive Regulation Of Monocyte Differentiation (GO:0045657)	Positive Regulation Of Monocyte Differentiation 	0.970699474333173		-1
Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	Positive Regulation Of Mononuclear Cell Migration 	0.966513549840496		-1
Positive Regulation Of Monooxygenase Activity (GO:0032770)	Positive Regulation Of Monooxygenase Activity 	0.977160559926109		-1
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	Positive Regulation Of Morphogenesis Of An Epithelium 	0.966513549840496		1
Positive Regulation Of Multicellular Organism Growth (GO:0040018)	Positive Regulation Of Multicellular Organism Growth 	0.970699474333173		1
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	Positive Regulation Of Multicellular Organismal Process 	0.903943785168395		-1
Positive Regulation Of Muscle Cell Differentiation (GO:0051149)	Positive Regulation Of Muscle Cell Differentiation 	0.925973040879364		-1
Positive Regulation Of Muscle Contraction (GO:0045933)	Positive Regulation Of Muscle Contraction 	0.964068942607842		-1
Positive Regulation Of Muscle Hypertrophy (GO:0014742)	Positive Regulation Of Muscle Hypertrophy 	0.970699474333173		-1
Positive Regulation Of Myelination (GO:0031643)	Positive Regulation Of Myelination 	0.970699474333173		1
Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	Positive Regulation Of Myeloid Cell Apoptotic Process 	0.966513549840496		-1
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639)	Positive Regulation Of Myeloid Cell Differentiation 	0.957022838891206		1
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response 	0.966513549840496		1
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	Positive Regulation Of Myeloid Leukocyte Differentiation 	0.971919059042776		-1
Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)	Positive Regulation Of Myeloid Leukocyte Mediated Immunity 	0.96999619607705		-1
Positive Regulation Of Myoblast Differentiation (GO:0045663)	Positive Regulation Of Myoblast Differentiation 	0.966513549840496		-1
Positive Regulation Of Myoblast Fusion (GO:1901741)	Positive Regulation Of Myoblast Fusion 	0.966513549840496		-1
Positive Regulation Of Myotube Differentiation (GO:0010831)	Positive Regulation Of Myotube Differentiation 	0.966513549840496		-1
Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	Positive Regulation Of Natural Killer Cell Activation 	0.956695985017526		1
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729)	Positive Regulation Of Natural Killer Cell Cytokine Production 	0.966513549840496		-1
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity 	0.957022838891206		-1
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002860)	Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target 	0.966513549840496		-1
Positive Regulation Of Natural Killer Cell Mediated Immune Response To Tumor Cell (GO:0002857)	Positive Regulation Of Natural Killer Cell Mediated Immune Response To Tumor Cell 	0.966513549840496		-1
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)	Positive Regulation Of Natural Killer Cell Mediated Immunity 	0.949598338687289		-1
Positive Regulation Of Natural Killer Cell Proliferation (GO:0032819)	Positive Regulation Of Natural Killer Cell Proliferation 	0.966513549840496		1
Positive Regulation Of Necroptotic Process (GO:0060545)	Positive Regulation Of Necroptotic Process 	0.966513549840496		-1
Positive Regulation Of Necrotic Cell Death (GO:0010940)	Positive Regulation Of Necrotic Cell Death 	0.966513549840496		-1
Positive Regulation Of Nervous System Development (GO:0051962)	Positive Regulation Of Nervous System Development 	0.970699474333173		-1
Positive Regulation Of Nervous System Process (GO:0031646)	Positive Regulation Of Nervous System Process 	0.970699474333173		1
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179)	Positive Regulation Of Neural Precursor Cell Proliferation 	0.98739614480673		1
Positive Regulation Of Neuroblast Proliferation (GO:0002052)	Positive Regulation Of Neuroblast Proliferation 	0.970699474333173		-1
Positive Regulation Of Neurogenesis (GO:0050769)	Positive Regulation Of Neurogenesis 	0.970699474333173		-1
Positive Regulation Of Neuroinflammatory Response (GO:0150078)	Positive Regulation Of Neuroinflammatory Response 	0.966513549840496		-1
Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	Positive Regulation Of Neuron Apoptotic Process 	0.970699474333173		1
Positive Regulation Of Neuron Death (GO:1901216)	Positive Regulation Of Neuron Death 	0.970699474333173		-1
Positive Regulation Of Neuron Differentiation (GO:0045666)	Positive Regulation Of Neuron Differentiation 	0.957022838891206		1
Positive Regulation Of Neuron Migration (GO:2001224)	Positive Regulation Of Neuron Migration 	0.970699474333173		1
Positive Regulation Of Neuron Projection Arborization (GO:0150012)	Positive Regulation Of Neuron Projection Arborization 	0.786528878463898		1
Positive Regulation Of Neuron Projection Development (GO:0010976)	Positive Regulation Of Neuron Projection Development 	0.501309331172721		-1
Positive Regulation Of Neurotransmitter Secretion (GO:0001956)	Positive Regulation Of Neurotransmitter Secretion 	0.949598338687289		-1
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	Positive Regulation Of Neutrophil Chemotaxis 	0.966513549840496		-1
Positive Regulation Of Neutrophil Migration (GO:1902624)	Positive Regulation Of Neutrophil Migration 	0.966513549840496		-1
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	Positive Regulation Of Nitric Oxide Biosynthetic Process 	0.949598338687289		-1
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	Positive Regulation Of Nitric Oxide Metabolic Process 	0.949598338687289		-1
Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)	Positive Regulation Of Nitric-Oxide Synthase Activity 	0.966988779714274		-1
Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770)	Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process 	0.966513549840496		-1
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	Positive Regulation Of Nitrogen Compound Metabolic Process 	0.949598338687289		-1
Positive Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000052)	Positive Regulation Of Non-Canonical Wnt Signaling Pathway 	0.970699474333173		1
Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571)	Positive Regulation Of Nuclear Cell Cycle DNA Replication 	0.970699474333173		-1
Positive Regulation Of Nuclear Division (GO:0051785)	Positive Regulation Of Nuclear Division 	0.966513549840496		-1
Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)	Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay 	0.957022838891206		-1
Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213)	Positive Regulation Of Nuclear-Transcribed mRNA poly	0.957022838891206		-1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	Positive Regulation Of Nucleic Acid-Templated Transcription 	0.971919059042776		1
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	Positive Regulation Of Nucleocytoplasmic Transport 	0.966513549840496		1
Positive Regulation Of Oligodendrocyte Differentiation (GO:0048714)	Positive Regulation Of Oligodendrocyte Differentiation 	0.970699474333173		-1
Positive Regulation Of Opsonization (GO:1903028)	Positive Regulation Of Opsonization 	0.966513549840496		-1
Positive Regulation Of Organelle Assembly (GO:1902117)	Positive Regulation Of Organelle Assembly 	0.966513549840496		1
Positive Regulation Of Organelle Organization (GO:0010638)	Positive Regulation Of Organelle Organization 	0.98739614480673		-1
Positive Regulation Of Ossification (GO:0045778)	Positive Regulation Of Ossification 	0.949598338687289		1
Positive Regulation Of Osteoblast Differentiation (GO:0045669)	Positive Regulation Of Osteoblast Differentiation 	0.966513549840496		1
Positive Regulation Of Osteoblast Proliferation (GO:0033690)	Positive Regulation Of Osteoblast Proliferation 	0.949598338687289		1
Positive Regulation Of Osteoclast Differentiation (GO:0045672)	Positive Regulation Of Osteoclast Differentiation 	0.957022838891206		1
Positive Regulation Of Oxidoreductase Activity (GO:0051353)	Positive Regulation Of Oxidoreductase Activity 	0.970699474333173		-1
Positive Regulation Of p38MAPK Cascade (GO:1900745)	Positive Regulation Of p38MAPK Cascade 	0.949598338687289		1
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation 	0.970699474333173		1
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	Positive Regulation Of Pattern Recognition Receptor Signaling Pathway 	0.984642243576382		-1
Positive Regulation Of Peptidase Activity (GO:0010952)	Positive Regulation Of Peptidase Activity 	0.966513549840496		-1
Positive Regulation Of Peptide Hormone Secretion (GO:0090277)	Positive Regulation Of Peptide Hormone Secretion 	0.970699474333173		1
Positive Regulation Of Peptide Secretion (GO:0002793)	Positive Regulation Of Peptide Secretion 	0.971426209248019		1
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758)	Positive Regulation Of Peptidyl-Lysine Acetylation 	0.970699474333173		1
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	Positive Regulation Of Peptidyl-Serine Phosphorylation 	0.966513549840496		-1
Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141)	Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein 	0.192608417809218		-1
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	Positive Regulation Of Peptidyl-Threonine Phosphorylation 	0.433745115821558		-1
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation 	0.878660570710451		-1
Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360)	Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway 	0.966513549840496		1
Positive Regulation Of Phagocytosis (GO:0050766)	Positive Regulation Of Phagocytosis 	0.482548385869411		-1
Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	Positive Regulation Of Phagocytosis, Engulfment 	0.966513549840496		-1
Positive Regulation Of Phosphatase Activity (GO:0010922)	Positive Regulation Of Phosphatase Activity 	0.966988779714274		-1
Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	Positive Regulation Of Phosphate Metabolic Process 	0.966513549840496		-1
Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)	Positive Regulation Of Phosphatidylinositol 3-Kinase Activity 	0.803473728569784		-1
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling 	0.957022838891206		-1
Positive Regulation Of Phospholipase C Activity (GO:0010863)	Positive Regulation Of Phospholipase C Activity 	0.966513549840496		-1
Positive Regulation Of Phospholipase Activity (GO:0010518)	Positive Regulation Of Phospholipase Activity 	0.966513549840496		-1
Positive Regulation Of Phospholipid Biosynthetic Process (GO:0071073)	Positive Regulation Of Phospholipid Biosynthetic Process 	0.949598338687289		1
Positive Regulation Of Phospholipid Transport (GO:2001140)	Positive Regulation Of Phospholipid Transport 	0.966513549840496		-1
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516)	Positive Regulation Of Phosphoprotein Phosphatase Activity 	0.966513549840496		-1
Positive Regulation Of Phosphorylation (GO:0042327)	Positive Regulation Of Phosphorylation 	0.949598338687289		-1
Positive Regulation Of Pinocytosis (GO:0048549)	Positive Regulation Of Pinocytosis 	0.970699474333173		1
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly 	0.970699474333173		1
Positive Regulation Of Plasminogen Activation (GO:0010756)	Positive Regulation Of Plasminogen Activation 	0.966513549840496		1
Positive Regulation Of Platelet Activation (GO:0010572)	Positive Regulation Of Platelet Activation 	0.966988779714274		-1
Positive Regulation Of Platelet Aggregation (GO:1901731)	Positive Regulation Of Platelet Aggregation 	0.970699474333173		1
Positive Regulation Of Podosome Assembly (GO:0071803)	Positive Regulation Of Podosome Assembly 	0.970699474333173		-1
Positive Regulation Of Positive Chemotaxis (GO:0050927)	Positive Regulation Of Positive Chemotaxis 	0.949598338687289		-1
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370)	Positive Regulation Of Post-Transcriptional Gene Silencing By RNA 	0.966513549840496		1
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)	Positive Regulation Of Potassium Ion Transmembrane Transport 	0.949598338687289		-1
Positive Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901018)	Positive Regulation Of Potassium Ion Transmembrane Transporter Activity 	0.966513549840496		-1
Positive Regulation Of Potassium Ion Transport (GO:0043268)	Positive Regulation Of Potassium Ion Transport 	0.591956666948675		-1
Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)	Positive Regulation Of Production Of Molecular Mediator Of Immune Response 	0.891740449463668		-1
Positive Regulation Of Programmed Cell Death (GO:0043068)	Positive Regulation Of Programmed Cell Death 	0.82343991533956		-1
Positive Regulation Of Programmed Necrotic Cell Death (GO:0062100)	Positive Regulation Of Programmed Necrotic Cell Death 	0.966513549840496		-1
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)	Positive Regulation Of Proteasomal Protein Catabolic Process 	0.970699474333173		1
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process 	0.966513549840496		-1
Positive Regulation Of Protein K63-linked Ubiquitination (GO:1902523)	Positive Regulation Of Protein K63-linked Ubiquitination 	0.970699474333173		1
