,X52,Common.Name.or.Group,Species.Name,Laurasiatheria,Genome,Tip_Label..Red.is.included.in.CMU.enhancer.dataset..but.missing.alignment.,Assembly_Name,FaName,Secondary_Terrestrial_Vertebrate,Secondary_Frugivore,Secondary_Arthropoda,Secondary_Terrestrial_Invertebrate,Secondary_Vegetation..leaves..browse..bulbs..grass..etc..,Secondary_Granivore..seeds.,Secondary_Veg_Exudants,Secondary_eggs,Secondary_fungi,Secondary_lichen,Secondary_Mollusks,Secondary_fish,Secondary_Marine_Mammals,Meyer.Lab.Classification,True_carn_v_all,Vert_v_herb,CarnFish_Herbs,Ins_v_herbs,MarineAquatic,MarineAquaticBinary,MarineSemiaquaticBinary,PON1Fx,X..Protein..Spring.,X..Protein..Fall.,X..Protein..Winter.,X..Protein..Summer.,X..Lipids..Summer.,X..Lipids..Fall.,X..Lipids..Spring.,X..Lipids..Winter.,X..Carbohydrate..Fall.,X..Carbohydrate..Summer.,X..Carbohydrate..Spring.,X..Carbohydrate..Winter.,Carbohydrate...mean.,Carb..SE.,Lipid.,Lipid..SE.,Protein.,Protein..SE.,Brain.mass..in.kg.,Body.mass..in.kg.,Another.set.of.eyes.,Level.of.Description..Order..Genus..Species.,NowakNotes,NutritionalGeometryNotes,NutritionalGeometryRef,Did.you.find.any.data.articles.for.this.species.,Initials.for.who.inputed.data,GeneralNotes,Domestication,DomesticationNumeric,DomesticationBinary,Echolocation
106,1339,Lesser Egyptian jerboa,Jaculus jaculus,0,jacJac1,Jaculus_jaculus,jacJac1,vs_jacJac1,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Diet consists includes roots, sprouts, seeds, grains, and vegetables",,,,,NA,captive,2,0,0
107,953,Dwarf Sperm Whales,Kogia breviceps,1,,Kogia_breviceps,HLkogBre1,vs_HLkogBre1,0,0,1,0,0,0,0,0,0,0,1,1,0,Carnivore,0,1,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet includes mostly cephalopods, but also a variety of fish and some crustaceans. Analysis of the diet by Ross (1984) showed that 93 percent of the cephalopods consumed by immature K. simus as well as by calves and accompanying females, consisted of species that dwell over the continental shelf. Included in Carn and fish because NOAA lists fish as part of diet with cephalopods. https://www.fisheries.noaa.gov/species/dwarf-sperm-whale",,,,,NA,wild,0,0,1
108,450,Hairy-taled Bats,Lasiurus borealis,1,,Lasiurus_borealis,HLlasBor1,vs_HLlasBor1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Most insects are captured in flight, but L. borealis will alight on vegetation to pic off insects. ",,,,,NA,wild,0,0,1
109,513,Ring-tailed Lemur,Lemur catta,0,,Lemur_catta,HLlemCat1,vs_HLlemCat1,0,1,1,0,1,0,0,0,0,0,0,0,0,Insectivore/Herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet includes mostly fruits, some leaves and other plant parts, and only rarely insects",,,,,NA,captive,2,0,0
110,874,Weddell seal,Leptonychotes weddellii,1,lepWed1,Leptonychotes_weddellii,lepWed1,vs_lepWed1,0,0,1,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,0.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists of mostly of fish, both sluggish bottom dwellers and active midwater species. Cepahlopods and crustaceans also are eaten. ",,,,,NA,wild,0,0,0
111,1733,Hare,Lepus americanus,0,,Lepus_americanus,HLlepAme1,vs_HLlepAme1,1,0,0,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The feed mainly on grasses and herbaceous matter when they are available. At other times, they take buds, twigs, and bark. In isolated cases hares are reported to have captured and eaten voles and young lagomorphs. L. articus is reportedly fond of meat. ",,,,,NA,NA,NA,NA,0
112,902,Chinese River Dolphin,Lipotes vexillifer,1,lipVex1,Lipotes_vexillifer,lipVex1,vs_lipVex1,0,0,0,0,0,0,0,0,0,0,0,1,0,Piscivore,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists of fish, and the stomach of the type specimen contained 1.9 liters of an eel-like catfish. ",,,,,NA,NA,NA,NA,1
113,998,Elephant,Loxodonta africana,0,loxAfr3,Loxodonta_africana,HLloxAfr4,vs_HLloxAfr4,0,1,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,8.5,2.9,1.6,10.2,5.2,4.783,3500,0,Species,"Grass, tree foliage, bark, twigs, herbs, shrubs, roots, and fruit","Total diet formulations were run for summer and winter months todetermine dietary nutrient highs or lows and to compare nutrientsbetween the two seasons assumed to have the highest and lowestnutrient concentrations respectively (Tables 10,11).",Jordan Wood et al. Research Article Zoo Biology Wiley 2019 ,YES - FD ONLY ,ARG,NA,wild,0,0,0
114,676,African Hunting Dog ,Lycaon pictus,1,lycPic1,Lycaon_pictus,HLlycPic3,vs_HLlycPic3,1,0,0,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species ,"Groups of Lycaon generally cooperate in hunting large mammals, but individuals sometimes pursue hares, rodents, or other small animals. ",,,,,NA,wild,0,0,0
115,580,Crab-eating macaque,Macaca fascicularis,0,macFas5,Macaca_fascicularis,HLmacFas6,vs_HLmacFas6,1,1,1,1,1,1,0,1,0,0,1,1,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"largely vegetarian, feeding on wild and cultivated fruits, berries, grains, leaves, buds, seeds, flowers, and bark. All species, however, eat insects and other small invertebrates when they are available and occasionally take eggs and small vertebrates, also eats crabs, crustaceans, shellfish",,,,,NA,captive,2,0,0
116,580,Rhesus Macaca,Macaca mulatta,0,rheMac3,Macaca_mulatta,rheMac10,vs_rheMac10,1,1,1,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"largely vegetarian, feeding on wild and cultivated fruits, berries, grains, leaves, buds, seeds, flowers, and bark. All species, however, eat insects and other small invertebrates when they are available and occasionally take eggs and small vertebrates",,,,,NA,wild,0,0,0
117,580,Southern Pig-tailed Macaca,Macaca nemestrina,0,macNem1,Macaca_nemestrina,macNem1,vs_macNem1,1,1,1,1,1,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"largely vegetarian, feeding on wild and cultivated fruits, berries, grains, leaves, buds, seeds, flowers, and bark. All species, however, eat insects and other small invertebrates when they are available and occasionally take eggs and small vertebrates",,,,,NA,captive,2,0,0
118,301,Long-tongued Fruit Bats,Macroglossus sobrinus,1,,Macroglossus_sobrinus,HLmacSob1,vs_HLmacSob1,0,1,0,0,0,0,1,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Macrogluss seems to prefer the pollen and nectar of a variety of plants, especially wild and cultivated bananas, coconuts, and mangroves; the juices of soft fruits are also taken",,,,,NA,wild,0,0,0
119,118,Wallaby,Macropus eugenii,0,macEug2,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,"grazers, grass",,,no ,ARG,NA,NA,NA,NA,0
120,591,Drill,Mandrillus leucophaeus,0,manLeu1,Mandrillus_leucophaeus,manLeu1,vs_manLeu1,1,1,0,1,1,1,0,0,1,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"Both M. sphinx and M. leucophaeus feed mainly on the ground, searching for fruits, nuts, other plant material, mushrooms, invertebrates, and occasionally small vertebrates. ",,,,,NA,NA,NA,NA,0
121,1239,Sunda pangolin,Manis javanica,1,manJav1,Manis_javanica,HLmanJav2,vs_HLmanJav2,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,Diet consists mainly of ants and termites,,,,,NA,wild,0,0,0
122,1239,Chinese pangolin,Manis pentadactyla,1,manPen1,Manis_pentadactyla,HLmanPen2,vs_HLmanPen2,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,Diet consists mainly of ants and termites,,,,,NA,NA,NA,NA,0
123,1251,Marmot,Marmota marmota,0,marMar1,Marmota_marmota,HLmarMar1,vs_HLmarMar1,0,1,1,0,1,1,0,0,0,0,0,0,0,Insectivore/herbivore,0,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,2,0,Genus,"The diet of Marmota consists largely of green vegetation, especially grasses and forbs, but also includes fruits, grains, legumes, and occasionally insects",,,,,NA,wild,0,0,0
124,326,Asian False Vampire Bats,Megaderma lyra,1,,Megaderma_lyra,HLmegLyr2,vs_HLmegLyr2,1,0,1,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"M. lyra is carnivorous, feeding on insects, spiders, and small vertebrates such as other bats, rodents, birds, frogs, and fish. ",,,,,NA,wild,0,0,1
125,NA,European badger,Meles meles,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3.5,33,2.2,43,2.5,NA,NA,NA,,,"Mean values (± standard error, SE) for the data we re-viewed (Table 1) were: 43 ± 2.5% protein‐energy, 33 ± 2.2% lipid‐energy, and 23 ± 3.5% carbohydrate‐energy (Fig. 2).",BALESTRIERI et al. Mammal Review 2019,YES,ARG,NA,NA,NA,NA,0
126,727,Honey Badger,Mellivora capensis,1,,Mellivora_capensis,HLmelCap1,vs_HLmelCap1,1,0,1,0,1,0,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet includes small mammals, the young of large mammals, birds, reptiles, arthropods, carrion, and vegetation",,Saroj Panthi et al. Science National 2015  ,,,NA,wild,0,0,0
127,1455,Jird,Meriones unguiculatus,0,merUng1,Meriones_unguiculatus,HLmerUng1,vs_HLmerUng1,0,1,1,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet of Meriones consists of green vegetation, roots, bulbs, seeds, cereals, fruits, and insects. M. libycus stores as much as 10 kg of seeds in the northern part of its range",,,,,NA,captive,2,0,0
128,1423,Golden hamster,Mesocricetus auratus,0,mesAur1,Mesocricetus_auratus,mesAur1,vs_mesAur1,1,1,0,0,1,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"eating many kinds of green vegetation, seeds, fruits, and meat",,,,,NA,captive,2,0,0
129,951,Beaked Whale,Mesoplodon bidens,1,,Mesoplodon_bidens,HLmesBid1,vs_HLmesBid1,0,0,0,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet includes squid, other cephalopods, and fish- NOWAK; From recent article from WHOI doi: 10.7755/FB.111.4.7: We describe the food hab- its of the Sowerby’s beaked whale (Mesoplodon bidens) from observa- tions of 10 individuals taken as bycatch in the pelagic drift gillnet fishery for Swordfish (Xiphias gla- dius) in the western North Atlan- tic and 1 stranded individual from Kennebunk, Maine. The stomachs of 8 bycaught whales were intact and contained prey. The diet of these 8 whales was dominated by meso- and benthopelagic fishes that composed 98.5% of the prey items found in their stomachs and cepha- lopods that accounted for only 1.5% of the number of prey. ",,,,,NA,wild,0,0,1
130,505,Mouse Lemur,Microcebus murinus,0,micMur3,Microcebus_murinus,micMur3,vs_micMur3,1,1,1,0,1,0,1,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,8,0,Genus,"The diet consists of insects, spiders, occasionally small frogs and lizards, a large amount of fruit, flowers, nectar, some gums and insect secretions and leaves.",,,,,NA,captive,2,0,0
131,358,Little Big-eared Bats,Micronycteris hirsuta,1,,Micronycteris_hirsuta,HLmicHir1,vs_HLmicHir1,0,1,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,0,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Micronycteris is primarily insectivorous but that variety of fruits are also consumed, their importance probably varying seasonally",,,,,NA,wild,0,0,1
132,1470,Prairie vole,Microtus ochrogaster,0,micOch1,Microtus_ochrogaster,micOch1,vs_micOch1,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"Strictly vegetarian and may consume grasses, leaves, twigs, bulbs, tubers, seeds, nuts, or other plant matter",,,,,NA,captive,2,0,0
133,461,Long-winged bats,Miniopterus natalensis,1,minNat1,Miniopterus_natalensis,HLminNat1,vs_HLminNat1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,They feed on small bettles and other insects. ,,,,,NA,wild,0,0,1
134,461,Long-winged bats,Miniopterus schreibersii,1,,Miniopterus_schreibersii,HLminSch1,vs_HLminSch1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,They feed on small bettles and other insects. ,,,,,NA,wild,0,0,1
135,877,Elephant Seal,Mirounga angustirostris,1,,Mirounga_angustirostris,HLmirAng2,vs_HLmirAng2,0,0,0,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,0.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists mostly of deepwater and bottom-dwelling organisms, particularly squid and elasmobranch and teleost fish. [Studies] also suggest that M. angustirostris feeds mostly in the deep scattering layer of the mesopelagic zone and preys on organisms that migrate vertically upward at night. ",,,,,NA,wild,0,0,0
136,507,Coquerel's Dwarf Lemur,Mirza coquereli,0,,Mirza_coquereli,HLmirCoq1,vs_HLmirCoq1,1,1,1,0,0,0,1,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"During the wet season it has a varied diet consisting of fruits, flowers, gums, insects, spiders, frogs, lizards, small birds, and eggs. In the dry season it feeds largely on a sweet liquid secreted into branches by the larvae of the homopteran insect family and also eats the insects themselves. ",,,,,NA,captive,2,0,0
137,25,Opossum,Monodelphis domestica,0,monDom5,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,2.6,0,,"small rodents, insects, carrion, seeds, and fruits",,,,,NA,NA,NA,NA,0
138,909,Narwal,Monodon monoceros,1,,Monodon_monoceros,HLmonMon2,vs_HLmonMon2,0,0,1,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists of fish, cephalopods, and crustaceans",,,,,NA,wild,0,0,1
139,346,Leaf-chinned Bats,Mormoops blainvillei,1,,Mormoops_blainvillei,HLmorBla1,vs_HLmorBla1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,It searches for insects over land and water,,,,,NA,wild,0,0,1
140,1089,Musk Deer,Moschus moschiferus,1,,Moschus_moschiferus,HLmosMos1,vs_HLmosMos1,0,0,0,0,1,0,0,0,0,1,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists of a variety of vegetation, such as grass, moss, and tender shoots. In winter, twigs, buds, and lichens are taken.",,,,,NA,captive,2,0,0
141,774,Banded mongoose,Mungos mungo,1,,Mungos_mungo,HLmunMug1,vs_HLmunMug1,1,0,1,1,0,0,0,1,0,0,0,0,0,Insectivore/Carnivore,0,1,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists largely of invertebrates, especially beetles and millipedes, and also small vertebrates. To break an egg and obtain the contents, M. mungo grasps the item with its forefeet....",,,,,NA,wild,0,0,0
142,463,Tube-nosed Insectivorous Bats,Murina feae,1,,Murina_feae,HLmurAurFea1,vs_HLmurAurFea1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus ,"Only diet info is the label ""Insectivorous"" in group name",,,,,NA,wild,0,0,1
143,1604,Ryukyu mouse,Mus caroli,0,musCar1,Mus_caroli,HLmusCar1,vs_HLmusCar1,1,1,1,0,1,1,0,0,0,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"vegetable matter, like seeds, fleshy roots, leaves, and stems, insects and some meat may be taken when available. Paste, glue, soap and other household materials, grain",,,,,NA,captive,2,0,0
144,1604,Common mouse,Mus musculus,0,mm10,Mus_musculus,mm39,vs_mm39,1,1,1,0,1,1,0,0,0,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000402,0.0404,0,Genus,"vegetable matter, like seeds, fleshy roots, leaves, and stems, insects and some meat may be taken when available. Paste, glue, soap and other household materials, grain",,,,,NA,wild,0,0,0
145,1604,Gairdner's shrewmouse,Mus pahari,0,musPah1,Mus_pahari,HLmusPah1,vs_HLmusPah1,1,1,1,0,1,1,0,0,0,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"vegetable matter, like seeds, fleshy roots, leaves, and stems, insects and some meat may be taken when available. Paste, glue, soap and other household materials, grain",,,,,NA,captive,2,0,0
146,1604,Algerian mouse,Mus spretus,0,,Mus_spretus,HLmusSpr1,vs_HLmusSpr1,1,1,1,0,1,1,0,0,0,0,0,0,0,Generalist,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"vegetable matter, like seeds, fleshy roots, leaves, and stems, insects and some meat may be taken when available. Paste, glue, soap and other household materials, grain",,,,,NA,captive,2,0,0
147,1628,Common dormouse,Muscardinus avellanarius,0,,Muscardinus_avellanarius,HLmusAve1,vs_HLmusAve1,1,1,1,0,0,1,0,1,0,0,0,0,0,Omnivore,0,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"the common dormouse appears to be associated with nut-bearing trees, and hazelnuts are known to be an important part of its diet. Muscardinus is able to gnaw a hole in fresh nuts, thereby getting the seed out in little pieces. Its diet also includes other seeds, buds, berries, insects, and possibly birds eggs and nestlings. ",,,,,NA,wild,0,0,0
148,705,Ferret,Mustela putorius,1,musFur1,Mustela_putorius,HLmusFur2,vs_HLmusFur2,1,0,0,0,0,0,0,0,0,0,0,0,0,Carnivore,1,1,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"small mammals, birds, frogs, fish, and invertebrates, domesticated European polecat",,,,,NA,domestic,1,1,0
149,1712,Nutria,Myocastor coypus,0,,Myocastor_coypus,HLmyoCoy1,vs_HLmyoCoy1,0,0,0,0,1,0,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,Roots are the most important food. Much time is spent swimming and browsing on aquatic plants. The diet is strictly vegetarian. ,,,,,NA,wild,0,0,0
150,418,Brandt's bat,Myotis brandtii,1,myoBra1,Myotis_brandtii,myoBra1,vs_myoBra1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
151,418,David's myotis bat,Myotis davidii,1,myoDav1,Myotis_davidii,myoDav1,vs_myoDav1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
152,418,Microbat,Myotis lucifugus,1,myoLuc2,Myotis_lucifugus,HLmyoLuc1,vs_HLmyoLuc1,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
153,418,Greater mouse-eared bat,Myotis myotis,1,,Myotis_myotis,HLmyoMyo6,vs_HLmyoMyo6,0,0,1,0,0,0,0,0,0,0,0,0,0,Insectivore ,0,N/A,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Genus,"The diet of Myotis usually consists predominantly of insects. My. daubentoni feeds on Lepidoptera, Diptera, and Hemiptera. There is some evidence that it also captures small fish at the water's surface. M. vivesi definitely catches fish and small aquatic crustaceans. Several other species, including M. hasseltii and M. macrotarsa may also catch fish. Recently, Robson showed that fish are eaten by M. adversa. ",,,,,NA,wild,0,0,1
154,1427,Mediterranean Blind Mole-rats,Nannospalax galili,0,nanGal1,Nannospalax_galili,nanGal1,vs_nanGal1,0,0,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Genus,"The diet consists of roots, tubers, acorns, plant stems, and other vegetation that can be obtained at or below ground level. ",,,,,NA,wild,0,0,0
155,595,Proboscis Monkey,Nasalis larvatus,0,nasLar1,Nasalis_larvatus,nasLar1,vs_nasLar1,0,1,0,0,1,1,0,0,0,0,0,0,0,Herbivore,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"Kern found that 95 percent of the diet consisted of leaves, pedada leaves being favored. Fruits and flowers were also eaten... seed-eating was a specialization",,,,,NA,captive,2,0,0
156,869,Hawaiian Monk Seal,Neomonachus schauinslandi,1,neoSch1,Neomonachus_schauinslandi,neoSch1,vs_neoSch1,0,0,1,0,0,0,0,0,0,0,1,1,0,Piscivore,0,1,1,NA,0.5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Species,"The diet consists primarily of reef- or floor-dwelling species of eels, other fish, cephalopods, and crustaceans",,,,,NA,wild,0,0,0
