,X_Omnivore...Carnivore.Rho,X_Omnivore...Carnivore.P,X_Omnivore...Carnivore.p.adj,X_Omnivore...Herbivore.Rho,X_Omnivore...Herbivore.P,X_Omnivore...Herbivore.p.adj,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj,X_Omnivore...Insectivore.Rho,X_Omnivore...Insectivore.P,X_Omnivore...Insectivore.p.adj,Carnivore...Insectivore.Rho,Carnivore...Insectivore.P,Carnivore...Insectivore.p.adj,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj
PIN4,-0.135366924609082,1,1,1.27624110844899,1,1,1.2753900561911,1,1,0.127258187940442,1,1,0.248178270356408,1,1,-1.06743106193952,1,1
PINK1,0.372890668269791,1,1,0.11751241372436,1,1,-0.319995045490462,1,1,1.2755337272235,1,1,0.868900570592467,1,1,1.32227801565252,1,1
PINLYP,0.212625968909817,1,1,-2.25115178096697,0.146255554372379,1,-2.07028983337069,0.230551266427322,1,1.031545559077,1,1,0.736045353637414,1,1,2.89434884487604,0.0227967474771494,0.859003594264469
PINX1,1.87542802827917,0.364403173275591,1,0.379146301225062,1,1,-1.76615499334735,0.46421909641229,1,2.85895967585444,0.0255019685812909,0.502410087792233,0.969821181998112,1,1,2.83763865626935,0.0272691611806399,0.917518352550769
PIP,-1.33194102162134,1,1,0.671841651670779,1,1,1.9482204629007,0.308331536070516,1,2.35850551485365,0.110092122904469,1,3.14488082511994,0.00996927000925957,0.535718539970194,2.06375391425143,0.234246327973721,1
PIP4K2A,0.81329314405685,1,1,0.983201433828119,1,1,-0.214053050243879,1,1,-0.927688918044344,1,1,-1.44755464908277,0.88644985347133,1,-1.85438236943391,0.382106851936055,1
PIP4K2B,-1.3680209276424,1,1,0.480228672579314,1,1,2.07688372345682,0.226873754170238,1,0.276175400710822,1,1,1.58762797295024,0.674222933564325,1,-0.132079513644055,1,1
PIP4K2C,-0.407728702432991,1,1,0.757362581393878,1,1,1.10506382546992,1,1,1.68637363356189,0.55034313942324,1,1.89490407298994,0.348630668921219,1,1.29264946599297,1,1
PIP4P1,-1.05523458249298,1,1,-0.435135952862297,1,1,0.858319301482489,1,1,-0.843907593465983,1,1,0.315605341717394,1,1,-0.595796421377703,1,1
PIP4P2,1.24277375730623,1,1,-1.53651840716416,0.746467720755632,1,-2.60716213745627,0.0547776712349605,0.831587908969428,-2.09653979040683,0.216206004104065,1,-2.97649615741351,0.0174937641616206,0.693195087389271,-1.06350930574714,1,1
PIP5K1A,-0.234688282921218,1,1,0.356508329817865,1,1,0.591661302663397,1,1,1.51616924569313,0.776859374594123,1,1.62901099138686,0.619864152940136,1,1.44271673637083,0.894601695868299,1
PIP5K1B,-0.801586013839779,1,1,-1.10508251743624,1,1,-0.0442514511480661,1,1,-1.43666367647,0.904881484738622,1,-0.608157957291785,1,1,-0.692166023123366,1,1
PIP5K1C,0.287851209335637,1,1,0.0358157915725809,1,1,-0.289258805899148,1,1,0.603106048647363,1,1,0.304144198631343,1,1,0.630484663748657,1,1
PIP5KL1,2.73935591574096,0.0369358146725762,0.567217635283007,1.44500538881094,0.890738231987381,1,-1.84795809339684,0.387650432606482,1,0.659024860585073,1,1,-1.59232829226372,0.66786575448763,1,-0.315349282472439,1,1
PIR,-1.29722431614094,1,1,-0.0523609255131786,1,1,1.42728936058777,0.9209790363254,1,1.2505318441097,1,1,2.30155191698197,0.128162726314334,1,1.42855329804951,0.918795992086813,1
PIRT,0.394288372953843,1,1,-0.316978516804958,1,1,-0.707228025146917,1,1,-1.99421401022371,0.27677203025646,1,-2.15554068109968,0.186717292572062,1,-1.94264285088944,0.312355954014476,1
PITHD1,0.326067885987243,1,1,-0.722371631384531,1,1,-0.935683070215662,1,1,-0.547722557505166,1,1,-0.784325455482827,1,1,0.0721968297140316,1,1
PITPNA,0.771519833150698,1,1,0.726984277519752,1,1,-0.436742635325879,1,1,0.0531720860947392,1,1,-0.703311730253956,1,1,-0.551366990993801,1,1
PITPNB,1.23607002983729,1,1,1.56840461875383,0.700720403369359,1,-0.0434690335384763,1,1,2.28945386079943,0.132317974630567,1,0.832331158068431,1,1,1.16617863079057,1,1
PITPNC1,-0.22186138108417,1,1,0.987413046336452,1,1,1.11016199788615,1,1,-0.473767990689075,1,1,-0.218202292241656,1,1,-1.47179570227872,0.846456327175433,1
PITPNM1,-0.597610733964212,1,1,1.84678494174319,0.388669890838685,1,2.21403740141347,0.160957237068212,1,-0.0653685532294283,1,1,0.449239137941074,1,1,-1.49919000852484,0.802946077951158,1
PITPNM2,-0.245591921345264,1,1,-2.16198630985906,0.183715388651903,1,-1.50626643736743,0.791992741972478,1,-1.09849580619872,1,1,-0.802691766743556,1,1,0.346845762047104,1,1
PITPNM3,-3.30888442972824,0.00562010960164575,0.20148128888086,-0.264115242689465,1,1,3.50248553072124,0.00276563290927357,0.152902349590017,-0.432905891033709,1,1,2.42211405929969,0.0925830390810258,1,-0.278926273905926,1,1
PITRM1,-2.20463453399785,0.164878502406996,1,-1.49864568668913,0.803793442885225,1,1.17704105352311,1,1,0.74250425165445,1,1,2.44422401460489,0.0870984590460689,1,1.8630293627959,0.37474881123488,1
PITX1,0.569876733874709,1,1,0.17664858341754,1,1,-0.51033125998265,1,1,0.270125711720439,1,1,-0.245241416319071,1,1,0.162043374802147,1,1
PITX2,0.00678297439630419,1,1,1.11537498327479,1,1,0.869870850435279,1,1,2.02197757058948,0.259072014401664,1,1.69080551876955,0.545243716904721,1,1.20221026752392,1,1
PITX3,-0.203352784331679,1,1,-0.282806917972329,1,1,0.033026586162638,1,1,0.866730303381668,1,1,0.837745469205603,1,1,1.21654238785971,1,1
PIWIL1,-0.898510361200729,1,1,0.789513545311716,1,1,1.73443137029926,0.497049438057412,1,-2.01579098087269,0.262931022430232,1,-1.16529914238872,1,1,-2.82238316718223,0.0286009121297165,0.941852377633377
PIWIL2,0.816986374767067,1,1,-0.196812531750522,1,1,-1.08006144991996,1,1,-1.9288482426104,0.322498228670497,1,-2.45257047293609,0.085103755622479,1,-1.94691148156308,0.309272087393101,1
PIWIL3,0.776805432077342,1,1,0.266227249416401,1,1,-0.625546991311785,1,1,0.101848817031307,1,1,-0.363569515076473,1,1,-0.0277639324345324,1,1
PIWIL4,-1.07222475035844,1,1,0.282967788023134,1,1,1.44863420324268,0.884638584701852,1,1.50199477970071,0.798590742131259,1,2.25519969954024,0.144724780726962,1,1.43499545994483,0.907730348036815,1
PJA1,-0.0509333247372936,1,1,1.31869762505144,1,1,1.21222927100911,1,1,0.433398586243557,1,1,0.447758076990154,1,1,-0.506998322266016,1,1
PJA2,2.12116571504491,0.203447156167061,1,-0.557020413173745,1,1,-2.81991146839032,0.0288221403316915,0.611952806954948,2.36230989473065,0.108968720873212,1,0.385196899500944,1,1,2.98841832559657,0.0168255263647465,0.747931107735775
PJVK,-1.49798798533105,0.804818232312531,1,-1.01559326626544,1,1,0.786847283507213,1,1,-1.4694755307656,0.850223123768213,1,-0.0944390631719968,1,1,-0.81573836866368,1,1
PKD1,-1.22767918090757,1,1,-1.40226723946285,0.965012756331266,1,0.202167682645508,1,1,1.04131196228367,1,1,1.93022695648591,0.321472337418866,1,2.10681927270593,0.210799489507531,1
PKD1L1,-3.90546347028572,0.00056426978907632,0.0618810018980009,-3.08917874761752,0.0120426384828598,0.748068280247992,1.54438734946575,0.734967137167092,1,-2.11130938463169,0.208474367599604,1,1.40151675461575,0.966357605325818,1,0.241201503838299,1,1
PKD1L2,-0.00503387826165178,1,1,1.58952147661738,0.671656255653208,1,1.30914742204536,1,1,0.132638754759634,1,1,0.127061258104379,1,1,-0.797887253618927,1,1
PKD1L3,-2.28881956214565,0.132539030318643,1,1.63148236350041,0.616731469608469,1,3.39467117305101,0.00412266434108976,0.196793469745679,3.26854732462246,0.00648606587126225,0.257456538814199,4.44003276776194,5.39671089180158e-05,0.0293723926625848,2.42124995511786,0.092803427105034,1
PKD2,0.0133615757089446,1,1,-0.348247538729813,1,1,-0.313814626694779,1,1,1.62214433406151,0.628634684374866,1,1.48227196476045,0.829607668845215,1,2.07657226595734,0.227046329086375,1
PKD2L1,-1.03248884849657,1,1,0.977362773762781,1,1,2.0086751676015,0.267429563356944,1,1.2448429827472,1,1,1.95312152017618,0.30483118518033,1,0.687343046505805,1,1
PKD2L2,0.800398083959376,1,1,0.263734468401215,1,1,-0.679105814710287,1,1,-1.12368612871076,1,1,-1.74309025129799,0.487907107311028,1,-1.45997967187506,0.865773965135117,1
PKDCC,0.646513426068191,1,1,1.11201876258406,1,1,0.180004137051665,1,1,1.55412641417702,0.720925594140034,1,0.824477142277878,1,1,0.827808099848074,1,1
PKDREJ,-2.55931225339379,0.0629276938286014,0.758616921366951,-1.76012348707648,0.470321227680511,1,1.40026108475033,0.968610897836504,1,-0.903401048998422,1,1,1.3207195060658,1,1,0.328932257036287,1,1
PKHD1,1.07502183527857,1,1,1.89066692816851,0.352012919109549,1,0.369864501345835,1,1,4.01671913033705,0.000354083934911643,0.0662685878450681,2.80854363517778,0.0298596826265618,0.87429339715906,2.99557603119626,0.0164356201264631,0.744588588277667
PKHD1L1,1.02008114339598,1,1,0.425471764407252,1,1,-0.770818372517315,1,1,0.401462541126798,1,1,-0.451465686473367,1,1,0.130554134216668,1,1
PKIA,1.26645276120171,1,1,0.958369096965514,1,1,-0.64031476236977,1,1,1.03198528501071,1,1,-0.378307681137018,1,1,0.243524501619629,1,1
PKIB,-0.241352754435769,1,1,-0.634352516012782,1,1,-0.302831942711697,1,1,0.786384511641752,1,1,0.959262908792646,1,1,1.40424193640528,0.961480907456206,1
PKIG,-0.750946935191698,1,1,0.0733761410304081,1,1,0.894269725021369,1,1,1.6366055436258,0.610277499343262,1,2.07985535095045,0.225232814328704,1,1.81765092228498,0.4147050197946,1
PKLR,-1.93336071129926,0.319150665844272,1,-0.618166978544313,1,1,1.65250056294689,0.590595302813069,1,-0.172648796017482,1,1,1.4735459578681,0.843623286985108,1,0.289445258909722,1,1
PKM,0.930503309582237,1,1,0.499869069734226,1,1,-0.633668432244725,1,1,0.727074981441411,1,1,-0.187126845418552,1,1,0.399874005049821,1,1
PKMYT1,-1.08345840616155,1,1,-1.11975782959199,1,1,0.265931309347037,1,1,-2.70199680112444,0.0413546552996241,0.625731623478785,-1.55770710370066,0.715816174719071,1,-2.12822010804885,0.199913030392001,1
PKN1,-0.3627281433251,1,1,0.659654674470107,1,1,0.980286739007858,1,1,2.16665766136527,0.181565803073535,1,2.3170294201434,0.123012775170992,1,1.86772416958165,0.370803167523136,1
PKN2,0.752719683448016,1,1,-0.112435845049962,1,1,-0.914263722520171,1,1,1.89626032569121,0.34755377822045,1,0.99946295318903,1,1,2.16779656057656,0.181045011916134,1
PKN3,1.59312478905015,0.666793195836917,1,2.93488444993408,0.0200203151159481,0.872641931939173,0.648325690984824,1,1,2.30214090916296,0.127963362247959,1,0.774148720293754,1,1,0.350633371336437,1,1
PKNOX1,-0.319872981557639,1,1,-0.570695217085518,1,1,-0.149532717930365,1,1,1.44941172355944,0.883335819784158,1,1.67049481717651,0.568929024024659,1,2.17671302176482,0.177011916653544,1
PKNOX2,-0.0668717680580578,1,1,1.86973986736414,0.369119702320839,1,1.57794518132865,0.687469224351741,1,-0.384109597698882,1,1,-0.275586495876331,1,1,-1.96804039173516,0.294380342582367,1
PKP1,-3.81135779391707,0.000829233328844745,0.0725490000650438,-2.26391647934798,0.141475513129363,1,2.42374568612782,0.092168151778592,1,-3.21113261966125,0.00793277419521812,0.279332999507899,0.355812624203594,1,1,-1.81665656880446,0.415618294850803,1
PKP2,-0.00962573259098232,1,1,-0.859745550382766,1,1,-0.717565247942342,1,1,-0.12235754005487,1,1,-0.105177932701549,1,1,0.488990203045998,1,1
PKP3,-2.97774875927161,0.0174224341101306,0.375760073668959,-0.109180784685782,1,1,3.19944646976251,0.00826150526647432,0.307251684820022,-2.40791578409554,0.0962632889976912,0.95094311348838,0.127196337129039,1,1,-2.50947686136294,0.072546082038364,1
PKP4,0.832124830022139,1,1,1.25370340941313,1,1,0.168513456494327,1,1,0.915438526207267,1,1,0.138204372844532,1,1,0.0106644907252624,1,1
PLA1A,1.79883785748633,0.432265997519133,1,1.84250973562104,0.392403742662148,1,-0.539808556884116,1,1,0.926643743837286,1,1,-0.665646382385557,1,1,-0.31622693148225,1,1
PLA2G10,1.48372007936109,0.827299182482388,1,0.68373119818709,1,1,-1.08875661357966,1,1,1.06559947042937,1,1,-0.305457207076708,1,1,0.64236235714235,1,1
PLA2G12A,-0.752476850719354,1,1,-0.441328844097467,1,1,0.461913636260489,1,1,0.912986463287868,1,1,1.51855526643681,0.773246869964427,1,1.3986944233336,0.971427823476309,1
PLA2G12B,0.40137494103086,1,1,1.0862786573219,1,1,0.372702617397301,1,1,0.383818894448665,1,1,-0.00690895131542579,1,1,-0.371033896406777,1,1
PLA2G15,-0.844167537726784,1,1,-1.22929202476772,1,1,-0.0605537714592937,1,1,-0.210886966582826,1,1,0.559676871514096,1,1,0.763766987082036,1,1
PLA2G1B,-0.603340586771724,1,1,-1.54085071859986,0.740118733502525,1,-0.680392534091218,1,1,0.671209103211188,1,1,1.14511176285034,1,1,1.95749148568168,0.30173827108817,1
PLA2G2A,-3.18525695169112,0.00867753191026652,0.254019702010542,-1.32480227395975,1,1,2.44188311688312,0.0876652574347821,1,-2.41504265907361,0.0944002013528326,0.942353626254559,0.422027969071998,1,1,-1.66507526419319,0.575386445995964,1
PLA2G2C,-0.897480886674154,1,1,3.03321712467455,0.0145176863825558,0.799417689207484,3.66268961776359,0.0014974852730637,0.106672787470819,1.93268355428308,0.319651154063925,1,2.55268782531345,0.0641371540641039,1,-0.17094588112595,1,1
PLA2G2D,0.703750744873169,1,1,-1.22729249885843,1,1,-1.86389001773455,0.374022905009564,1,0.152987068675685,1,1,-0.443012740224036,1,1,1.09056592821408,1,1
PLA2G2E,-0.38600577848388,1,1,-0.57386478179534,1,1,-0.0656652954862987,1,1,0.705083304512458,1,1,0.987437840679488,1,1,1.23897331813635,1,1
PLA2G2F,0.0883718481453818,1,1,-0.136652966119185,1,1,-0.205830937440151,1,1,0.384081565209941,1,1,0.264940314345978,1,1,0.521791114934974,1,1
PLA2G3,1.99229015240026,0.278035389321635,1,1.52890379077705,0.757729778214386,1,-0.961220685868288,1,1,0.523205283580922,1,1,-1.17601148187999,1,1,-0.556713305429194,1,1
PLA2G4A,-0.741727608126815,1,1,-0.30252317897542,1,1,0.576401721648194,1,1,-0.52650839313375,1,1,0.143921088687137,1,1,-0.346221568829993,1,1
PLA2G4B,-1.27170289057129,1,1,0.83449179363608,1,1,2.12120798485279,0.203425821690969,1,0.737239720653317,1,1,1.71943872299987,0.513207098295375,1,0.19066477503368,1,1
PLA2G4C,NA,NA,NA,-0.336494426016749,1,1,NA,NA,NA,1.23456957030493,0.650972219549069,1,NA,NA,NA,1.41401519000953,0.472072327592975,1
PLA2G4D,-0.124607881970189,1,1,0.795106983050191,1,1,0.819637776754553,1,1,1.94954304592121,0.307383644412075,1,1.90783646323685,0.33847413810514,1,1.53984176972321,0.741593565335273,1
PLA2G4E,0.0442103331052178,1,1,0.374393181225753,1,1,0.25571407318541,1,1,1.54189625576156,0.738592835868387,1,1.35216796072746,1,1,1.40817040689279,0.954483700888138,1
PLA2G4F,1.67929102804486,0.558572032191903,1,2.94751502029765,0.0192203513745187,0.863183753041193,0.548996686215788,1,1,3.28438813318983,0.00613224377978229,0.250878097742126,1.60070520979619,0.656653360329856,1,1.42979747492564,0.916650924182824,1
PLA2G5,-1.74353503816535,0.487441196668066,1,-2.16759687469109,0.181136230546097,1,0.0402828060907625,1,1,-1.02224716312757,1,1,0.518591200475094,1,1,0.57480888289516,1,1
PLA2G6,-2.09746310867792,0.215715597576586,1,0.0358699128916603,1,1,2.36225312409455,0.108985410716939,1,-2.9242098606989,0.0207199105422911,0.453419080110019,-1.03879812002918,1,1,-3.18239242068531,0.00876382601998158,0.58340695580329
PLA2G7,1.17910795063251,1,1,-1.0915690202975,1,1,-2.28947877556176,0.132309298283476,1,-0.667320622125297,1,1,-1.60999348041435,0.644395677548396,1,0.0973221235180056,1,1
PLA2R1,4.20069913708968,0.000159655202138452,0.0281536410530162,1.75965822663608,0.470794635662137,1,-3.20065527812871,0.0082269280074181,0.307251684820022,1.73020454681595,0.50156241771228,1,-1.82570843875434,0.407365148277737,1,0.614648716167858,1,1
PLAA,-0.258653351350363,1,1,-1.36698896125197,1,1,-0.833500929592141,1,1,-1.11712230991765,1,1,-0.788793896239128,1,1,-0.193950276989327,1,1
PLAAT1,0.66062400699554,1,1,0.963327907415562,1,1,0.0668517378611649,1,1,1.02815233715933,1,1,0.347892805229186,1,1,0.360849452189868,1,1
PLAAT2,-1.07514037644083,1,1,-0.974066186510519,1,1,0.364584435624436,1,1,-1.11096382991852,1,1,-0.216847882473929,1,1,-0.53665976293698,1,1
PLAAT3,-0.606967063210427,1,1,0.156113790898138,1,1,0.830114022292228,1,1,-1.19023402342871,1,1,-0.635641646702548,1,1,-1.41790376684529,0.937313175015252,1
PLAAT4,1.02334526847526,1,1,-0.873882845752655,1,1,-1.87104283799347,0.368034861633454,1,-0.226233389321914,1,1,-1.0569579614762,1,1,0.399913977679775,1,1
PLAAT5,-0.471226908562728,1,1,2.21057722590753,0.162390763645528,1,2.39773586583197,0.0989805373629018,1,0.663897797712635,1,1,0.982546263438114,1,1,-0.775971518126558,1,1
PLAC1,-1.90298735581875,0.342253170784334,1,-1.0594460458443,1,1,1.22665078903913,1,1,-0.648542738189462,1,1,0.967497129862233,1,1,0.0931112933947909,1,1
PLAC8,-0.97464067830919,1,1,-1.34063972923938,1,1,0.0572746408174657,1,1,-2.95059060026345,0.0190300205612759,0.436600402546595,-1.63467645440163,0.612701345560573,1,-2.22727011646505,0.155575358890631,1
PLAC8L1,0.100131463096789,1,1,1.91287894752741,0.334581307645148,1,1.64422815959756,0.600774493994733,1,0.241911139692519,1,1,0.145199431086757,1,1,-1.26432596782258,1,1
PLAC9,0.104972181930061,1,1,1.96527763786603,0.296292674027033,1,1.79977866583546,0.431373563537761,1,1.44824384273417,0.88529320214898,1,1.33743342132704,1,1,0.00269908497635929,1,1
PLAG1,-1.65929526537137,0.582337853253118,1,-0.778841127210983,1,1,1.22080578966561,1,1,0.0374312556708813,1,1,1.37227652357054,1,1,0.595224857046878,1,1
PLAGL1,2.52078013703912,0.0702569943442895,0.803526378455548,-1.56075979533442,0.711482621104762,1,-3.89009213168004,0.000601237019966296,0.0571051838297219,1.06394127753536,1,1,-1.30282737064137,1,1,2.36181845791511,0.109113271232369,1
PLAGL2,-1.21876470435228,1,1,-0.376163480596505,1,1,1.07079599221374,1,1,0.835040275891331,1,1,1.80248082244977,0.428818735743411,1,1.28410005126546,1,1
PLAT,-0.210764763077174,1,1,-0.00171971248810666,1,1,0.238494948704973,1,1,1.64778493995667,0.596380863054052,1,1.71742638883297,0.515407761005483,1,1.82144882554965,0.411231953800889,1
PLAU,-0.0676693854608059,1,1,1.03235274444575,1,1,0.934759984209407,1,1,0.472831319756487,1,1,0.487067322084491,1,1,-0.234805817861921,1,1
PLAUR,1.07501504128157,1,1,-0.421754763080877,1,1,-1.55311827522065,0.722369285091691,1,1.16370584024563,1,1,0.190606127973627,1,1,1.57464547471795,0.692029800064007,1
PLB1,-0.103203233792776,1,1,1.53037735458291,0.755540105862756,1,1.3831754730895,0.999666409870252,1,2.45054425323817,0.0855842566368901,0.900227562664569,2.32108145510418,0.12169468840604,1,1.55044076840834,0.72621455871035,1
PLBD1,1.06310476045721,1,1,0.541308993653684,1,1,-0.716868642237022,1,1,2.04357749571719,0.245971826127634,1,1.00714851073154,1,1,1.80807801634821,0.423566154837359,1
PLBD2,1.62503247668837,0.624933833956629,1,-1.20934038893595,1,1,-2.82320179437388,0.0285279807936156,0.607577279942897,-0.217722116180934,1,1,-1.54793515316882,0.729827459970904,1,0.662167760606303,1,1
PLCB1,0.108556955275548,1,1,-1.37299922590708,1,1,-1.23530870831238,1,1,-1.50322815436824,0.796681318122455,1,-1.42869479986764,0.918551838532866,1,-0.569579926223704,1,1
PLCB2,-0.565911878139193,1,1,0.577280497143525,1,1,1.11016252866577,1,1,0.328082179582276,1,1,0.756998169644367,1,1,-0.0594343962848391,1,1
PLCB3,-0.752359611238558,1,1,0.0997294986645653,1,1,0.913199293674334,1,1,1.14177853408971,1,1,1.66515883264913,0.575286430328123,1,1.17090114426099,1,1
PLCB4,0.202954413345406,1,1,-1.57018895084838,0.698226955897586,1,-1.45355447216373,0.876419202640782,1,-2.09377445967828,0.217680458097971,1,-2.00345726107383,0.270769383621135,1,-1.07800403104889,1,1
PLCD3,-0.864708305894444,1,1,0.757463167919056,1,1,1.57683738407169,0.688997683528284,1,1.32865362715529,1,1,1.91628317193649,0.331974369990104,1,0.886079785986724,1,1
PLCD4,0.879603849711158,1,1,-0.158602789000342,1,1,-1.12961638801593,1,1,2.57410699228455,0.0602995138790518,0.752401775250017,1.58582537022896,0.676673573365208,1,2.99798142464373,0.0163064542511774,0.744588588277667
PLCE1,0.903206659176526,1,1,1.91803290317695,0.330641035171156,1,0.551885452357559,1,1,2.83461126411483,0.0275288866703127,0.52234514308895,1.8291437414265,0.40426846618534,1,1.6991975047804,0.535691858294491,1
PLCG1,-1.88666370055942,0.355233437810696,1,-0.346800622022154,1,1,1.86630076587302,0.371995786286163,1,-0.036779996549597,1,1,1.69414373345156,0.54142784211926,1,0.257420795292831,1,1
PLCG2,-1.10796344160493,1,1,-0.251979111879247,1,1,1.02716478950832,1,1,1.35414069523898,1,1,2.15738229366523,0.185855338127908,1,1.67748040080675,0.560691473218509,1
PLCH1,-0.160629300308826,1,1,-0.847096642384484,1,1,-0.526702064470014,1,1,-0.303757670098222,1,1,-0.145032060702275,1,1,0.291406377224452,1,1
PLCH2,-2.21667851670379,0.159870407184255,1,-0.557840121686998,1,1,1.96593637101631,0.295835766399918,1,-0.750811664945202,1,1,0.961573764402166,1,1,-0.443316998162166,1,1
PLCL1,-1.08002987352587,1,1,-0.950783429827625,1,1,0.439910416423272,1,1,-1.00724808329364,1,1,0.0221747742959771,1,1,-0.388196417835975,1,1
PLCL2,-0.453477597938617,1,1,-1.36883870099133,1,1,-0.673262100632508,1,1,-2.60779855465849,0.0546759388525458,0.717457679936345,-2.02239470143949,0.258813552134153,1,-1.85853723566961,0.378556564346855,1
PLCXD1,0.0984375712594043,1,1,-0.865159910204486,1,1,-0.802988791085901,1,1,0.605471708361082,1,1,0.45466228024199,1,1,1.32395713350814,1,1
PLCXD2,1.45510506314208,0.873841066204627,1,-2.34423159895507,0.114397967581542,1,-3.19873456573621,0.0082819315269043,0.307394095811211,-0.776666523087507,1,1,-1.92955858922365,0.321969323950397,1,1.01496819109671,1,1
PLCXD3,0.932119342935071,1,1,0.735388330274876,1,1,-0.459656644780638,1,1,0.0717660073239586,1,1,-0.778009224822858,1,1,-0.5184430093098,1,1
PLCZ1,0.621946264513262,1,1,-0.0324177356236199,1,1,-0.728220443387335,1,1,-0.823005899736716,1,1,-1.27594833462189,1,1,-0.880223067002017,1,1
PLD1,-0.328040787890868,1,1,0.46279815812687,1,1,0.752529340485444,1,1,-0.98890939835208,1,1,-0.633235258418607,1,1,-1.41896707681969,0.935451688627957,1
PLD2,-1.83760254975106,0.396725956965658,1,0.872614178364898,1,1,2.86438390929478,0.025069276618346,0.57040303716018,1.6204495940263,0.630814402888295,1,3.03360185888576,0.0144991870559797,0.644698424574222,1.14087583507785,1,1
PLD3,0.316653276488144,1,1,1.11119451332196,1,1,0.513091893908701,1,1,0.544763709897462,1,1,0.180070267925659,1,1,-0.313097240862532,1,1
PLD4,-3.47403552673139,0.0030761588785154,0.146712165069401,-1.01229385692487,1,1,2.97294128352232,0.0176976522759941,0.489221220602517,-1.68998167360543,0.546188764714648,1,1.08997695107024,1,1,-1.14370999504869,1,1
PLD5,-1.3547368146612,1,1,-1.566731228728,0.703065168438826,1,0.207876709071084,1,1,-2.87718627731749,0.0240743196610516,0.488137909063423,-1.39160702751464,0.98424857785699,1,-1.92918831812649,0.322244927275122,1
PLD6,0.983676366090925,1,1,-1.56110499424538,0.710993879488579,1,-2.35005626923601,0.112623439424242,1,-1.57169625972199,0.696126060194875,1,-2.19533030719657,0.168839474342385,1,-0.641465607468317,1,1
PLEC,-5.05883256479167,2.53098629943446e-06,0.00312239343140231,-0.664126622232029,1,1,4.99673981685602,3.49845914054637e-06,0.00245717163790009,-2.73648248582297,0.0372599403276806,0.595036757883622,1.39926402589466,0.970402938619545,1,-2.47344184340842,0.0802911493149248,1
PLEK,-1.39503128740191,0.978038429434186,1,-1.72576350347543,0.506339809222803,1,0.128404620172738,1,1,-0.299122113830331,1,1,0.963739263196595,1,1,1.07372541152448,1,1
PLEK2,0.0964705620542644,1,1,-0.866641561041964,1,1,-0.824771583459796,1,1,-1.99976155580019,0.273156106212518,1,-1.87003230823829,0.368875988751064,1,-1.53154475428746,0.753808886284802,1
PLEKHA1,-0.935764624289368,1,1,0.30810259910773,1,1,1.28890834597828,1,1,-2.32566486915264,0.12021861613824,1,-1.24991355291618,1,1,-2.81569632502591,0.0292029892425126,0.949555537402224
PLEKHA2,1.28096802800247,1,1,1.31917711430575,1,1,-0.393896859091873,1,1,3.48115136490561,0.00299557958260144,0.17586374527027,2.01425284370871,0.263897964990913,1,2.87865227604471,0.0239627051463645,0.872937894066137
PLEKHA3,-0.669832827157862,1,1,0.179271694342583,1,1,0.931175567515181,1,1,1.04480448592162,1,1,1.56487740346876,0.705669947760702,1,1.05294333660162,1,1
PLEKHA4,0.0959274312134694,1,1,-1.44747602567404,0.886581877939043,1,-1.36703544044156,1,1,-2.1320527012059,0.198015086061658,1,-2.06731309855206,0.232227964750902,1,-1.26488891683093,1,1
PLEKHA5,1.54186160959564,0.738643360443971,1,0.680971712704597,1,1,-1.15448707778902,1,1,3.44342091980957,0.00344642731414127,0.186458751220174,1.97679151613992,0.288391206425642,1,3.26331078274642,0.00660712141520491,0.533231529376178
PLEKHA6,-2.51575425653277,0.0712667814933071,0.807588359787905,0.0483847900886627,1,1,2.88705636576192,0.0233318736082123,0.551889694888505,-0.896245212132216,1,1,1.24542723943947,1,1,-1.02164593250353,1,1
PLEKHA7,-0.16539068450669,1,1,0.292190432463894,1,1,0.419089379288553,1,1,-0.338674078730104,1,1,-0.167103609018376,1,1,-0.58233933446356,1,1
PLEKHA8,-0.428678292014249,1,1,0.612358652850808,1,1,0.978500764931876,1,1,-0.847351135637247,1,1,-0.385945202679471,1,1,-1.41970797383144,0.934156294511927,1
PLEKHB1,-0.852056208407794,1,1,0.438744640890167,1,1,1.29141534701725,1,1,-0.295414573883798,1,1,0.485370281219669,1,1,-0.678616906535474,1,1
PLEKHB2,0.23911857956361,1,1,-1.26621082436582,1,1,-1.21279392805404,1,1,-0.569875513729749,1,1,-0.684862821198591,1,1,0.179402528573464,1,1
PLEKHD1,-2.25013704937038,0.146641481116308,1,-1.36597575200888,1,1,1.40567307845851,0.958927348219695,1,-0.743974150724212,1,1,1.38184815326739,1,1,0.33658426812659,1,1
PLEKHF1,-2.24665548236335,0.14797232037175,1,-0.676964230897977,1,1,1.97387836473806,0.29037345239625,1,-2.42032959733265,0.093038670148964,0.937815644733474,-0.519296367074093,1,1,-2.17269617789252,0.178819149865196,1
PLEKHF2,1.69723986940387,0.537907921669218,1,1.0525398778427,1,1,-1.00068204759481,1,1,1.42844831852344,0.918977160340656,1,-0.161467701032998,1,1,0.737804494713943,1,1
PLEKHG1,-0.519299142958921,1,1,0.267503317573819,1,1,0.795568630714553,1,1,0.879089957311653,1,1,1.22112251800512,1,1,0.757231712499297,1,1
