,Background...Vertivore.Rho,Background...Vertivore.P,Background...Vertivore.p.adj
IGDCC4,-0.300208968135803,0.764017764817817,0.903093153843192
MPI,-0.79345573960415,0.42751234662739,0.697918988700831
PTTG1,0.289147985255041,0.77246813416549,0.906554677423121
MYL1,1.25991848643503,0.207698769145756,0.497374899715854
ASS1,0.60294848556106,0.546542959604843,0.783577110761419
RIPK4,-0.932332563990318,0.351164683689262,0.637039560706536
ACVR2B,-0.861428080526546,0.389002315875816,0.66751772085757
SPTBN4,-0.382028723980207,0.702440058959144,0.87114333282855
ZC3H7B,0.391496535719109,0.695430248846062,0.86797617358686
CFAP52,-0.302691258084431,0.762125160495066,0.902126835745884
ABHD2,2.50125127060577,0.0123755339063256,0.129895805504616
EIF4G1,0.984605242497572,0.324818013557055,0.613026524648976
TEX9,-1.33639595436249,0.181419887963177,0.46745396297447
RPL7,1.85620360743664,0.0634245421113485,0.286986542706422
CTSB,2.47481528777781,0.0133305100145311,0.135493593731483
KCTD14,1.50802592445162,0.131547892115775,0.40790379029289
ARPC5L,NA,NA,NA
ANKS6,1.04102562024671,0.297863657759071,0.588172661366586
GDE1,3.03549796074106,0.00240138847396311,0.0629697422061438
PARD6G,1.34950208638441,0.177175750643601,0.464509306611964
MFF,0.484953962681182,0.627709002527847,0.831951278885627
USP15,2.44838881807884,0.014349670947526,0.140101764700344
CDK10,-0.0256040183027024,0.979573180979974,0.990818145224074
SKP1,-3.6074672719784,0.000309200525054743,0.0284766142099197
LMBR1,-0.778532671960674,0.436255053344581,0.704651515957283
SPPL3,NA,NA,NA
ARFGAP1,-1.43984796683018,0.149910416991057,0.432108194319259
FOSB,0.572939643546443,0.566685561240708,0.796280464878562
CCNB1IP1,0.438536615279913,0.660997333547423,0.850741850414319
YWHAB,NA,NA,NA
CREB3,0.63627378781843,0.524597986565714,0.771371494264851
SLC23A1,1.33332177850938,0.182426229696011,0.46824805278354
RASGRP2,-0.0440867238801076,0.964835275304864,0.986186099898807
SLC13A4,-2.53248945688675,0.0113255775678047,0.125969028646011
CWF19L1,1.50434621477843,0.132492245326259,0.409318643298865
C1QTNF1,-0.77400520392839,0.438927713865029,0.706483599555754
SLC12A9,2.1108684761816,0.0347836183300538,0.213275370231585
SLC12A6,1.83918574135235,0.0658878711664805,0.292697178264271
DDX21,3.55563962132395,0.000377060636231151,0.0309671580518536
PLEKHB1,0.60812402401673,0.543105219718357,0.782436211238655
TBC1D20,-1.04415528309189,0.29641355192982,0.586997546656353
PRKAA1,2.377240390298,0.0174427164900227,0.153797308736312
MAGI2,0.959385868887616,0.337364391283447,0.624837739539569
UCKL1,-0.577733722347306,0.563443908092501,0.794608476921488
REG4,-0.10182251991144,0.918897550246396,0.968534896921365
DUSP19,1.19186927441242,0.233312507536143,0.524998461914311
SETDB2,1.33363301481035,0.182324157527181,0.46824805278354
NDUFV3,-1.36621291918574,0.17187214369294,0.459333062406148
TAP1,-1.18969948680921,0.234164527170711,0.52601498733662
EPPIN,0.778991416775578,0.435984770879349,0.704440947728037
FBXO2,1.16515520766393,0.243956173075153,0.535802535717189
PPTC7,NA,NA,NA
SYT5,-0.640598981775592,0.521783261295591,0.769780658195801
CRKL,3.21635534997117,0.00129829964376696,0.0466893281415624
SLC26A5,1.64111592155948,0.100773354327249,0.357128283378405
GNAS,NA,NA,NA
NRDE2,-1.1113022665622,0.266438264117897,0.558307927474571
COPS8,1.33096748643377,0.183199709470603,0.469268957425627
KIAA0586,0.529122980968681,0.596720140433183,0.812204370561914
ARNT,1.30469659240907,0.191996182277547,0.478770073818733
APBB3,0.564215488110108,0.572607488475759,0.799987374520198
C11orf54,1.71120304870662,0.0870436360927909,0.333936266077092
FAM78B,NA,NA,NA
ELP5,-1.48986090699281,0.136260812401935,0.414601795027968
LRRIQ3,2.13928293961205,0.0324127605365733,0.207003101540974
ATG7,1.05128471992245,0.2931278427959,0.584475635325317
IPO4,-1.50882734569177,0.131342910575746,0.407556830279491
WDR91,-0.907049833582432,0.364380445059193,0.647690153220491
DDRGK1,-0.595470655080982,0.55152890885492,0.786628505678014
MAK,-0.680306255614032,0.49631056439002,0.752347053171961
PDGFA,0.643570531840152,0.519853964199656,0.767909464574239
SMOC2,0.066765239257753,0.946768596691421,0.980368167191803
ANXA6,-0.572457247863698,0.567012241398603,0.796570927924414
AK5,-0.764327110709484,0.444672333293373,0.711174388189655
STYX,1.10359731401862,0.269767856864036,0.562512997474744
TYW5,0.206322912451666,0.83653868200149,0.9347162862679
THRAP3,1.87216595635915,0.0611836473549437,0.281314401719656
ERO1B,0.500683622680693,0.616593800062261,0.825696671348558
HKDC1,0.933319988533534,0.350654777741193,0.636496786804828
OCA2,0.155383448483918,0.876519031880741,0.952926168952558
FYN,NA,NA,NA
ELOVL2,1.22936261113773,0.218935881962551,0.508654950056028
HNRNPA2B1,NA,NA,NA
BMF,1.35417825433005,0.17567951491811,0.462653203861716
ACAP3,-0.669617241473273,0.503101820188925,0.756330237098988
SND1,-0.241616623929629,0.809077239653764,0.923755275343396
GPSM1,0.0362675686268918,0.971069009405218,0.989082134485824
CRYBA4,0.148999262748291,0.8815542147128,0.953932859938539
PGAP1,-1.4561077203916,0.145362843656786,0.427050842758944
SLC22A17,0.656008219502455,0.51181883565102,0.763274661685232
ALDH9A1,-0.00946664134154195,0.992446825846938,0.997001453780655
FN1,2.47816472473111,0.0132060160535848,0.134772747617125
FAR1,1.66235945785987,0.0964407227126685,0.349373153607458
NKX2-1,1.40771579758692,0.159215242085616,0.44311535221322
GABPA,1.73142177148219,0.0833765663070537,0.327180997012663
NRDC,1.05631882308464,0.290822579111041,0.582711750824261
SLC25A26,0.62157311224476,0.534222605629636,0.77702425402426
SLC38A6,0.282262521684231,0.777742220975201,0.909352725314247
EGFLAM,-2.13148977862921,0.0330488136270238,0.208857439758396
TMEM207,1.80754059014698,0.0706780318502134,0.302871871842475
WAC,2.34135603505252,0.019213834517401,0.159716982141345
SCARA5,0.582292088529389,0.560369953561529,0.79238345128233
SUV39H2,2.21602276777026,0.0266899428989728,0.186718340688321
OR5K4,-1.34194456569238,0.179613970309397,0.465883099570912
LUC7L2,NA,NA,NA
PIP4K2C,0.941530596224402,0.34643301751403,0.633628489283805
PLSCR4,-0.401770114609374,0.687853218201003,0.863949569619939
FMOD,1.34801338946367,0.177654076147699,0.464860386319568
PDE5A,1.3432678858128,0.179185246861441,0.465604520968708
SEMA4A,-0.849072273645429,0.395841077401619,0.672983328687702
NET1,-1.29789407330572,0.194323736933378,0.481242576035928
ASGR2,1.83558047367429,0.0664197272276925,0.293672428188604
ATRNL1,1.02590997011287,0.304934022674141,0.594824160980269
H4C11,0.979957887012223,0.327106906854467,0.615423856642983
NEIL1,-0.799048991894192,0.424262004768014,0.696010457345409
KLHL28,3.22762475700823,0.00124822597343778,0.0458715452622975
STIMATE,1.67967980086162,0.0930196318835186,0.343445387965807
C5AR1,0.21433176088222,0.830288351872357,0.932606491139769
SRGAP1,0.321594298607075,0.747760063625849,0.894516711627183
GPAA1,-2.40992723902304,0.0159557022547491,0.146948126131543
ENTPD2,-1.7437733030473,0.0811986274505276,0.322998174614898
BLM,-0.997242036566955,0.318647041197758,0.60667541004327
ITSN2,0.543851678205855,0.586543543494159,0.807065107127246
MRPL52,2.11412928472099,0.0345042265899775,0.212628249047336
SPART,1.00801293070753,0.31344825462775,0.601031158803801
C6orf89,-0.967471723863433,0.333308270013536,0.620291782933026
MSRB3,0.73739572711779,0.460881733155252,0.724339358476259
OCLN,1.39801341460685,0.162109038899003,0.447076949795603
AP3M1,NA,NA,NA
KEL,2.51933217474062,0.0117577676038176,0.127200351683013
MINK1,-2.57483020444143,0.0100289306385536,0.118248999504071
APCDD1,1.00720100730304,0.313838189118294,0.601473418150325
TDRD7,1.55032652059014,0.121063165014713,0.390936511387309
LINGO1,0.317496765029497,0.750866693733429,0.895749983583423
ANO1,0.38484536075725,0.700351989524497,0.870559102924732
DNM3,-0.780531466279186,0.435078113619081,0.703935674511325
GIT2,1.7459813409282,0.0808141941928506,0.322232732072021
THSD4,-2.36606053789407,0.0179785043585117,0.155707589513696
MORN3,1.17131823279117,0.241470885303078,0.532984214756514
WARS1,-1.01183698324196,0.311616003778497,0.599510534162234
ZFYVE19,-0.908783284565869,0.363464531607741,0.646844383810924
ITGB1BP1,0.855656211999302,0.392187967427545,0.670178199294711
MYH7,0.899964890371325,0.368138935297358,0.650781718718093
CD47,2.18292003790552,0.029041699119638,0.196437896776987
SHTN1,0.773731042008655,0.439089858961242,0.706660972802408
SYT17,1.68304618983121,0.0923661500882119,0.342923383820717
MFSD12,0.633863577477635,0.526169857219195,0.772179501906983
CCDC69,-0.18539824480683,0.852916684999059,0.941863384142258
GFRA1,-0.794330835351206,0.427002857422295,0.697766002218581
MFSD10,1.17366911936142,0.240527583928025,0.532205866266944
NUDCD3,-0.476774375864023,0.633522794189437,0.835428616961158
ZNF512,1.42361887439751,0.15455682911531,0.437240372159139
P3H4,1.81910515273363,0.0688953891032441,0.299612199905056
VANGL1,0.323173801092372,0.746563620933509,0.893948207899672
LMX1B,3.9818493637839,6.83811152171041e-05,0.0161977420383616
OPHN1,-1.22948168627612,0.218891260099282,0.508654950056028
FCAR,1.21672961308243,0.223707108140498,0.514297180008487
DPF1,2.36540814857448,0.0180102101936322,0.155707589513696
DHCR7,-2.49857102017476,0.0124695153979047,0.13041149756456
TBCD,0.55682077981937,0.57764988486981,0.802354580911709
SPNS3,-2.63728127393583,0.00835735023045148,0.107670719188738
ZNF536,-1.44775806036801,0.147684725809417,0.429738625408132
HTR3A,-1.1046190711296,0.269324683830597,0.561939497800433
CLK2,0.554658541941543,0.579128238368038,0.802850447539774
SYNJ2,-1.48344457819884,0.137956330997056,0.41707214238982
COX7B2,2.96676513163319,0.00300950758767376,0.0680473092877613
ANKRD35,-1.89050792175966,0.0586900621149748,0.275207197398702
MORC4,1.76441079485492,0.0776628420393271,0.317891481344715
KRT39,-0.964971224232377,0.334559224971392,0.621853622196394
FBXL3,1.68195497745213,0.0925775706350203,0.342923383820717
UBE2H,-4.17245950885817,3.01329161457093e-05,0.0110639570730578
TLR4,1.53101693888398,0.125765206310054,0.398647990788468
TASOR,3.68106024808832,0.000232266108851595,0.0259862763562555
MRTFA,-1.13089717987355,0.258098370426498,0.550800852839073
SORBS2,-0.100512459484883,0.919937491692122,0.968534896921365
VAT1,1.4350990638933,0.151258870283581,0.433247083752958
TTC3,-0.439911178829679,0.660001439066319,0.85006069204892
DNM2,2.13285632593196,0.0329365139953832,0.20862809346804
MBD6,0.50460976609929,0.61383294912362,0.824631580855924
PRMT2,2.1012478564649,0.035619214425954,0.215887553926632
TTC30A,-0.484443716323903,0.628070999489702,0.832065992131607
SFXN4,1.90449492366506,0.0568457571688642,0.270765788798021
PCNX3,-0.940290707312787,0.347068464889979,0.634102103991562
RET,2.75954010125713,0.00578827826506079,0.0913543938510743
NDUFA5,2.6884192261859,0.00717912021140588,0.100710585222157
ZC3H7A,0.502792691916863,0.615110032283337,0.824953110247516
PRPF39,1.61080516631001,0.107222194716283,0.368148222094736
SLC17A5,2.63924891164432,0.0083089948629889,0.107395916038034
MLH3,-0.826363532624478,0.408597903568344,0.683101954547032
COMMD6,3.12131162472219,0.00180047397074507,0.0547545939362747
UBE2I,-3.81264728548464,0.000137486249087845,0.0220914075130086
ART3,-0.566461673319396,0.571079979995681,0.799138286456349
SREBF1,-0.731221636245853,0.464643786610116,0.727103025358479
CLEC9A,1.22762487632148,0.219587818998466,0.509115044003875
FAM227A,2.18085917354937,0.0291938342210586,0.196583419520411
ERCC6,0.334521320003579,0.737986205597996,0.88880820104873
PDLIM7,0.603963388362614,0.545867983553322,0.783375528046415
KHDRBS3,0.859504018365544,0.390062503987384,0.668501538661686
PCBP4,1.33413632855798,0.182159181821411,0.468155721959133
SVIL,0.530079979596926,0.596056479275853,0.812204370561914
WDR88,2.65316682554003,0.00797404491559297,0.105464075661223
STK31,0.915711021463093,0.359818482768329,0.64416287911552
GPR160,1.31038530536932,0.190065522173963,0.477408296944948
PLS3,2.07650066539298,0.0378476696490167,0.221227245502612
GTF2E2,2.75143319297137,0.00593351211790636,0.0924167433950067
PRELID3B,0.601942896162796,0.547212149139108,0.784089963058257
ATP5MC1,1.34689204965674,0.178015002446807,0.465001433701753
SLC25A46,0.646186879204454,0.518158335786021,0.766979959203455
TRIM4,1.10311107082154,0.269978933720709,0.562682739743009
TAT,2.70603935073953,0.00680909769053873,0.0986992432993253
MBP,-0.415287533458779,0.677931426266932,0.85908853614697
TCF7L2,1.16437980295717,0.244270128834096,0.536036423172499
STK39,0.828539161933305,0.40736522601115,0.681755609271181
TRIM13,0.931452387562488,0.351619602617534,0.6373962432546
BTG4,0.556213121210128,0.578065170398644,0.802354580911709
MMP23B,1.4203673633829,0.155500759083688,0.438597239713011
JPT1,2.3163480212976,0.0205392743458346,0.164838044484318
HNRNPF,NA,NA,NA
MYO9A,0.804115344992002,0.421330363202696,0.69388203542579
ADD3,1.60426509887685,0.108655630696637,0.371381454184657
LAMB3,-1.61389411714942,0.106550394917403,0.367009615697253
COL27A1,-1.46470989126547,0.143000085142305,0.424712304954194
NCDN,-0.122324364937522,0.902642136466089,0.96347727845327
NPEPL1,1.14032326459606,0.25415164887339,0.547763791628205
ARHGAP8,-2.20086832612112,0.0277453468105606,0.190657742596318
TJP1,0.7176314888581,0.472984536619815,0.733465959045759
LIPC,1.73541918533322,0.0826665843206827,0.325834052604278
ACSL5,1.18643924111413,0.235448882601145,0.52714178164166
SUOX,2.74322085652244,0.00608397507241981,0.0936721299631282
PSMD12,0.989507749568152,0.322414780159174,0.610675669422459
ST3GAL4,0.26244194050213,0.792980741623784,0.916273228252123
UVRAG,0.274742000902783,0.783514460323539,0.912616187325015
ACMSD,0.151038337283076,0.879945474005867,0.953695209485119
RAC1,NA,NA,NA
RNF14,-0.600943018560197,0.54787793938803,0.78444269567473
SH3YL1,-1.8205035321428,0.068682358849165,0.299560597186771
PXK,2.67353457868106,0.00750565378839328,0.103247171967115
KATNAL2,-1.46183657630812,0.143785998411001,0.425691420586807
FBRS,-1.07141879114049,0.283981167347371,0.577327916322796
SUN5,1.03735259169203,0.299571564058963,0.589310875689839
GTF3C1,0.405563590616825,0.685063285615509,0.863018266513925
RNH1,-1.69071392596258,0.0908914532775293,0.340749489543917
CENPL,0.724023227519831,0.469051475192228,0.729689306962964
RBM38,-0.0274115206742931,0.978131509532993,0.990603629291148
CDAN1,0.656839203054972,0.511284313811753,0.763135716538274
UBA5,0.595460427000771,0.551535743851309,0.786628505678014
AKAP9,0.0555336036944212,0.955713359369624,0.983191572086211
RANGAP1,1.33777486508066,0.180969837757311,0.46708278015831
CACNA2D1,2.44430832314657,0.0145130176593196,0.140786524551294
SDAD1,0.151459812842771,0.879613009770863,0.953510392715759
AMPH,-0.782346760029831,0.43401081334598,0.703207393775765
RBCK1,0.556437933959945,0.577911512693874,0.802354580911709
JAML,1.04804107819555,0.294619681337041,0.585749067647055
TMPRSS11F,1.67965716327412,0.0930240388088001,0.343445387965807
NCAPG2,0.573036431596093,0.566620026884058,0.796262456834464
GALNT6,0.297312798739331,0.766227711219034,0.903354343799858
ZNF770,1.0847754384568,0.278021126429541,0.571866131910575
AREL1,0.886523351260111,0.375335576674878,0.65705476936687
FAM149A,-2.51884991424122,0.0117738831317845,0.127200351683013
SPRED2,-0.0579259598888559,0.953807604835056,0.982788085474965
CCDC151,-0.551077080148191,0.581580836457247,0.803655160725461
LSS,-1.52490912994615,0.127281764336631,0.400596742767342
ARIH2,2.07144679994373,0.0383170612094774,0.222438722320908
PITPNM1,0.596813699858687,0.550631770233949,0.786165931513804
ACOX3,-0.334375248641704,0.738096414326695,0.888812243770979
IGBP1,0.861252980001908,0.389098726376891,0.66760731150705
RAP1A,NA,NA,NA
HYLS1,-0.72742294971886,0.466966899893502,0.727880786883339
MYOM1,2.63236916864179,0.00847916730783372,0.108441442013142
ARHGEF26,0.101801187878843,0.91891448275976,0.968534896921365
UBE2C,NA,NA,NA
EML6,0.792895480817892,0.42783872052962,0.698225395448879
RPS26,-3.13920492860442,0.00169406930612566,0.0531467567471784
H3C4,-0.894353584680325,0.371132738276479,0.653303369485933
BCKDHB,1.51822293701733,0.128958207095693,0.403244285703225
STOML2,1.15988397138148,0.246096049495737,0.537765441490685
PIGR,-1.16097338317981,0.245652723889889,0.537340874964936
GMNN,-0.652894859074728,0.513824063458619,0.764535381191901
ADAM33,0.944171423953208,0.345082055416944,0.632692323988531
ENSA,0.841834717857143,0.399880475798481,0.676121650784759
CCDC25,1.38221789736259,0.166904806374287,0.453404711416769
LEKR1,0.426345696290678,0.669855964793373,0.855096728553001
C6orf132,1.04184740216102,0.297482433161987,0.588040864160548
RSPO1,0.513454205430561,0.607633636686372,0.819698182972403
MAN1A2,0.842131747508089,0.399714212489079,0.675991878337818
MEGF6,-1.75773859081609,0.0787919983818433,0.319483045250835
PTGER3,-0.595135410410678,0.551752960462946,0.786789720055923
PEX14,0.540253849286372,0.589021980824279,0.808521572756823
ABCC11,3.07544529681428,0.00210188481507566,0.0590090487860646
ARC,-0.59303477531355,0.553157879541535,0.787751896341254
NRARP,NA,NA,NA
OSCP1,1.41732659571826,0.156387462842756,0.439456044423624
ATN1,-0.825376194657135,0.409158045677685,0.683695444398247
TMEM259,0.35168223978409,0.725076581357127,0.882478379115072
PPP4R2,1.54043971023614,0.123453208106921,0.394715761059894
ATP5F1C,1.47546407219069,0.140087820581728,0.420569755926539
BTN2A2,-2.33447674209632,0.0195707725151881,0.160883084429106
CNNM1,1.39489428508501,0.163047720743071,0.448166109936914
SIAH1,3.04795191144636,0.00230406795410462,0.0621082427688738
SLC39A8,1.65615383305018,0.0976906698506085,0.35181685203233
CRB3,2.68885563558448,0.00716974186113983,0.100710585222157
PIK3R4,0.0286686280753075,0.97712887724763,0.990472471056863
PIWIL2,0.747164884002712,0.454964038233093,0.719181248924399
CCDC88B,-2.55585880332663,0.010592609134953,0.121665983554624
EDRF1,-1.85159989266467,0.0640832984787436,0.288327119518303
ITGAL,1.12492423987331,0.260621139244776,0.552653199464604
HBM,-1.12895403142983,0.258917225898513,0.551732060168202
TBC1D9B,-0.683632638352686,0.494207169431364,0.750352340881717
MYLIP,0.136154853220095,0.891698864629994,0.958319314883409
GOLGA4,-1.64931833362923,0.0990824356127812,0.354378666231458
ATP10A,2.04252522763569,0.0410994596022333,0.231017828711713
BICD2,-0.199270585056363,0.842051087452951,0.937861486976577
C12orf29,1.14045591933168,0.254096407388054,0.547763791628205
SASH3,-0.269454159704259,0.787580213290089,0.913890095728258
IL27,-0.857169385886184,0.391351278946104,0.669798268238183
ABCD4,-0.950033787633531,0.342095084783907,0.629738471733836
SLITRK4,-2.30558203798745,0.0211339978950105,0.166193816966557
ADAM15,-2.98245563489611,0.00285946088340939,0.0670641260605829
IGF2R,2.23617755631261,0.0253401427632034,0.181478196441643
TXNDC11,-1.49407117797628,0.135157016312575,0.413492318084896
ARG1,2.84052781137774,0.00450389455593618,0.0803150216916883
SPINK14,2.91930823590475,0.00350809158102099,0.0720061367796769
CALM1,NA,NA,NA
SCRIB,-2.91692174172368,0.00353504455343721,0.0722507617525245
MFNG,0.490876036396655,0.62351412691627,0.830106423353313
GUCA2A,1.36412554393586,0.172528056578129,0.460058081448783
DMD,-3.45653384764966,0.000547170485104189,0.0338707500287446
CAVIN1,0.913531184887657,0.36096324006023,0.645129425851345
PEX2,-0.397050896547311,0.69132992878576,0.865865729234187
RASSF1,2.06638975814286,0.0387916922223602,0.223203702600582
RAB4B,NA,NA,NA
CFAP43,2.11131833357723,0.0347449592519057,0.213275370231585
LMO7,-0.84365315260967,0.398863253127233,0.675460317886953
MOB3A,1.17718579030221,0.239121358969049,0.530892106948325
DCTD,-0.406290253802535,0.684529345669121,0.862888602652847
ELAVL4,NA,NA,NA
ATP2A1,0.799598965896293,0.423943186821468,0.695795903033196
TRIM38,2.38961341493566,0.0168661154702338,0.15064802369155
ADIPOR2,0.280890975505537,0.778794022617462,0.909948550910045
MCRS1,1.01042619641326,0.312291142353096,0.599939260968444
NELL1,-1.19189961596582,0.233300608795638,0.524998461914311
XPNPEP3,1.35625624437122,0.175017652120197,0.462185685769531
TEX43,-0.291427621469942,0.770724291999832,0.905468061216379
MYBPHL,-3.27991806307864,0.00103837238992828,0.0434448104639245
GM2A,-1.02776533970864,0.304060223939344,0.59386116359836
ZDHHC9,1.25213937826901,0.210519080996768,0.500579376475943
PWWP3B,0.607452638491543,0.54355056452694,0.78258724427032
TOP3B,2.12656788553789,0.0334560031923386,0.209359691436918
ZMYM6,3.63613092402634,0.000276763705471917,0.0272106105062577
BCL11B,1.04136348066892,0.297706884827934,0.588172661366586
WFDC8,2.2875568395924,0.0221633417915295,0.170091761425647
SFPQ,2.70755187180382,0.00677814774849835,0.0984395611474222
DCHS2,0.630791298149074,0.52817699387168,0.773147764661805
RC3H2,0.488551629079539,0.625159165347524,0.830599884343706
COL9A1,-0.247489658648914,0.804529293824782,0.921763669417395
INKA2,-0.634263826107134,0.525908659887404,0.772096072991772
SMARCAL1,-1.13827522968013,0.255005573855508,0.548475334443693
PRRC2B,-0.371264957956747,0.710440195259062,0.875006354248845
GFPT1,2.65971956376081,0.00782057377343696,0.104810385891694
NUDT13,1.7486611306095,0.0803496126444595,0.321855491253621
ATP13A1,2.31450066585769,0.0206402747709118,0.165297301240642
HDGF,-0.448937320597979,0.653476872826908,0.847638296605029
DLK2,0.229174312411855,0.818733437031147,0.928525500161624
ENTR1,-0.544719859082263,0.585946204248796,0.806757654418761
SMC4,1.54171435490536,0.123143022063289,0.393974201492039
CCRL2,1.07723482075718,0.281375372756027,0.574775984596568
ERGIC3,0.844602473755628,0.398332827422816,0.675091901413174
GIP,1.05163370422298,0.292967638099892,0.584350046031196
C7orf50,1.55222164488128,0.120609198734648,0.390081656892532
ACSL3,1.69310795838249,0.090434919722556,0.340206482562761
FRMD4A,0.695092427777403,0.486997379889588,0.744570141294901
SMC1B,-0.592086990546875,0.55379233802948,0.788039508165869
HOMEZ,2.86264940315303,0.00420115143064718,0.078147268450071
ECE2,-1.65041896291735,0.0988572752591174,0.353908576798699
STRN3,0.50338803297283,0.614691483636315,0.824839683719819
ARPIN,0.662365961319073,0.50773671288491,0.760284876727035
ARID5A,2.73769262879291,0.00618718736068199,0.0941100482333743
POP5,2.32894193116286,0.0198621421784806,0.161723878956211
TOR4A,-1.12797660293466,0.259329800404755,0.551884257369889
RIMKLB,1.73787263684602,0.0822332581456046,0.324889126610309
TRPM3,0.929381393261184,0.352691467121509,0.638085819981383
SYCP2,-0.755523715297581,0.449934808331537,0.715801068573787
FXR1,NA,NA,NA
CACNA1E,-1.35315586868027,0.176005840458941,0.463053860702291
MAP3K6,-2.88081710420743,0.00396645732302349,0.0763820600496536
SSTR2,0.487789093108577,0.625699237723724,0.8306725223327
AP1B1,3.02835548712821,0.0024588865031171,0.0635293285827667
SLC37A4,-2.83342243425806,0.00460524828516668,0.0812494448419689
DNAJC14,0.507666869293713,0.61168698664766,0.8230663916549
BMX,-1.14851710326091,0.250755156566864,0.544002539516781
AGBL2,-1.09527931206335,0.273394288061518,0.566452152495329
POT1,1.29149570377163,0.196531843897809,0.484064630594668
CCR9,-1.71259738694734,0.0867866343597698,0.333558801069762
FAM219B,1.52011798729919,0.12848132463464,0.402681673808393
DENND2D,0.297069531245863,0.7664134254287,0.903354343799858
BRPF3,2.05616836512561,0.0397662904021785,0.226909728082548
BRCA1,-0.297505731136859,0.766080433158809,0.903354343799858
ATP2B4,4.04953034805577,5.13205225885128e-05,0.0143545402440166
BCO2,0.0847452116934033,0.932463951491869,0.973612866448394
ASB13,1.60405913170484,0.108701019134543,0.371452532354783
MYBPC2,-0.17999190486923,0.857158923390203,0.944106204250392
SAP130,1.23950949342187,0.215156875232963,0.505158751854687
CREB5,0.489825494522585,0.624257388506995,0.830364033114016
NEGR1,2.29057859898378,0.0219877978712923,0.169267940391436
MAFG,NA,NA,NA
MCTP2,-0.45762928395327,0.647218801038551,0.843711135243249
CHM,-1.56521909129163,0.117531546559987,0.384741326233648
GJA9,-1.08367976359056,0.278506811144795,0.572088518364066
APOA4,2.40765702414375,0.0160552562017855,0.14726595874309
SGO2,NA,NA,NA
COPS5,NA,NA,NA
STMN1,NA,NA,NA
LVRN,0.776234331321715,0.437610638767133,0.705483091892281
SEMA4F,1.32699298709357,0.184511002511904,0.471070686602401
HMX3,1.07775815426018,0.281141698461322,0.574609501158297
RFX4,0.872883524562105,0.382726567275294,0.662241043891173
CDK5RAP1,0.382718313320221,0.701928634373145,0.870652056629054
SLC8A3,-2.02538838702129,0.0428274989699722,0.235868845237531
RHOBTB1,0.891090855978295,0.372880430077335,0.655034428458719
TLL2,-0.188701573715072,0.850326718102421,0.941556567926597
SERTAD1,0.323200452967737,0.746543437882241,0.893948207899672
ERI2,-1.83370211052194,0.0666982251705319,0.294134304518457
TPM1,1.99857387323127,0.0456544795959362,0.243662635977746
PHF8,0.302819502587249,0.762027419912061,0.902081836378381
ELK4,-0.912639288359306,0.36143228399585,0.645204256881376
ANKLE2,0.309375330487216,0.757036033945927,0.898920774899315
DDX47,0.80720395432762,0.419548987898569,0.69299362474333
C1orf109,-0.528599315984843,0.597083434903344,0.812204370561914
RAD23B,1.35794526380823,0.174481053190292,0.461926251614897
TMCC2,-1.11863890342446,0.263294219598845,0.554744792782334
SYNE2,0.0879123406779349,0.929946348140049,0.972702530285344
ST7L,1.12738594697131,0.259579338064324,0.552131576133439
GMFB,NA,NA,NA
MAGT1,-0.734911817859671,0.462393200565908,0.725382935328986
DAPK1,0.989847854235686,0.322248490535773,0.610542047297078
ASIC4,-0.941586315638074,0.346404478527227,0.633628489283805
MPPED2,NA,NA,NA
PAX5,NA,NA,NA
METTL9,-0.242704521969708,0.808234304156604,0.923416863084822
S1PR3,1.15960722855666,0.246208756589721,0.537856097704823
GRAMD1C,0.642722446001662,0.520404213683287,0.768571941280177
EPHB4,1.97190992937458,0.0486198895956517,0.251750021409915
CTSE,-0.271034458997897,0.786364529373203,0.913403053770113
BDH1,0.767288598591131,0.442909945719362,0.70970844686455
GAD1,1.62032544430264,0.105162385944877,0.364138623867817
RABEP2,-0.520836054898493,0.602480984066528,0.816351734398568
TES,1.5276875217499,0.126590139727066,0.400055307502238
DMAC1,2.53849202837579,0.011133133918056,0.125022196801723
NF1,0.317827832761211,0.750615537056025,0.89559183756175
HSD17B11,3.41233989761798,0.000644077488266311,0.0360301717880532
FAM217B,-3.2221619408536,0.001272272041535,0.0460839627474791
PAK4,1.08698595277881,0.277043017803346,0.570898266160386
ZC3HC1,-1.40541064731837,0.159899202443983,0.443710739245622
CX3CR1,-0.222034918878952,0.824286700368858,0.930630038893292
SUSD2,3.16031803842968,0.00157597009120209,0.0513037061354498
WDR55,1.05571575234612,0.291098098194305,0.582890849148453
HNRNPAB,1.87593137652415,0.0606647035192527,0.279994536964913
FRYL,0.387052389385352,0.698717423556291,0.869619413782323
RHOT1,1.92744933708333,0.0539236560887781,0.264093029041798
XAB2,-0.324430155122353,0.745612392814758,0.893362651203721
MIGA2,-0.522046450091691,0.601637989675645,0.815868216561406
WTAP,2.12609348859747,0.0334954759985033,0.209359691436918
DCAF4,3.16684850379283,0.00154100575476428,0.0504888306289799
ATL1,2.96845032186807,0.00299305479061668,0.0680473092877613
TXNDC15,-0.73808655208127,0.460461855183152,0.723932118318551
COL11A1,2.3973411246339,0.0165145410174688,0.14891679255394
DNA2,0.473622505361524,0.635769123878188,0.83670892087257
ITIH2,-0.403095652506744,0.686877858731775,0.863844659924263
EPHA2,0.64473851194397,0.519096654549484,0.767302218824397
