"","main_Rho","Herbivore_Rho","Vertivore_Rho","main_P","Herbivore_P","Vertivore_P","main_p.adj","Herbivore_p.adj","Vertivore_p.adj","directionality","directionNumeric"
"NKX2-6",-0.245105184881653,-0.719028171153942,-0.562419326812871,1,0.472123562323919,0.573830354225987,1,0.729032182691093,0.800707716612228,"Unclear",0
"MTSS1",-0.662214435207128,1.5585987007835,-0.465915012468991,1,0.119091390743498,0.641276334928595,1,0.361827994856861,0.840445704980825,"Herbivore",1
"PCM1",-2.64417204198827,0.662098118816921,-2.69253713976793,0.0491346128029636,0.507908341364361,0.00709106372225609,0.488881317322397,0.754530868405731,0.100626238687433,"Vertivore",2
"SLITRK5",0.25810901320725,1.4581817738985,1.22469637015084,1,0.144790446186051,0.220689642288412,1,0.402281169391446,0.510196975153265,"Unclear",0
"HMGCS1",-0.2809020943218,-0.783625836029258,-0.510295059848431,1,0.433259691359741,0.609844763213277,1,0.701648932878944,0.821392482929671,"Herbivore",1
"ODF3",-0.131847472707189,1.69285010797645,0.986734575133823,1,0.0904840020600222,0.323772775493254,1,0.310885569429118,0.612124671554652,"Herbivore",1
"VIPR1",-2.24102845033794,3.84433338071629,0.161309780333669,0.150145393136586,0.00012088058244153,0.871849420546998,0.929424597514342,0.00472708212873863,0.951406231337465,"Herbivore",1
"ZBTB2",-1.21372404764702,1.60089198975295,-0.537765581677918,1,0.109400844068231,0.590738896477835,1,0.344389818116677,0.809298892734805,"Herbivore",1
"ENTHD1",-0.393641411451712,-0.555069634903281,-0.853381895845511,1,0.578847031400538,0.393447557839105,1,0.800017812482599,0.671489742305715,"Vertivore",2
"CHMP6",-1.75156324907953,1.03998706822457,-1.69283123192367,0.479093619555358,0.298345908727761,0.0904875959959131,1,0.583931931738733,0.340277368577094,"Both",3
"C14orf28",1.89094458048514,-0.197766569593034,2.21886272572343,0.351790455264126,0.84322770313424,0.0264960650488957,1,0.937128767562621,0.186051402370303,"Vertivore",2
"ANGPT2",1.07952986431376,-1.93389428372648,0.889183549545157,1,0.0531261270991188,0.373904442336418,1,0.231046738408993,0.655649060335308,"Herbivore",1
"RIC8A",1.57434469297429,0.481551353726818,2.52417456350249,0.692446695582515,0.630124690663132,0.0115970325662416,1,0.830042987859037,0.126653347708252,"Vertivore",2
"CEP295",-2.52819204021098,1.13917565244556,-2.17101127842841,0.0687909722796603,0.2546298985449,0.0299303198350998,0.58273631256982,0.540221992868361,0.19925145165013,"Both",3
"CFAP410",-0.0852150235387927,-0.696153817044984,-0.419018645631667,1,0.486332506375831,0.67520250558322,1,0.739212640270616,0.857884684127625,"Herbivore",1
"WDFY4",-0.41636142259412,-0.399248305552028,-0.675641256353021,1,0.689710253210796,0.499268440931842,1,0.864404272017669,0.753492259375954,"Vertivore",2
"FBXW5",-1.73577260606977,1.79891206033916,-1.34702823411029,0.495624297823897,0.0720325925221935,0.177971139581077,1,0.272225761760838,0.465001433701753,"Unclear",0
"CDK20",0.456877939372387,-0.350087057492998,0.626295426646443,1,0.726273363676468,0.531121185501736,1,0.882957227319391,0.77552729947972,"Vertivore",2
"HMGB3",0.176838401140739,1.97573247100727,1.13713828883766,1,0.0481850852392336,0.255480479808672,1,0.217417913838562,0.548992076648229,"Herbivore",1
"TCTEX1D2",1.06965624084304,-0.585108474040907,1.3271789627307,1,0.558474781277239,0.184449489683929,1,0.788117510858678,0.470993253116833,"Vertivore",2
"LMNB2",-0.960028773022149,0.874053926215015,-0.463656357138903,1,0.382088886957376,0.642893970022081,1,0.661501125837541,0.841497380018786,"Both",3
"ZNF580",0.76113090865326,0.620369372713688,1.07996617077464,1,0.535014631641402,0.280157244843504,1,0.773238725493204,0.573536875963711,"Vertivore",2
"ZNF784",0.0387141247477952,-0.42990565142418,-0.0998822665980721,1,0.667264274303426,0.920437795143587,1,0.850936819000103,0.968534896921365,"Herbivore",1
"C5orf22",0.533398735930053,-0.481958606614099,0.402538242949706,1,0.629835351652225,0.687287949348002,1,0.830042987859037,0.863949569619939,"Both",3
"DIS3L2",-0.0537561310248429,0.473088122698813,0.00952271028447888,1,0.636150310162419,0.992402091319462,1,0.833578041828832,0.997001453780655,"Herbivore",1
"SOX2",NA,0.4873672965233,NA,NA,0.625998064949478,NA,NA,0.827702311344,NA,"MissingData",5
"SLC47A2",-1.38899421743096,0.478841362795241,-1.72066022402815,0.989007050645905,0.632051488415522,0.0853124981724665,1,0.830973487825358,0.331249350230574,"Vertivore",2
"HASPIN",2.04357081381643,-1.435906649674,1.35659875440909,0.245975790204252,0.151028906064023,0.17490873776559,1,0.411225858960481,0.46214016755046,"Both",3
"ZNF579",2.06415291493408,-2.18418326861992,0.816531728538896,0.234019321299888,0.0289487838718035,0.414196084315732,1,0.163495065427897,0.688577778145749,"Herbivore",1
"SCNN1D",-0.832676168593666,0.922163747746952,-1.13894406168833,1,0.356443169500068,0.254726486283697,1,0.637238713929413,0.548345207689867,"Unclear",0
"PGR",2.06523418419482,-3.25291142949886,0.977164700177709,0.233405085176366,0.00114229096169991,0.328487620789304,1,0.0217316833312135,0.616255996075226,"Herbivore",1
"HNRNPM",-1.64208308010096,2.13624771232869,-0.754239928180335,0.603436725971676,0.0326592283255464,0.450705166075411,1,0.174365425536489,0.716264095799486,"Herbivore",1
"MSC",1.57615968706587,-0.476134608060192,1.25992053271942,0.6899340384764,0.633978482705239,0.207698030889497,1,0.831875433187826,0.497374899715854,"Both",3
"CEP57",-0.354397493314907,-0.589642672028167,-0.247855953600903,1,0.555430236861676,0.80424586058171,1,0.786417945274954,0.921508836157347,"Herbivore",1
"CTNNAL1",0.474515915937362,0.593938052819912,0.0876005097900839,1,0.55255354653235,0.930194196984705,1,0.784405363088357,0.972702530285344,"Herbivore",1
"PGA3",3.45153971504954,-4.59308750443858,2.2867466532846,0.00334438630377323,4.36735822406579e-06,0.0222106148922357,0.100026951944932,0.00054454238041448,0.170288897123009,"Herbivore",1
"SHQ1",-0.0519027394875801,-0.542850841463906,0.0540057812928373,1,0.587232504719848,0.956930558160211,1,0.805215436004062,0.983191572086211,"Herbivore",1
"P2RY13",2.12606142041096,-1.5556794832302,1.67426626529965,0.200988874260443,0.119784327666919,0.0940782813275015,1,0.363234736374689,0.34581610152606,"Both",3
"MARVELD2",1.07438288745419,-2.83399430674142,-0.644725305458433,1,0.00459701509789967,0.519105214351559,1,0.0540733074904613,0.767302218824397,"Herbivore",1
"PPM1A",1.08825198906795,-1.20033307560268,0.401984925515722,1,0.230010009019225,0.687695120372216,1,0.509948329393054,0.863949569619939,"Herbivore",1
"CABP4",-1.15666389109515,1.42624105134579,-0.754175860299711,1,0.153798773775181,0.450743630625086,1,0.415487387353651,0.716264095799486,"Herbivore",1
"YLPM1",2.49827208581332,-1.20747305576299,2.47444829405539,0.0748802186589423,0.22725001557678,0.0133442135267811,0.618703951107585,0.507228794062796,0.135493593731483,"Both",3
"OR52K2",1.34900710170955,-3.32694718816657,-0.623313428477339,1,0.000878030122890101,0.533078575079554,1,0.0182930466091589,0.776586676465334,"Herbivore",1
"KIAA0319L",1.50068533361112,-3.49840624140046,0.588936798582491,0.800621809472497,0.000468047620786393,0.555903671282262,1,0.0121496718325557,0.789577680181238,"Herbivore",1
"PRKRA",-0.443001790040658,2.76422885976219,0.581799988116017,1,0.00570575049098043,0.560701412068144,1,0.0615742408177775,0.792590933820987,"Herbivore",1
"TUBD1",1.79259511930027,-1.6602135240976,1.19882773932451,0.438226124423829,0.0968715049185132,0.230594934060636,1,0.321656511430555,0.521820764087506,"Both",3
"BBX",0.36481520699653,-0.811881964466004,0.405516680746576,1,0.416859364274944,0.685097759613306,1,0.688613507718865,0.863018266513925,"Herbivore",1
"MRPS11",1.53699600642915,-0.626716145225653,1.55439666179369,0.745765723990229,0.530845318728034,0.120089829023618,1,0.771231632167812,0.389151851013244,"Vertivore",2
"DMRTA1",2.03771165580159,-1.57471931692243,1.85697895464655,0.249472667006384,0.115321246999975,0.0633141483019435,1,0.354964316867185,0.286986542706422,"Both",3
"RMI1",0.431876262594182,0.232382547433427,-0.440211945641558,1,0.816240903070536,0.659783608659823,1,0.925918454606362,0.84992508530473,"Vertivore",2
"SNX22",0.27659744238111,-1.21002657021494,0.188662934795003,1,0.226268697520748,0.850357003577013,1,0.506756072220623,0.941556567926597,"Herbivore",1
"ASB4",2.04447128235771,-0.294086615426126,1.60345620679245,0.245442069631118,0.768691718239756,0.108833970316238,1,0.903763595273976,0.371486618679427,"DoubleBoth",4
"FLNC",-0.536078369482544,0.563366264230731,-0.250952226966503,1,0.573185504389152,0.801851044774145,1,0.797039072292912,0.92002113189522,"Herbivore",1
"RPRM",NA,1.68835194852638,NA,NA,0.0913436886361886,NA,NA,0.312228985471105,NA,"MissingData",5
"NEU4",1.03211045829507,-1.78669925270755,1.0215723240061,1,0.0739861099433398,0.306983362174304,1,0.276913208298663,0.595667613345412,"Herbivore",1
"MEIOB",-1.81365992949083,1.20596004798267,-0.879520448535452,0.418380586581593,0.22783289545753,0.379119150795537,1,0.507970206667276,0.660234711589507,"Both",3
"CCZ1",1.62345344342343,-0.941097793751848,1.35821432878908,0.626955048302825,0.346654746062723,0.174395685200966,1,0.62915985272059,0.461926251614897,"Both",3
"VENTX",0.916565038905014,-1.47531257679617,-0.900102874778869,1,0.140128526704578,0.368065506305485,1,0.395016224235565,0.650781718718093,"Herbivore",1
"KLHL38",-0.0277626155003058,-0.717891649939343,-0.380039735078115,1,0.472824096820003,0.703915919717585,1,0.729766309784368,0.871685336674134,"Herbivore",1
"OAZ2",NA,2.15001616758447,NA,NA,0.0315539359471312,NA,NA,0.171285247075368,NA,"MissingData",5
"UPB1",2.3197181520952,-1.82579582550431,1.56259946069802,0.122136775341434,0.067881022362367,0.118146835230731,0.822366905409203,0.264181876120209,0.385562149728213,"Both",3
"NIM1K",-1.48796493381548,1.66362418540521,-1.15654937639409,0.820560849388139,0.096187555582445,0.247456515243423,1,0.320526513247208,0.539988850804459,"Unclear",0
"MAF",NA,0.937924942799454,NA,NA,0.348282983870305,NA,NA,0.630304643706484,NA,"MissingData",5
"KIF15",2.11180422401678,-2.87645761461328,1.05500248942876,0.208219469127244,0.0040216620265164,0.291424186203975,1,0.049761160143362,0.582955688998583,"Herbivore",1
"C11orf16",-0.256812970273246,-0.0811978444773476,0.429937137985112,1,0.935284613715531,0.667241369348437,1,0.973509929476668,0.853996580174459,"Vertivore",2
"FAXDC2",-0.84506692850253,-1.27541923102799,-1.22951480525724,1,0.202160895452007,0.218878850351876,1,0.47795011003232,0.508654950056028,"Unclear",0
"EFCAB12",4.10833088577346,-4.32260626941658,2.09396716594949,0.000239117318196263,1.54196769786996e-05,0.0362629052403397,0.0192107870959381,0.00124347036889424,0.217542627566876,"Herbivore",1
"RNF185",NA,0.480681821060831,NA,NA,0.630742653264229,NA,NA,0.830520525325742,NA,"MissingData",5
"GHRHR",-0.703521170324084,-0.162403433763997,-1.64449363335935,1,0.870988166983675,0.100074278326998,1,0.949678090846175,0.35614592692858,"Vertivore",2
"HSD11B2",2.24028367924094,-0.0377824883311744,2.58884281459306,0.150435072691214,0.969861106689917,0.00962990405163901,0.93083627117087,0.988511028328829,0.115712069050084,"Vertivore",2
"GTPBP6",2.00886428568076,-2.27210748097817,0.974722127340108,0.26730917030878,0.0230800193837261,0.329698113877519,1,0.142461551481651,0.6172236380771,"Herbivore",1
"NFKBIZ",0.559470330297854,-1.28614462775154,0.404816236497853,1,0.198392591590277,0.685612593076253,1,0.474464450087592,0.863225238020901,"Herbivore",1
"TRAF7",2.08378608126441,0.240163704665907,2.51950265851985,0.22307777978055,0.810203349801061,0.0117520752903522,1,0.922909298465681,0.127200351683013,"Vertivore",2
"PORCN",0.526052266426406,-0.859412922684125,-0.0506225776885136,1,0.390112742635551,0.959626271495048,1,0.667405689199735,0.984365648065896,"Herbivore",1
"ABCF1",0.0501395390442152,1.06024234926495,0.412942440732044,1,0.289034359292851,0.679648785514229,1,0.575158951281618,0.860254358200529,"Herbivore",1
"SCMH1",-0.906932928961273,0.418779722955581,0.157157357753868,1,0.675377125263015,0.875120834197353,1,0.856118544098554,0.952084666675766,"DoubleBoth",4
"AHCTF1",-1.37441626549261,0.339373062323175,-0.410647186948167,1,0.734328708886948,0.681331257949704,1,0.885290743201825,0.861661837065421,"DoubleBoth",4
"SLC37A3",1.8851594068884,-1.54077126400909,0.834775739397013,0.356449916822143,0.123372465530287,0.403843987989224,1,0.369501902028902,0.678782570073465,"Both",3
"OR10A7",0.0765585387826804,-0.915479131830064,-0.0900535829381975,1,0.359940152835463,0.928244634732728,1,0.64030274896149,0.971977772245861,"Herbivore",1
"THOC6",2.05897900313567,-0.96567521278,2.64307399651209,0.236977499708693,0.334206726503337,0.00821570781185659,1,0.616847737405214,0.10688204202436,"Vertivore",2
"TLK2",0.340677697395936,-0.114574601413792,0.388598921250892,1,0.908782312242423,0.697572864898377,1,0.963333667237132,0.869386836903132,"Vertivore",2
"VGLL2",1.42199757031888,-0.0374910676456169,2.21914520485589,0.93016173771011,0.970093462127625,0.0264768474966305,1,0.988511028328829,0.186002932367027,"Vertivore",2
"LIN28A",1.92004607877328,-1.71474280903574,1.68970126916232,0.329112475868302,0.0863923911485494,0.0910851203409287,1,0.303369953039791,0.341038586422754,"Both",3
"PIBF1",2.58291917077727,-1.80209020935933,2.45708239325366,0.0587809634388804,0.0715312138442796,0.0140070557263434,0.529098731692997,0.271465423347902,0.138907242343589,"Both",3
"PTPRCAP",-0.828687908632257,0.667733316973857,-0.31893018883892,1,0.504303838838931,0.74977945140465,1,0.752209526432339,0.895301512690002,"Both",3
"ACOT4",-0.144305783179998,-0.414846601896928,-0.273577417444763,1,0.67825420207197,0.784409390390122,1,0.8570176458828,0.912844016393379,"Herbivore",1
"CCR8",-0.0411824690831959,-0.747970945327075,-0.271710928492319,1,0.454477682865214,0.785844297608522,1,0.715618461559132,0.913030174698394,"Herbivore",1
"SGSH",-1.53724808862664,1.63529977049953,-0.329771138596269,0.745395410010171,0.10198622166898,0.741572896633799,1,0.330618933406501,0.89093011340004,"Herbivore",1
"RWDD4",1.09993220687654,1.12926130212359,2.21048785613525,1,0.258787620338468,0.0270713224079654,1,0.544552581859825,0.188426384170465,"Vertivore",2
"SLC36A4",0.129033698805853,0.429785038891951,0.0854159752303478,1,0.667352016973861,0.93193069317918,1,0.850936819000103,0.973368452373856,"Herbivore",1
"RIIAD1",NA,0.457103786581077,NA,NA,0.647596448739963,NA,NA,0.839282672083781,NA,"MissingData",5
"ITM2C",-0.141159356845759,0.91997040991182,0.129817115391052,1,0.357588222408605,0.896711121380113,1,0.638397210606177,0.960996613797579,"Herbivore",1
"ARL6IP6",0.295419538809617,0.119357398572585,0.22423016661408,1,0.904992210969962,0.822578211471152,1,0.961617997257362,0.930444192770185,"Both",3
"IFT80",0.574845372400387,-0.943561115897907,-0.367794815918693,1,0.345393970417411,0.71302623480288,1,0.628186268165158,0.87614287751893,"Herbivore",1
"C3orf80",2.14920084598003,-1.630050851112,1.48633472600677,0.189710893570995,0.103090750060262,0.137190605802401,1,0.332471092045858,0.416173309909511,"Both",3
"SSH1",-0.622002312384592,0.639596124883192,-0.408274324434766,1,0.522435202435704,0.683072287153421,1,0.764313819101431,0.862347360846311,"Herbivore",1
"VNN2",1.18077773003459,-3.31304887446872,0.253764230792524,1,0.000922848517141953,0.799677708727828,1,0.0189404625275513,0.919216937051355,"Herbivore",1
"B3GNT5",0.845071696069465,0.0427105881529208,0.821032463975212,1,0.965932239147488,0.411627776814042,1,0.987285599649377,0.686303779776939,"Both",3
"TNFRSF12A",0.885074781121116,1.03796015101185,1.72446982654834,1,0.299288607582534,0.0846230615043916,1,0.584647470028478,0.32967416068154,"Vertivore",2
"C4orf17",1.08460002549729,-0.944173393208245,0.635905832298808,1,0.345081049264901,0.52483780103531,1,0.62805060942452,0.771648997063888,"Both",3
"VSIG2",-0.0809242223483827,-1.51296636190142,-0.490884652373126,1,0.130288203536224,0.623508032669948,1,0.380237935023163,0.830106423353313,"Herbivore",1
"ZBTB33",-1.43846915712361,1.26732010449852,-0.248941464184667,0.901805895495985,0.205040854676698,0.80340606090659,1,0.481793392842875,0.921161470520303,"Both",3
"TNNI3K",1.3235723532341,-1.69444751398207,0.776300091292284,1,0.0901802772550425,0.437571819194886,1,0.310676326041867,0.705483091892281,"Herbivore",1
"ZNF609",0.0622567987743112,-0.212442413548368,-0.375305447684957,1,0.831761899616198,0.707433315112505,1,0.932109280342847,0.873336956700884,"Vertivore",2
"TMEM150B",2.72112000845764,-2.20572018502206,2.10733892166032,0.0390366823878914,0.027403597715109,0.0350882118526355,0.431001499113093,0.15796049621771,0.214390109960439,"Both",3
"ERICH3",0.150402436376008,-0.00822563145979929,-0.0543752366310291,1,0.993436969665669,0.956636207965136,1,0.997608265458317,0.983191572086211,"DoubleBoth",4
"PTPMT1",2.73739211659551,-2.43124518874927,2.12313579786671,0.0371570571427533,0.0150470281097197,0.0337424740187456,0.416335453326518,0.111971811299099,0.209976316520067,"Both",3
"RIT2",1.27261445215235,0.20414439463878,1.57151345157401,1,0.838240662845126,0.116063432366506,1,0.934931659433981,0.382984668260101,"Vertivore",2
"AATK",-2.62837517639085,2.78922120420515,-1.41774982181025,0.05147630129955,0.00528349643710963,0.156263818665674,0.499766946867842,0.0586745457262205,0.439453694384938,"Herbivore",1
"ATP13A2",0.615329154443543,-2.40546710749929,-1.11733819868946,1,0.0161518058993725,0.263849748683453,1,0.116199888483587,0.555453894355665,"Herbivore",1
"HARBI1",1.52564176579734,-0.986799033437419,1.48399159864783,0.762594627810711,0.323741168675684,0.137811149427197,1,0.60657965588535,0.416883557169713,"Both",3
"IMPDH2",1.43656752133741,0.218333372358376,1.53913382933597,0.905045506445687,0.827169374225871,0.123771627769974,1,0.929831058426117,0.394980116628597,"Vertivore",2
"ZNF518B",0.742323243875896,-1.12815039829868,0.741410739172879,1,0.259256407772307,0.458444434975995,1,0.545107459779756,0.722113332555785,"Herbivore",1
"APOLD1",0.0755630451403264,-0.831520343684906,0.484767985741634,1,0.405679740566978,0.627840934476508,1,0.679655081638257,0.831980125840777,"Herbivore",1
"ACAP2",-0.443434456257185,1.8109817902817,0.553829939699939,1,0.0701436704936566,0.579695236224497,1,0.269166371929849,0.803055750521399,"Herbivore",1
"YME1L1",2.29173614943818,-1.40973064356935,1.40927139651119,0.131525238587956,0.158619232772051,0.158754933293788,0.854800862148227,0.422896742024241,0.442257905839522,"Both",3
"CHRNA3",-2.1094391189921,1.68071186352636,-0.574682002284615,0.209440175189046,0.0928188951277594,0.565506381662274,1,0.314987938276547,0.795835266516963,"Both",3
"EDDM3A",NA,0.317809948955703,NA,NA,0.750629103505667,NA,NA,0.894168232433553,NA,"MissingData",5
"KLK15",-3.48771280624474,2.15303842060926,-3.0214791561293,0.00292302637454483,0.0313156591414772,0.00251542958205107,0.0914097754665464,0.170792570331159,0.0638538628694107,"Both",3
"DCBLD2",0.65632490850909,-0.779972082433639,0.813749130467223,1,0.435407307910779,0.415788682289605,1,0.703453566686293,0.690193675931662,"Unclear",0
"STK11",1.01349819645762,-1.15882805150587,0.934746914089736,1,0.246526280837761,0.349918743353152,1,0.530810904104578,0.636001528231769,"Unclear",0
"GSX2",0.613381562751781,0.889909434508168,1.34230425212374,1,0.373514517610062,0.179497365290688,1,0.653661869855122,0.465883099570912,"Vertivore",2
"NDUFAF3",0.260160902699308,-0.0766081551810103,1.24227063515166,1,0.938935271125738,0.214136725914314,1,0.974597290389878,0.50404498897038,"Vertivore",2
"FLII",-0.104752086063124,0.0691095505087226,-0.111493246529605,1,0.944902418999954,0.911225220700672,1,0.977333462712038,0.966779200937558,"Vertivore",2
"TMEM86B",1.40202641064059,-2.45798558810915,1.33332466397621,0.96544416104456,0.0139718780925197,0.18242528319199,1,0.107484656858876,0.46824805278354,"Herbivore",1
"NOC2L",-0.491011068115394,0.0662341312253176,-0.515070791707638,1,0.947191423636923,0.60650355231138,1,0.978086627109058,0.81926321311093,"Vertivore",2
"CLRN1",-0.66837530711705,0.270648496648666,-0.409805344076777,1,0.786661392420548,0.681948745688197,1,0.912816694555107,0.861937561077366,"Both",3
"CARM1",3.29900197046833,-1.40933178578642,3.18188570401413,0.00582175381114156,0.158737084165229,0.00146319549234793,0.139132546777662,0.422977050342626,0.048894036983237,"Both",3
"MARCO",2.30508019424694,-1.94992302010686,1.69069480608417,0.12697249502552,0.0511852949201602,0.0908951068175609,0.839413036126655,0.225758488533572,0.340749489543917,"Both",3
"NR2F1",-2.73021227938401,2.83946292372391,-1.70487342832053,0.0379761330659416,0.00451895462367894,0.0882180330638857,0.422159353288198,0.0535436662976695,0.336205115433814,"Herbivore",1
"PAK2",0.7004193351449,-0.0187781644160744,0.769886365828534,1,0.985018073023868,0.441367302232712,1,0.994156783664002,0.708589682496054,"Vertivore",2
"TIMM22",0.613872053093745,0.620834991906652,0.540346056189175,1,0.534708197387902,0.588958401926261,1,0.77308760783699,0.808521572756823,"Unclear",0
"ZSCAN2",-0.449588280845383,-1.39111664269323,-0.877112100107282,1,0.164190058931665,0.380425753046665,1,0.430655174860738,0.660909888890824,"Herbivore",1
"CETN1",1.60598271089357,-1.06083734641199,1.35912564236161,0.649666252443384,0.288763826620664,0.174106778541951,1,0.574939206821731,0.461827982644493,"Both",3
"RUSF1",-1.67362853921935,0.0220763058361222,-1.43933521945111,0.565221756189794,0.982387087073249,0.150055568773008,1,0.993374908175048,0.43230107785149,"DoubleBoth",4
"ATP10B",-0.150863048773269,-2.24563092873048,-0.963720615502315,1,0.0247276577115863,0.335186015758462,1,0.148228773612094,0.622788729488966,"Herbivore",1
"GBA",0.025774577206098,-1.38030894646544,0.163883624197536,1,0.167491541548328,0.869822758793154,1,0.43571312956957,0.950534796812243,"Herbivore",1
"TMEM151A",-1.05148837309272,2.18678930987769,0.284321353519861,1,0.0287579082263417,0.776164123367504,1,0.163041949786909,0.908907718498118,"Herbivore",1
"KHDRBS1",0.18166342540398,2.33736033692053,1.3590417287432,1,0.0194204556534937,0.174133366072589,1,0.129169538648945,0.461827982644493,"Herbivore",1
"EXOSC3",1.04480429967294,0.809796235789846,1.87735496909906,1,0.418057296400089,0.0604694589450854,1,0.68991214366796,0.279736761290379,"Vertivore",2
"CDCA8",2.8948322107959,-1.59699130294467,2.61350607581864,0.0227616750597884,0.110267645881257,0.0089618490233706,0.312148548613545,0.345979146745897,0.111767483239509,"Both",3
"SEPHS1",NA,2.58924312894246,NA,NA,0.00961871554517777,NA,NA,0.0843909274719624,NA,"MissingData",5
"SMAD3",NA,1.21956536624311,NA,NA,0.222629682291232,NA,NA,0.503081628364502,NA,"MissingData",5
"XKR4",-0.676193961485524,0.935502739261289,0.228782861674871,1,0.349529272310154,0.8190376879405,1,0.631607578024001,0.928525500161624,"Herbivore",1
"IL36B",1.50783127042881,-1.98338953846999,0.785112182477693,0.789586300062853,0.0473239347758514,0.432387797600882,1,0.215323021000008,0.701660077372243,"Herbivore",1
"C11orf87",-1.61982075935302,1.34004077411704,-1.14115191844792,0.631624713406133,0.180232089213344,0.253806709025276,1,0.452722572253072,0.54756413842562,"Both",3
"PRR14L",1.65629024384961,-3.66636096545946,-0.677870240960955,0.585978331631736,0.000246026583193627,0.497853970069204,1,0.00775845308752044,0.752939669543585,"Herbivore",1
"BOLA3",0.885626771631543,1.20925487772143,1.85653530562622,1,0.22656494034331,0.0633772955267863,1,0.506886282681119,0.286986542706422,"Vertivore",2
"ADI1",0.0914836144674339,-0.739832303944273,0.125409986185521,1,0.459401755015446,0.900198982698992,1,0.718915134600852,0.962659688097251,"Herbivore",1
"MIPOL1",1.26824118006263,-0.402203629742897,0.871702488992914,1,0.687534171138331,0.383370702076102,1,0.862918442810808,0.662824070988718,"Both",3
"KPNA7",2.00226131337949,-1.05759219573724,2.02537563364551,0.271539806712739,0.29024140204439,0.0428288075184708,1,0.576534667369794,0.235868845237531,"Vertivore",2
"SP1",1.37593661220744,-0.0868211024085117,1.42485547643603,1,0.930813713663428,0.15419898210392,1,0.971760883986249,0.436783710955515,"Vertivore",2
"SLC25A18",2.96076856212866,-2.83553032312701,2.61925422781075,0.0184123466452918,0.00457496717871736,0.00881222467109044,0.275280741657277,0.053977157221554,0.110916534526792,"Both",3
"FANCF",0.705920795080324,-1.52551278939304,-0.20559683535603,1,0.127131246041218,0.837105849738821,1,0.374913273044491,0.935084615646224,"Herbivore",1
"TNFAIP8L1",1.12919287496694,-1.20763345837954,1.57035113136653,1,0.227188283528232,0.116333444814888,1,0.507219852363503,0.383418469862857,"Unclear",0
"DNAH8",-0.0764170272041595,0.31469705534923,0.215185882286588,1,0.75299168023735,0.829622397414902,1,0.895468976153133,0.932511780261327,"Unclear",0
"UBALD2",1.23041717838965,-0.134179089697723,1.51851964462666,1,0.893260960381064,0.128883451046305,1,0.958801861255325,0.403201251989103,"Vertivore",2
"TOB2",-1.17066593979183,-0.0995369116489019,-0.669795214727481,1,0.920711982146963,0.502988344489457,1,0.967722189782265,0.756330237098988,"DoubleBoth",4
"DZIP1L",-3.4318480220259,1.11030494295157,-3.82060613299413,0.00359690041693033,0.266867643828843,0.000133124102740547,0.104841803296068,0.553653652891922,0.0219125023476906,"Vertivore",2
"IFNLR1",-0.4856652370183,-0.623115997238531,-1.09402205466562,1,0.533208297990705,0.273945305556628,1,0.772043724563496,0.567172044697273,"Vertivore",2
"TNFAIP8L3",-0.107419553926147,-0.775240584408315,-0.399609946274857,1,0.438197510855766,0.689443829465129,1,0.705241839633022,0.864537949376614,"Herbivore",1
"CCDC60",0.811258293321944,0.437940007828847,0.447973545694327,1,0.661429772682245,0.65417228883799,1,0.846916437744412,0.847798345862401,"Both",3
"ATP11C",2.13984767123125,-2.10813201685996,1.25944608068399,0.194202475301293,0.0350195717055647,0.207869254123093,1,0.181005177862085,0.497374899715854,"Both",3
"MC2R",2.55547430685048,-3.6731377341478,0.832410544122171,0.0636259137106893,0.000239590256226372,0.405177252428294,0.556137616137877,0.00759984043673829,0.680111727447969,"Herbivore",1
"EYA2",0.207005666306355,-2.29958915220349,-1.30707986093122,1,0.0214715072456594,0.191185590202776,1,0.136590133808828,0.478184079032364,"Herbivore",1
"FUT10",2.18281141215054,-2.66006385635411,1.40713852656263,0.17429820548326,0.00781258379084924,0.159386315864981,1,0.0747525036348853,0.443216956762492,"Herbivore",1
"SERHL2",-0.435829830265484,-0.0721079530420415,-0.900463778746827,1,0.942515997091647,0.367873492836926,1,0.976056848764279,0.650703974213483,"Vertivore",2
"RNF123",2.53821266073383,-2.46418703316503,2.24137172132715,0.0668521538535934,0.013732443218803,0.025002006696818,0.574365717750099,0.106298554027497,0.180081215616948,"Both",3
"BTNL9",0.743717658070368,-1.75475486073344,0.522770896976352,1,0.0793012476622242,0.601133694548542,1,0.288982446797885,0.815477215956636,"Herbivore",1
"SIX6",1.59726863835195,0.283994028877221,1.99711400922002,0.661235030474926,0.776414956602489,0.0458127994332366,1,0.9078823187595,0.24424868430625,"Vertivore",2
"CFD",0.47214957364353,0.779579117486349,0.896692727307003,1,0.435638651514406,0.36988290244969,1,0.703453566686293,0.652002200798021,"Unclear",0
"PLB1",0.814501730488804,-0.880586059191053,0.822001450556849,1,0.378541906785632,0.41107607133951,1,0.658184324768388,0.685838173148344,"Unclear",0
"NDUFA12",2.15283370708056,-0.0107027339118889,3.27806337547895,0.187990500199842,0.991460616882574,0.00104521925933906,1,0.996886822402297,0.0434903352425816,"Vertivore",2
"GAS6",-0.457635273387191,-0.450115081828303,-1.22918193251324,1,0.652627462520642,0.21900360140924,1,0.841361531853741,0.508654950056028,"Vertivore",2
