"","Herbivore...Insectivore.Rho","Herbivore...Insectivore.P","Herbivore...Insectivore.p.adj","Herbivore...Omnivore.Rho","Herbivore...Omnivore.P","Herbivore...Omnivore.p.adj","Insectivore...Omnivore.Rho","Insectivore...Omnivore.P","Insectivore...Omnivore.p.adj","Herbivore...Vertivore.Rho","Herbivore...Vertivore.P","Herbivore...Vertivore.p.adj","Insectivore...Vertivore.Rho","Insectivore...Vertivore.P","Insectivore...Vertivore.p.adj","Omnivore...Vertivore.Rho","Omnivore...Vertivore.P","Omnivore...Vertivore.p.adj","Carnivore...Herbivore.Rho","Carnivore...Herbivore.P","Carnivore...Herbivore.p.adj","Carnivore...Omnivore.Rho","Carnivore...Omnivore.P","Carnivore...Omnivore.p.adj"
"C6orf120",-2.41518510629689,0.0943632887823809,0.571631393644492,0.733347102934746,1,1,3.01873370250117,0.015230012459773,0.250871688336828,-1.01448428997284,1,1,0.991570084726214,1,1,-1.57839333956769,0.686851646334692,1,1.78743109485399,0.221603518969198,0.672358893444303,2.56485472530095,0.0309657034942172,0.261327547068065
"RGS19",-2.36041000433751,0.109528481855264,0.627441832347698,-1.53137962104117,0.754053586194952,1,0.953417315020106,1,1,0.975320377905878,1,1,2.65427040859522,0.0476880636477239,0.618797691868747,2.03529861395673,0.250925013363483,1,0.549444358013722,1,1,-0.778029835098946,1,1
"NSMCE3",1.37938888728877,1,1,3.61131083786939,0.00182791952609357,0.226851548530123,1.85816049602841,0.378877356116345,1,4.42937336447982,5.67043720493537e-05,0.00638855718727956,3.15690360779505,0.00956724283133642,0.294325114014423,1.8439603267789,0.391133533216016,1,-3.53099966829321,0.00124197680132201,0.0210249795799911,0.358772700289798,1,1
"EMILIN3",-0.615717800624844,1,1,-1.50819932033334,0.789021127222022,1,-0.767318622494457,1,1,-2.10812589082581,0.210120608741238,1,-1.4778752520096,0.836647029092568,1,-0.8719611422689,1,1,1.11371242447545,0.796207732276944,1,-0.653233313646596,1,1
"MRGPRG",-0.830712394204285,1,1,1.18624347233306,1,1,1.76778357954483,0.462582546364962,1,-0.797721515359614,1,1,-0.0770745658718777,1,1,-1.61057972629318,0.64362813343316,1,0.879092886067566,1,1,2.00106182295721,0.136157183647366,0.613661604318219
"JRKL",0.546195564153022,1,1,0.513824785501709,1,1,-0.0604184827038852,1,1,0.279397607287143,1,1,-0.131836906567286,1,1,-0.0889680309946485,1,1,-0.716295116216362,1,1,0.197178585463439,1,1
"FIGLA",1.23073160662521,1,1,0.648263325670208,1,1,-0.616343383149735,1,1,0.528699618232988,1,1,-0.486053919703341,1,1,0.0191770896569755,1,1,-1.3695901960628,0.512444585114717,1,-1.43208404157997,0.45635931300272,1
"DDX28",-0.346653559404503,1,1,-0.0488400112128768,1,1,0.294401042768873,1,1,0.238744826168206,1,1,0.500105388174663,1,1,0.271048323961144,1,1,-0.206635401709004,1,1,0.0762629645526941,1,1
"SHC4",3.01177608650134,0.0155834460358922,0.189218611231633,1.03802412772055,1,1,-1.98698580463061,0.281543819730537,1,1.9921233260473,0.278145169253557,1,-0.487835403866458,1,1,1.1646867120905,1,1,-3.31845493790773,0.00271550778593566,0.0369700483432971,-2.49796879935818,0.0374721560815394,0.293408923680945
"MARCHF11",1.89476909597402,0.348737994798604,1,1.28253674009291,1,1,-0.74748755609863,1,1,1.35781831006732,1,1,-0.299384735536694,1,1,0.344730967540564,1,1,-2.32636187999117,0.0599977603050094,0.297568303955659,-0.648052439900359,1,1
"CCR10",-1.59088457564995,0.669813326548457,1,-1.70390395471072,0.530394192452365,1,-0.0133165320680501,1,1,-1.14459898830457,1,1,0.0910183616200861,1,1,0.104501037213558,1,1,1.23188387182381,0.653977400719585,1,-0.709306272835662,1,1
"CYB5D1",-0.0465567645499511,1,1,-1.76096907330651,0.469461825742039,1,-1.52807176218747,0.758968329325207,1,-2.06188859184592,0.2353100634391,1,-1.8945843183667,0.348884963726161,1,-0.728916216988172,1,1,0.693710781736629,1,1,-0.377709060319902,1,1
"SEMA4B",-2.64423336942417,0.0491257106651326,0.387692716612763,0.456075590583656,1,1,2.93498100500647,0.0200140864224092,0.297551944301664,0.0796508109095824,1,1,2.10152834041654,0.213567677292737,1,-0.25739012312139,1,1,1.4792264194083,0.417239432381493,1,2.33073597377605,0.0593018581619923,0.38330610801712
"HEXIM1",-1.27077140068363,1,1,0.311782318212332,1,1,1.51914001154073,0.772363543289523,1,0.433284590213976,1,1,1.37561782395545,1,1,0.194882018862163,1,1,-0.00310239850046549,1,1,0.754318785212352,1,1
"HOXB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRIML1",-0.701387953957917,1,1,0.246637682829078,1,1,0.889304964851712,1,1,0.507782274075849,1,1,1.02602110677363,1,1,0.300328053677895,1,1,-0.159509597821282,1,1,0.598920768546971,1,1
"PTGDR2",-0.823422609988364,1,1,0.494824443852446,1,1,1.24367035520295,1,1,-1.07358496406645,1,1,-0.315045343995767,1,1,-1.44654193264649,0.888151557377181,1,1.43477459875821,0.454054015474006,1,2.18794753456544,0.0860202726652153,0.471220755898592
"IL1R2",2.98391330827524,0.0170752434663215,0.199530895254272,4.74842271139758,1.23005521869254e-05,0.0206444267537232,1.39446515312286,0.979063111970012,1,4.81954948283662,8.63296582747958e-06,0.00206848179740334,2.19219625908408,0.170192030836895,1,1.11430635457871,1,1,-5.20673898408559,5.76564388096474e-07,8.59504734083902e-05,0.105783224385364,1,1
"LAMP1",3.06158231551087,0.0132102266944618,0.171426524243853,1.99804366273149,0.274271559930572,1,-1.23016744137527,1,1,2.19875753433975,0.167371005115679,0.921944442475281,-0.438645043663746,1,1,0.613238622985718,1,1,-3.46805117570528,0.00157274232805427,0.0249918843970095,-0.867143780973033,1,1
"GPR173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSBP2",0.378638249023546,1,1,1.85727393561873,0.379633144058543,1,1.3115829970536,1,1,3.39277773741872,0.00415126515287018,0.100321134190322,2.88802173944629,0.0232603846665667,0.440256704265443,1.90982900447839,0.336931400998425,1,-3.0281796099827,0.00738095430720203,0.0720960385966501,-0.91668477457941,1,1
"TMED9",-1.46604953627669,0.855808752744362,1,-1.25537047823848,1,1,0.309696080244899,1,1,1.560536450307,0.711798979148468,1,2.57751727985607,0.0597077435123713,0.702356509354249,2.45506209916598,0.0845161517037875,1,0.38334961738962,1,1,-0.773678844872801,1,1
"TRAK2",-1.57872206036297,0.686398935014018,1,-1.02749579164855,1,1,0.606699600805798,1,1,0.213548012599683,1,1,1.4044241734714,0.961155460055275,1,0.965484285742785,1,1,0.478032333163279,1,1,-0.41465500782,1,1
"WDR53",2.19271838697579,0.169966050912702,0.824449967577509,0.249816666038647,1,1,-1.90568566032901,0.340146005110385,1,2.786973370808,0.0319217104242282,0.346867276437081,0.882006593338637,1,1,2.54063856597997,0.0663901430566314,0.942016687764856,-3.25468707922834,0.00340552102027306,0.0432472551750978,-2.67041170296258,0.0227274881226822,0.218313738419919
"TMPRSS11B",-0.580240178726587,1,1,-0.968954004844562,1,1,-0.278297537328454,1,1,-0.486749727307139,1,1,0.0114613336840004,1,1,0.250591413644136,1,1,-0.193133197994838,1,1,-0.885310693020393,1,1
"MXI1",1.30880388583074,1,1,0.609142668030174,1,1,-0.710597281002482,1,1,1.35343683242786,1,1,0.27807811352659,1,1,0.86877765997821,1,1,-1.50586603647238,0.396304700626834,0.967393498107817,-0.990117462559534,0.966350126782869,1
"ANXA2",0.539987923126459,1,1,-0.385882544329474,1,1,-0.86281391831756,1,1,0.848432305320387,1,1,0.400385043967728,1,1,1.10140008307802,1,1,-0.462253542776674,1,1,-1.29492080474986,0.58604265211257,1
"RLIM",3.34703640744662,0.00490082892356216,0.0909422861061504,-0.350670407025909,1,1,-3.50511041364651,0.00273850771936418,0.0935863328076832,2.78041269390383,0.0325739134054495,0.351416368461161,0.214117122248769,1,1,2.94441265494976,0.0194140957900272,0.569451047053365,-4.45029265426858,2.57260055607961e-05,0.00142407104774634,-4.36765285426659,3.76766696642728e-05,0.00462902302411782
"TAS2R60",0.427655294965451,1,1,3.34121629738479,0.00500473282113632,0.352130372477017,2.02149301277684,0.259372529531176,1,-0.729709864430169,1,1,-0.893416030681804,1,1,-2.03332798065668,0.252116388589282,1,-0.880178573282782,1,1,2.20740553520042,0.0818572200612133,0.458686660253145
"DBX2",2.7788981490004,0.0327261745202458,0.301194318423896,0.644674417184442,1,1,-2.04067237775181,0.247700416218731,1,2.35109529544971,0.112309435875871,0.736096798685092,0.00527556323448291,1,1,1.75932887898749,0.471129985144977,1,-2.92288180129416,0.0104042442312849,0.0923246851574738,-2.21254210856772,0.0807876901076124,0.45507729803813
"XPOT",-0.173747921244408,1,1,-1.55223274823036,0.723639257530332,1,-1.22831578029884,1,1,1.48932235479489,0.818415022828103,1,1.52848266228566,0.758356469861242,1,2.57911450090687,0.0594323687735889,0.903914458295562,-0.334174146892976,1,1,-2.0953298038916,0.108425054463278,0.538632288970763
"URAD",0.871796862063255,1,1,0.674785971917709,1,1,-0.252042886381528,1,1,-0.899603594486955,1,1,-1.52047667423726,0.770347301059029,1,-1.39494085611919,0.97820205248342,1,0.0134404279587363,1,1,0.134358666581798,1,1
"SIMC1",0.190998059793769,1,1,1.06094206402623,1,1,0.762759119495626,1,1,1.11298022194034,1,1,0.890046808036319,1,1,0.291518493407015,1,1,-1.15777179825937,0.740871525078632,1,-0.502004893402381,1,1
"KLHDC8B",-0.478161271744507,1,1,0.896621385349769,1,1,1.24201400560722,1,1,0.723362632078397,1,1,1.0301266869271,1,1,0.0508882170729229,1,1,0.234507206034316,1,1,0.913799695700633,1,1
"STAC3",-1.00282505154079,1,1,-2.2717353955038,0.138614981834995,1,-1.11084747858662,1,1,1.29966037777263,1,1,1.97046592015864,0.292709982480241,1,2.88604539252085,0.0234069532312414,0.624024438058608,-0.0603934745626809,1,1,-2.80843894173083,0.0149346964914911,0.16794561960697
"ASB7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEN",-1.33499339105707,1,1,0.360480844633285,1,1,1.62902722328966,0.619843536370476,1,-0.766309402901254,1,1,0.293004592678135,1,1,-1.01968872312257,1,1,1.03783124931224,0.89804587683463,1,1.25020979555588,0.633668758348593,1
"C11orf88",-0.534427809761134,1,1,-1.09828093543485,1,1,-0.434413386237737,1,1,0.801517471017117,1,1,1.13829710513729,1,1,1.56738997725401,0.702141391588517,1,-0.731162185823599,1,1,-1.28018291903577,0.601442435265193,1
"NOG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANO9",0.24856844947796,1,1,1.1338705127281,1,1,0.728663393062249,1,1,0.935883982956532,1,1,0.625223647325892,1,1,-0.012870277914775,1,1,-1.17128917576922,0.724447682409513,1,-0.275423821835677,1,1
"PHF12",0.983482516689646,1,1,-0.92965959412692,1,1,-1.7692601662573,0.461102805988208,1,1.82174348408402,0.410963499949196,1,0.962444336151063,1,1,2.4451929590277,0.0868647970117551,1,-1.85022169349829,0.192844810544447,0.617430249353323,-2.54124197291629,0.0331378331791102,0.272606932500116
"NLRP9",2.37819844924708,0.104384760752287,0.609011900796949,0.278872575653082,1,1,-2.01174552572947,0.265480613483679,1,3.44121328719247,0.00347467108141094,0.0883525791475267,1.17887485536307,1,1,3.074511007311,0.0126508764451736,0.474141036793801,-4.11167904111104,0.000117837629376674,0.00395724945586732,-3.46524882516871,0.00158922331235607,0.0437456151117031
"COLEC10",-1.21125619896616,1,1,-0.46263263840745,1,1,0.74961762454001,1,1,0.311124130367548,1,1,1.21312472344895,1,1,0.645198596588096,1,1,0.437119148840531,1,1,0.177466107631152,1,1
"VSTM4",-1.07155344403795,1,1,-0.419860688441132,1,1,0.661783951577204,1,1,1.16753668025935,1,1,1.8796455841691,0.360938378004737,1,1.43969904578329,0.899715380796697,1,-0.745753166491859,1,1,-0.759095443067634,1,1
"CYP2U1",-0.795116367903347,1,1,0.695957863656663,1,1,1.3793265169793,1,1,1.72620599989348,0.505862154172053,1,2.22289136133543,0.15733875858914,1,1.14193484429138,1,1,-0.764520751785285,1,1,0.231642253482926,1,1
"CRADD",-0.0391280751570134,1,1,-0.187594369850239,1,1,-0.130519180992797,1,1,-0.92015489408017,1,1,-0.832419029714873,1,1,-0.756637770914336,1,1,0.0769651138644292,1,1,0.36651511925306,1,1
"SPATA45",2.23489515718993,0.152545395460878,0.772465653280524,0.100636836511605,1,1,-2.08181388767396,0.224156836434498,1,1.69703676716174,0.538138257503314,1,0.0175568989252831,1,1,1.60134603915902,0.655801783406155,1,-2.77647880372218,0.0164853653864801,0.126717620407165,-2.34289119698206,0.0574048869767035,0.376030625050691
"FAM43B",0.511473236350303,1,1,2.16778705118854,0.181049355010072,1,1.46228051753391,0.861986130485715,1,1.72785715769373,0.50408302139142,1,1.21814372135398,1,1,0.040617469057487,1,1,-1.08769405615706,0.830190577774437,1,1.06817519716419,0.85632447204619,1
"RFX6",1.01642760275621,1,1,-1.08215769555372,1,1,-1.94053432692233,0.313888719585398,1,-1.37597849847837,1,1,-2.07175680475557,0.229728761157631,1,-0.5205714276092,1,1,-0.146411732503847,1,1,-1.03555509315834,0.901229254236802,1
"SLIT3",0.733525032743674,1,1,-0.369293329992014,1,1,-1.06764548393978,1,1,-1.4395528503732,0.89996368405986,1,-1.96389354344772,0.297254632640605,1,-1.13575608212059,1,1,0.792351020123347,1,1,0.265010498921071,1,1
"PRKCH",0.908316418889574,1,1,0.75085955810384,1,1,-0.19014797458514,1,1,1.30873673065857,1,1,0.508459839219384,1,1,0.68851223831221,1,1,-2.01588987115773,0.131434479007225,0.484921349305952,-0.954574041183121,1,1
"YIPF7",2.36659535800559,0.107715292895583,0.621137305851637,-0.317950778804831,1,1,-2.5851425890088,0.0584032399086606,0.567684001814876,1.29144883919635,1,1,-0.693244390723534,1,1,1.51111570385778,0.784553845992131,1,-1.86895193360496,0.184888505966101,0.600177255021024,-1.9877905538276,0.140504576670602,0.624773227267964
"NR2C1",1.52326242770503,0.76615837890309,1,-0.393624410048736,1,1,-1.82553095903536,0.407525662222216,1,2.34288310680059,0.114812263396867,0.745073075051091,1.11045481424487,1,1,2.57023508458433,0.0609777139332095,0.909107986777813,-2.13412462473806,0.0984977419325148,0.406249420328647,-2.38453533525427,0.0513021169759776,0.349224140423862
"TNFAIP2",-0.755488543119728,1,1,1.70763113648942,0.526228843080513,1,2.17928182359709,0.175864431945699,1,-0.478552216463087,1,1,0.173792835557658,1,1,-1.75585020603841,0.474683934766777,1,0.873657299647747,1,1,2.574254463285,0.030136908154186,0.257304494929977
"LYG2",1.05020023207449,1,1,1.36281534316722,1,1,0.0780872025043908,1,1,2.54005054008599,0.0665018706777966,0.541564027474168,1.39012640146219,0.986942984740886,1,1.46959952381181,0.850021495986993,1,-2.86415576190807,0.0125436704729453,0.105095028965203,-1.09869585451986,0.815702254094117,1
"DGAT2L6",2.48665434259065,0.0773703725451876,0.508121511867416,1.31333659964607,1,1,-1.32711849958064,1,1,2.95299485320682,0.0188824326021187,0.254853712877592,0.699079063735938,1,1,1.93212380016434,0.320065364349078,1,-3.12948996497634,0.00525330160749015,0.0577647580748819,-1.76639075016637,0.231990947569084,0.816072439400371
"NPTXR",0.962384088229573,1,1,1.07849979637316,1,1,-0.0152537864542906,1,1,-0.269137774215055,1,1,-0.973412364319404,1,1,-1.03126448512959,1,1,-0.826480086612351,1,1,0.0296016781561981,1,1
"TMEM186",2.11511919633894,0.206518737073793,0.929518674711475,-0.758110943073029,1,1,-2.72895498573688,0.0381212256324842,0.441580608265854,-0.521897771848943,1,1,-2.13154443836808,0.198265893206038,1,0.0556847776306153,1,1,-2.01565629567184,0.131507785976706,0.485073385814004,-2.70228270309991,0.0206595544739529,0.205670083801302
"MGAT1",-0.542668438113136,1,1,0.0190238687276738,1,1,0.532059674439431,1,1,1.22094705127436,1,1,1.58266952286967,0.680980849830401,1,1.15843307451954,1,1,-0.254330849899881,1,1,0.0360675222193139,1,1
"LCK",-1.30511355161248,1,1,-3.37018773795238,0.00450701926626292,0.338862671294049,-1.81798130646796,0.414401939859664,1,0.0956568460471778,1,1,1.0654237178858,1,1,2.55094881919491,0.064458060456772,0.931096946068756,0.672106526102965,1,1,-2.72781752105464,0.0191264597334241,0.194737073970882
"PSMF1",-2.65112266869619,0.048134818996987,0.383075047918592,-1.43381405812559,0.909751992735715,1,1.28509225974493,1,1,-0.9036903231595,1,1,1.19160398855083,1,1,0.183410893722438,1,1,1.84489083150521,0.195160261977708,0.621158778223911,0.694712710953644,1,1
"IQCF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIGN",-1.15216150094851,1,1,0.538726708398115,1,1,1.608247648933,0.646685707183017,1,-0.946455020458921,1,1,-0.0693446205606862,1,1,-1.30483104083893,1,1,1.67895162285221,0.279484417323908,0.775178624748335,2.16272156439001,0.0916878044422931,0.490125964178257
"MRPL40",3.13640217028546,0.0102620692665069,0.146601108463717,2.22939207065063,0.154726976167835,1,-1.07896045595625,1,1,2.33919261955936,0.11595280132032,0.748440645787226,-0.218166181146956,1,1,0.665454984497887,1,1,-3.95627305256408,0.000228384426390162,0.00627517354837842,-1.49248238344496,0.40671819634067,1
"TRIM50",-0.201879759294908,1,1,-0.0926734957021038,1,1,0.11057514042984,1,1,-0.40871973126795,1,1,-0.221377994752915,1,1,-0.325430086605401,1,1,-0.414130709718328,1,1,-0.0739622002416825,1,1
"H2AC14",-2.02500636870214,0.257200261631443,1,-2.10370054334902,0.212427462257046,1,0.0103160797577934,1,1,-0.944319189549023,1,1,0.902466600175477,1,1,0.919925199271095,1,1,2.23587079724539,0.076080707153979,0.345784868908883,-0.656382865345372,1,1
"ACAA1",1.08477486224956,1,1,1.28298912478676,1,1,0.156428643338442,1,1,1.66531027280045,0.575105220511706,1,0.755080962318788,1,1,0.638466771775863,1,1,-1.43577539687247,0.453198788504174,1,-0.208250203155563,1,1
"TAS1R1",1.38509277628164,0.996144602798427,1,3.61069953066528,0.00183223362599636,0.226851548530123,1.36854287334779,1,1,1.13196646699296,1,1,-0.0957513715857397,1,1,-1.34810824939994,1,1,-1.44606656054454,0.444475601240857,1,2.08869686998334,0.110205056397865,0.543189436492023
"COPB2",-1.3997100211843,0.969601030088233,1,0.295037255069156,1,1,1.62226824943147,0.62847554341916,1,0.329106833297602,1,1,1.33011699135601,1,1,0.114128275387605,1,1,1.04671511271901,0.885692974297534,1,0.90991597693635,1,1
"ZNF804B",2.03956361445105,0.24836285496112,1,-2.12813448405749,0.1999556095265,1,-3.89479976538919,0.000589679294137857,0.0371129405748013,-1.41893554343698,0.935506852235917,1,-2.917967057084,0.0211392941841546,0.42178058039296,0.214697325037828,1,1,-0.641845821582255,1,1,-2.75894549039974,0.01739646200438,0.183837121458406
"TM2D3",0.69141970029288,1,1,0.493314345031488,1,1,-0.228536057944661,1,1,0.397450235695318,1,1,-0.159443926406074,1,1,0.0217716136146497,1,1,-1.04290275319203,0.890980003148447,1,0.406990838372235,1,1
"TSEN54",2.64926219597156,0.048400632489942,0.384380417329429,0.790614034091551,1,1,-1.84637218182311,0.389029101155583,1,1.35354118529135,1,1,-0.816933792027154,1,1,0.718279032105814,1,1,-3.12573454491866,0.00532084716606774,0.0580148934874572,-2.14083792570215,0.0968613311213335,0.504573745572421
"CCDC172",0.0871182945925337,1,1,-0.10371269095488,1,1,-0.176484022434148,1,1,0.45702262906683,1,1,0.355446847699957,1,1,0.527348916784668,1,1,-0.115414815346087,1,1,-0.354876427212364,1,1
"TSSC4",0.146847498372376,1,1,0.742856061079419,1,1,0.500685650248097,1,1,-1.48213317127415,0.829829184443796,1,-1.45925739253322,0.86696566613305,1,-1.99523053828612,0.276106450810395,1,0.260462459096522,1,1,1.45812992226995,0.434414205375604,1
"EFNA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANKRD45",0.926180487224359,1,1,0.118900164763372,1,1,-0.80393651113398,1,1,1.38018173684892,1,1,0.584549234471598,1,1,1.27670750605516,1,1,-0.907476009564728,1,1,-0.914946098502365,1,1
"INKA1",-0.359921599660785,1,1,0.116136911336357,1,1,0.448645038345279,1,1,0.877325201789713,1,1,1.09259952079406,1,1,0.768450247035072,1,1,-0.793181497204656,1,1,-0.584652945014647,1,1
"OLIG2",-0.922967653979158,1,1,0.39139364773825,1,1,1.23344333954923,1,1,1.39506682452689,0.977974135511842,1,1.93205286817864,0.320117885025137,1,1.12330172989402,1,1,-0.449966690311585,1,1,0.0258522730789145,1,1
"SELE",1.58938672816604,0.671838654483146,1,0.612480871137959,1,1,-0.995840519816388,1,1,1.0724251085779,1,1,-0.272105206767449,1,1,0.57461077883131,1,1,-1.49416623520716,0.405396526167278,0.981315441845252,-1.23581216249103,0.649585178964063,1
"VPS33B",-2.14620169330201,0.191141343323201,0.88591285391131,-2.01015607129246,0.266488038630337,1,0.279589554152592,1,1,-2.31771154005694,0.122790020575026,0.771961004246949,-0.503140330783894,1,1,-0.760848797203239,1,1,2.44938016307138,0.0429306960019672,0.239910532675904,-0.029129946254044,1,1
"NPB",3.05351648735932,0.0135705775826133,0.174751555315749,1.2101840924351,1,1,-1.96086810737653,0.299366463313426,1,2.21025470824802,0.162524940220016,0.907831618743761,-0.289089266204941,1,1,1.31366677525924,1,1,-3.28689042318977,0.0030390072893012,0.0401195743811274,-2.52065394916888,0.0351410957704739,0.282624927771901
"RIOX2",1.09295967994023,1,1,-1.71022509241094,0.523345544157219,1,-2.58430504503922,0.0585452706383992,0.567968087985241,-0.149884357328634,1,1,-0.976656722096659,1,1,1.11751179735118,1,1,-0.351304568938752,1,1,-2.39062409936286,0.0504592913004774,0.345980403871513
"FAM83F",-1.03940834875128,1,1,-2.2963589497431,0.129932196453467,1,-1.05748676937844,1,1,-1.77519664692517,0.455192539182417,1,-0.822956436666725,1,1,0.0518474035989612,1,1,2.49593977073308,0.0376871788518413,0.220081266703297,0.101980876787605,1,1
"ABHD17B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIF1",1.41003753517051,0.951171599563333,1,0.238026761783973,1,1,-1.15241541932952,1,1,1.92750023765373,0.323503910814728,1,0.704148902759942,1,1,1.70515405928459,0.528994173351905,1,-2.65446774168403,0.0238300902338574,0.163914576064658,-2.15718609893365,0.0929735014557025,0.493334113061298
"TMEM179B",0.46997577095948,1,1,2.31518912069919,0.123615506316,1,1.6480336541998,0.596074592089616,1,2.09437042520461,0.217361971214091,1,1.61363589546233,0.639638556601494,1,0.31148860136603,1,1,-0.968830394809739,0.997889456220972,1,1.12183420972322,0.785798813478286,1
"STAC2",2.86188215084437,0.0252680079386855,0.256948971226188,1.87288016579287,0.366509607913991,1,-1.06143709520712,1,1,1.24873121326573,1,1,-1.04121415406144,1,1,-0.200623930183117,1,1,-2.10401279919634,0.106131991627101,0.424078968130288,-0.142005278289546,1,1
"KNTC1",1.52361848099806,0.76562426285505,1,-1.03052751747825,1,1,-2.40230676404409,0.0977522376874951,0.739753281698203,-0.0121969569364538,1,1,-1.2126520560785,1,1,0.775028587415213,1,1,-1.35786531103667,0.523519279008648,1,-2.14198595571382,0.0965838365688983,0.50436822072786
"MAFA",-0.849330256415237,1,1,0.130491562355838,1,1,0.947533882907798,1,1,-0.883033657550967,1,1,-0.212644960306159,1,1,-0.961770746185373,1,1,0.937181577789153,1,1,1.49117496787672,0.407746691747759,1
"UBA7",0.614507315346587,1,1,-0.0148732091313805,1,1,-0.607819647126398,1,1,1.86174890917032,0.37583094635051,1,1.22815355091963,1,1,1.8288912297152,0.404495426067339,1,-1.72703898610554,0.25248198611894,0.725136594029004,-1.90465239418863,0.170475813211489,0.690192394033811
"ADGRG3",0.0576179311452875,1,1,0.863407992396781,1,1,0.722335361288657,1,1,-0.126857823234413,1,1,-0.1641472610803,1,1,-0.791114353485284,1,1,-0.000786310060270703,1,1,1.33109265411888,0.549475577324646,1
"PGP",-1.64292159074082,0.602394943462907,1,0.686384359075999,1,1,2.1635846326363,0.182977451910324,1,0.936105760061311,1,1,2.07174655340305,0.229734500245312,1,0.412238374472476,1,1,0.559074307495173,1,1,1.14130390309053,0.761230435428605,1
"BSG",-0.345863766020567,1,1,1.45201890848075,0.878978086512262,1,1.59110693353984,0.669513074412578,1,0.901549027395316,1,1,1.0954743386365,1,1,-0.230078541799749,1,1,-0.824890868728951,1,1,0.859216256759115,1,1
"SCN5A",-0.660290000666031,1,1,0.467611291150646,1,1,1.05619239349023,1,1,-2.5334126799667,0.0677747278357375,0.546540036962616,-1.84543602968792,0.38984481631243,1,-2.82136960393313,0.0286914440607442,0.674608723146075,1.86106781417412,0.188203802187233,0.607072755315573,2.55423145387175,0.0319267462673232,0.266501175598731
"GALNT17",-0.7994394939165,1,1,0.139409456783449,1,1,0.843143624090617,1,1,-0.396587329023941,1,1,0.234688052031911,1,1,-0.47509147717284,1,1,0.208533145306937,1,1,0.173598291415677,1,1
"PIGA",-0.92406092339364,1,1,1.84791252598634,0.38768998904365,1,2.60140728053472,0.0557052949139764,0.553935799654781,2.70597295085913,0.0408627558149691,0.393867941180149,3.28407022053426,0.00613916549907676,0.24618582966383,1.27764557455836,1,1,-0.316178678269858,1,1,1.43434379589812,0.454422534183792,1
"TTC32",-0.45273493960911,1,1,-1.22437085912248,1,1,-0.666248991667747,1,1,-1.28214141963168,1,1,-0.845050884513353,1,1,-0.325372386036573,1,1,0.635537456026982,1,1,-1.04759029068448,0.884482238194129,1
"TUBB2A",-2.01819909040208,0.261423185114274,1,-0.0205093368967222,1,1,1.89603617521209,0.347731567075082,1,0.36457064644839,1,1,2.08933957634431,0.220062997303321,1,0.356110201158237,1,1,0.968836545359629,0.997880248491599,1,0.502748147667259,1,1
"POU6F1",-0.153076259327144,1,1,0.0510557833076083,1,1,0.195471850409953,1,1,1.08003976497636,1,1,1.12208953909332,1,1,1.03052133942836,1,1,-0.706996606870543,1,1,-0.623942448430102,1,1
"HMG20B",0.97889885764541,1,1,1.21387076217741,1,1,0.212175361577385,1,1,2.65636990027078,0.0473921531009663,0.432971404238727,1.80136863586537,0.42986877740501,1,1.63624635127041,0.610728235089268,1,-2.59559764427388,0.0283279705383519,0.183180269908248,-1.56291146364183,0.354220262743858,1
"MRPL12",0.29424841194515,1,1,-1.01908215035431,1,1,-1.16938303301794,1,1,0.0306066091509836,1,1,-0.195079104945383,1,1,0.765421379604536,1,1,-0.177926716889253,1,1,-1.06572711160439,0.85964105460357,1
"ARHGEF37",0.209727796003934,1,1,-1.21044030928727,1,1,-1.29096214970264,1,1,0.495320386782937,1,1,0.290523338709191,1,1,1.43951455449682,0.900028735718359,1,-0.479695629481759,1,1,-1.81441236712242,0.208842789515899,0.773617677785503
"TCF12",2.51640130347348,0.071136060745043,0.48148191862632,-0.124978218360543,1,1,-2.4805793923657,0.0787014297103677,0.667107236686366,1.51436090755448,0.779605970891473,1,-0.517624779426474,1,1,1.54607019067025,0.732525702456813,1,-2.60422875215054,0.0276243827580651,0.180422072040081,-2.14136216384193,0.0967345309589654,0.504573745572421
