,X_Omnivore...Carnivore.Rho,X_Omnivore...Carnivore.P,X_Omnivore...Carnivore.p.adj,X_Omnivore...Herbivore.Rho,X_Omnivore...Herbivore.P,X_Omnivore...Herbivore.p.adj,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj
TRAF5,1.74341390796759,0.243784021887601,0.864025092104088,0.43165123903336,1,1,-1.52588060953212,0.381118801723069,1
CDCA4,-1.6667247474851,0.286707449032905,0.94033078729375,-3.56088334246896,0.00110882783490576,0.0814391599125437,-1.24284002078044,0.641780374783844,1
SLC22A8,-2.6468085529192,0.0243766019373685,0.22767083775482,-2.68179501532419,0.0219684945249361,0.373556614665887,0.719468014149095,1,1
LIPA,-2.9209087580703,0.0104703607459556,0.130794745417095,-2.00449724301837,0.135050465851117,0.894647361077015,1.35567100822196,0.525611603316407,1
MTDH,-0.0368966157462071,1,1,-0.280117064756376,1,1,-0.19490136517776,1,1
SNTB2,0.264139645577511,1,1,0.13823175234226,1,1,-0.177167195473506,1,1
SRA1,-0.961010980109513,1,1,1.03422281221661,0.903096035757581,1,1.8862112445839,0.177799481544229,0.756091128603567
TMEM39B,-0.0898296461615218,1,1,-0.344185660912149,1,1,-0.165672637511904,1,1
HYAL3,1.44700597699466,0.443685748698723,1,1.12677169969444,0.779517056365693,1,-0.566347913273748,1,1
LARP1,-0.0847155115191913,1,1,-0.627912964432452,1,1,-0.431970744949688,1,1
SPAG17,-0.745460332343387,1,1,2.01916835081205,0.130409173884301,0.883109345087795,2.54987007258512,0.0323289214821344,0.281516788188438
WASHC2C,2.17838222672964,0.0881327759426682,0.4843120151341,-0.620281991500077,1,1,-2.98830126258529,0.0084159864194531,0.120775741335677
TESK1,0.18893478882385,1,1,0.373426442570161,1,1,0.0964357521568119,1,1
AP3S2,1.85793667724942,0.189534021482681,0.748324235940077,1.46330131229591,0.430154846466174,1,-0.891686285987768,1,1
SERPINB7,-0.15813690880647,1,1,-2.39290522512269,0.0501466747959672,0.558122846887808,-1.63620464088878,0.305390296452857,1
GGT7,-0.315870725535223,1,1,-0.485840754730618,1,1,-0.00354182699206224,1,1
ZFP36L1,-0.227225192192001,1,1,-1.57602737113006,0.345058486219483,1,-0.893372926881524,1,1
EIF5A,0.44774073592369,1,1,-0.261867534818406,1,1,-0.69109180936411,1,1
ARHGAP10,1.23049492488373,0.655535478973176,1,0.927898816220579,1,1,-0.508852945511707,1,1
SCAI,-1.14762630261097,0.753368600165348,1,-0.372589973714712,1,1,0.899646902120483,1,1
ZNF576,0.0802533692986261,1,1,-0.695720115323025,1,1,-0.650654916486573,1,1
DNAJB2,0.892500238672843,1,1,0.297626408741738,1,1,-0.713415683817248,1,1
MMP25,1.46493122619758,0.428819046911349,1,3.8203882764897,0.000399725253633976,0.0468884590705752,1.7199983243147,0.256298238537137,0.929396611633547
EPHA3,0.431460194314926,1,1,-1.1473266106071,0.753739979914416,1,-1.39464747559524,0.489366513285398,1
PNPLA2,-0.108348745190962,1,1,-0.664907000791179,1,1,-0.427360460516397,1,1
SLC39A9,0.258482556324541,1,1,-1.54648116456674,0.365965216672792,1,-1.59099670324895,0.334830953113331,1
HLCS,-0.509531288382078,1,1,-1.93273311630913,0.15980725022007,0.964657569546409,-1.19275707456957,0.69889357741928,1
LRRFIP2,0.234976922579132,1,1,1.94290935509042,0.156081334231322,0.957342173057749,1.44040555611813,0.449258077981922,1
ASAP3,1.47130943580469,0.423622358007923,1,2.22384872386021,0.0784758718380046,0.698172976618772,0.33659165777261,1,1
C2CD2L,-0.128450626694886,1,1,0.534262640106511,1,1,0.592888432255333,1,1
SEC23B,0.858637485940104,1,1,-0.456697826122549,1,1,-1.33286036371666,0.547732895817989,1
HORMAD2,1.72386663113931,0.254195767514206,0.879236584489554,0.498469392205469,1,1,-1.41868190486775,0.467975325076978,1
SEL1L,1.7050453246647,0.264557914583589,0.899126108624427,-0.265911431730927,1,1,-2.08607266216714,0.110916124823436,0.586126240831478
HDHD5,1.6548098327509,0.293889236436772,0.950797405900277,-0.809369157005282,1,1,-2.43898874914349,0.0441852804099097,0.340413653448101
HJV,1.37665311669503,0.505858560719041,1,0.727716268078923,1,1,-0.870676283245064,1,1
ZCCHC7,1.86476625423395,0.186642526038101,0.742445913790648,1.14165359614373,0.760794109350895,1,-1.01250391070612,0.933891533400399,1
BRIX1,-0.494715789928192,1,1,-1.20583772877102,0.683640194759739,1,-0.44260289029631,1,1
RAB27A,0.468420496898917,1,1,-0.391346046384807,1,1,-0.777620759337616,1,1
DHX15,0.69816490556537,1,1,-0.559626782618242,1,1,-1.1504380091147,0.749890538347862,1
ATG101,0.682533765678254,1,1,0.247269562584708,1,1,-0.521163932889814,1,1
NXN,1.10945678572354,0.801699530875191,1,1.94940693917689,0.153740539497477,0.948369030284206,0.348259397515852,1,1
GDPD5,-1.78382298531153,0.22335730013411,0.820039650299763,0.247099601710709,1,1,2.12612140595158,0.100479455989399,0.551666206714375
SKAP1,-0.921705016944702,1,1,-1.24406341053366,0.640428678408934,1,-0.048031636766229,1,1
HIP1,-2.15076090094075,0.0944852299943431,0.50656839720991,-0.376880068128776,1,1,1.96028863395248,0.149886191268726,0.693250377087039
LUZP2,-1.25411755638713,0.629397839913977,1,-3.08167150224768,0.00617525582530831,0.196988229624254,-1.06586581614055,0.859452910925391,1
STARD13,-1.73825845883777,0.246495847632703,0.867823929453511,0.248049939451047,1,1,2.07317232398119,0.114468735235407,0.598458356980983
AGPAT1,0.549369542233498,1,1,-0.79071185434457,1,1,-1.16890293765064,0.727328219451165,1
PRR5,-1.2726507103734,0.609426046101856,1,0.0060866437438082,1,1,1.36613892961008,0.515686084151964,1
PRELID3A,0.705585931752901,1,1,1.0463447902684,0.886205618776336,1,0.0467986074740002,1,1
SEC62,-0.177024555792315,1,1,-0.264186188552722,1,1,-0.022018272679314,1,1
AGTPBP1,-0.188512061582012,1,1,-1.13801219234317,0.765346173798157,1,-0.805038605550841,1,1
ZNF444,-0.441702002225141,1,1,-2.51620987771352,0.0355873558458758,0.468397050849736,-1.63363638076456,0.307005672106699,1
CELA3B,2.55986953656598,0.0314134393256659,0.264315660541349,1.27244743949564,0.609642563266303,1,-1.60006830160851,0.328750296252537,1
MRPL35,0.156694318713714,1,1,2.0094077519083,0.133481726407645,0.890394248151888,1.48465855851652,0.412902884401276,1
PKD1L2,-0.314435366765184,1,1,1.38504781222834,0.498113544111737,1,1.40242701748604,0.482363310500721,1
TBC1D22A,-1.43466473307585,0.454147975480316,1,-2.33240027068771,0.0590389316603567,0.607683098166161,-0.395607540827169,1,1
NUDT4,1.44021377754731,0.44942077934613,1,0.868940324188867,1,1,-0.890071542881056,1,1
MXD4,1.03092764635034,0.907724252630961,1,1.0735768298731,0.849037160746318,1,-0.300806545984207,1,1
AZIN1,1.52928364656952,0.378582425750596,1,-2.53534417307425,0.0337010685546974,0.458836453116408,-3.71026751231884,0.000621121062839857,0.022665323108404
CXCL14,0.270744939515171,1,1,0.880988641541014,1,1,0.400277632532069,1,1
RBBP9,-0.563448788628876,1,1,-1.35808983506112,0.523305540764552,1,-0.573675612897935,1,1
CDR2L,-2.06215941514085,0.117577683619751,0.572242003606851,-1.29902772632909,0.581803242432894,1,1.10025433802529,0.813663963627339,1
P2RX4,-0.269585830505985,1,1,-1.78419256498791,0.223177140119208,1,-1.2967466446719,0.584155123007866,1
TNPO1,1.59168776477322,0.334364636528518,1,-0.81330694365812,1,1,-2.14220573904729,0.0965307896997268,0.54131052061818
STARD7,-0.0450678792128377,1,1,-1.43736747644044,0.451840815203583,1,-1.08853706054241,0.829074254953296,1
FAM53B,0.473994265207524,1,1,-0.756420114535222,1,1,-1.15005613345895,0.750362256571066,1
BAG5,-4.73817895868978,6.46941999807362e-06,0.000911456893989468,-2.315915510873,0.0616886467750302,0.620799566341508,2.98546658443468,0.00849438215125174,0.12157772050758
CRYGN,-0.408232801176003,1,1,-1.89071407356846,0.175987568243538,1,-1.34196493450248,0.538822096616792,1
NPHP3,2.9233239209099,0.0103894810504676,0.129984843227549,3.91048627540227,0.00027633148277162,0.0407086516210373,0.108744475365891,1,1
ABHD12B,-0.678714102235114,1,1,0.822083689194547,1,1,1.39002874371503,0.493560447501546,1
LRRC8D,0.660074677152288,1,1,1.15068619957901,0.749584068059714,1,0.206573975214483,1,1
DGKH,0.902272975277486,1,1,-1.06061113477333,0.866599980525566,1,-1.89442009717736,0.174507812811486,0.749442688584691
PCID2,0.149989485738698,1,1,0.151827324274597,1,1,-0.0257526792128769,1,1
NAB1,-0.614521110908761,1,1,-0.495115782685159,1,1,0.246901332646335,1,1
CLPTM1,-0.467349489067862,1,1,-0.344994840734991,1,1,0.216671694269858,1,1
ZNF644,4.62101523883361,1.14560016475087e-05,0.00128740522153385,2.27022606405555,0.0695816111117591,0.659464423575038,-3.00659790356521,0.00792566895171259,0.116526032990606
ARHGAP6,0.419823994633557,1,1,0.848581744899415,1,1,0.286553924883996,1,1
SERPINA9,-1.40905536686672,0.476456391450273,1,-1.79154649735427,0.219616920117567,1,-0.0336543454749018,1,1
LRRC71,-1.69326135648668,0.271217190756832,0.91262322205288,-0.447354975739407,1,1,1.44242446202499,0.447548001254634,1
RAD51C,1.27429159095772,0.607680286680665,1,0.883783487295534,1,1,-0.613806825493127,1,1
NIPA1,0.652737793990127,1,1,-0.827509715218908,1,1,-1.45208145741719,0.439436871290038,1
ITPRIP,-1.76775269044501,0.231306771356498,0.837085617493406,0.303443575794357,1,1,2.17995161683479,0.0877831445488312,0.51568618853523
FIP1L1,-0.321883587848646,1,1,-0.864373124496996,1,1,-0.254910968880464,1,1
SIRT6,3.02960159274149,0.00734629591231861,0.10278470325681,0.968705579711972,0.998076323504985,1,-2.45931957088419,0.0417601943450478,0.330048131111446
NRIP2,-1.27665120706303,0.605176244307815,1,-0.228056262955086,1,1,1.14353447389531,0.758450249747758,1
RTN4,2.023598255894,0.129034513939814,0.605800404188021,0.427760025841702,1,1,-1.80048545466072,0.215352054795239,0.842271869261332
PPP2R5E,2.33322924810286,0.0589083496287894,0.385365046174619,-0.0624129226984541,1,1,-2.52235582074085,0.0349715179415091,0.29495498890595
TSPO,0.238522337676835,1,1,-2.10302306591628,0.106391259742867,0.803571737616415,-2.04316883617037,0.123107182694106,0.62351443847958
LZTS3,-1.38991849657934,0.493660884649459,1,0.525989398794737,1,1,1.86999499394773,0.184453539107279,0.771087847800528
AP1S1,1.2017569555529,0.68837312121393,1,0.925217797076976,1,1,-0.471769470786775,1,1
CBX3,1.43561604966016,0.453334875639138,1,-1.12768496801934,0.778358964694752,1,-2.98651346436125,0.00846535235946701,0.121269353605733
CHAT,-0.501179988907439,1,1,-0.44013287666526,1,1,0.159343186785542,1,1
PRPF4B,0.294324402783912,1,1,-2.04869588956475,0.121475584196203,0.858197240587865,-1.92820858794739,0.161487559293287,0.720777255005465
SINHCAF,-0.294630119604795,1,1,-0.8465496758291,1,1,-0.27330301175252,1,1
TTC33,-1.8445194250425,0.195322432679364,0.760002564887725,-0.707168947033399,1,1,1.36092712642198,0.520610160170047,1
AKAP1,-3.20108786886481,0.00410729323331183,0.0701144853583287,-0.914886364487442,1,1,2.64134325792614,0.0247734022142795,0.241940122167424
PTPA,-3.10165338152009,0.0057732944155459,0.0883275884047919,-1.41983267721556,0.466969197694264,1,2.13870787025633,0.0973780044804858,0.543291469901113
TASP1,1.22989068030132,0.656214133928044,1,1.00597966066132,0.943276062462326,1,-0.505080606451166,1,1
MGAT4B,2.69913854100222,0.020855768749855,0.20692294261185,-0.405756428732004,1,1,-3.22634699953722,0.00376143740740972,0.0723039900094664
SUPT7L,1.23433022824969,0.651239629100211,1,0.361387107744017,1,1,-1.02714654399008,0.913054394720726,1
GALNT16,-1.58373408971296,0.339762731153315,1,1.29161234566476,0.589474279388939,1,2.8510409402777,0.0130729075084158,0.161684921718589
SGCD,0.908901680478566,1,1,-0.232743803668525,1,1,-1.1108517055886,0.799896558361181,1
SUV39H1,1.69319112751773,0.271257278645966,0.91262322205288,1.31608591001426,0.564435628665416,1,-0.830350649491232,1,1
ZC3H15,1.3988331070204,0.485589107476053,1,-1.53207891870812,0.376508883769822,1,-2.50557002244828,0.0366762565590138,0.303818048667018
ZBTB49,-1.75302751464473,0.238791852891349,0.854251622995283,-1.20729516827844,0.681955472341895,1,0.855736168672501,1,1
HEY1,-1.30723443066627,0.573399316130171,1,-2.37348070298895,0.0528639413904064,0.575041381031433,-0.380173703440498,1,1
IL21R,-3.01842422874787,0.0076227880072697,0.105289353191631,-0.65530207051398,1,1,2.67552531671323,0.0223836713324857,0.227373193058892
NR1I2,-2.54373412810435,0.0329023586480928,0.271929944198811,-3.41642462646427,0.00190347676915241,0.112223437273496,0.114121661813922,1,1
KLHL25,0.26892828182308,1,1,-1.0628571996928,0.863540145497169,1,-1.07213480672087,0.850978461500131,1
STX3,0.41285630925916,1,1,-1.97553386378815,0.144622786723373,0.921305859035583,-2.04316049629888,0.12310965860364,0.62351443847958
ZNF420,2.77022318404137,0.0168053680971754,0.179723151095997,2.57097825159798,0.0304235085933883,0.43862362700699,-1.01484578374545,0.930538036515288,1
CCDC183,-2.30153572693743,0.0640841050965465,0.402438244486142,1.46013045899114,0.432762668700337,1,3.65139609746762,0.000782455850883281,0.0265216520837048
ZNF385A,-0.299440831846983,1,1,-0.1512781140286,1,1,0.200455059664483,1,1
MAPK15,-0.791229413324765,1,1,-0.443381230164653,1,1,0.492997838234591,1,1
ELAC2,-0.281514849327408,1,1,1.1152510782232,0.794228529714815,1,1.28593153071262,0.595400875107473,1
PLCB1,-0.658873057103405,1,1,-0.627868575393844,1,1,0.219268116248862,1,1
FBXO40,-0.318971694422301,1,1,-0.105946133650874,1,1,0.251791250330151,1,1
LIMS1,-0.883790538874337,1,1,-0.806112653642405,1,1,0.312315338324776,1,1
RUNDC3B,1.27206902466753,0.61004578695143,1,0.219123918427986,1,1,-1.19189052038179,0.699912527021363,1
CMTR2,2.58580585125377,0.0291454909312815,0.253742742648373,2.41963480337358,0.0466083033141633,0.536045450054328,-0.648411902413661,1,1
TTC8,-0.0322939618105973,1,1,-1.75592652972616,0.23730286308861,1,-1.45080392550037,0.440503398844119,1
GZF1,-0.521006867805738,1,1,-0.616666491380439,1,1,0.0214407893142607,1,1
ISYNA1,1.03662492002161,0.899732084454548,1,-1.02627782410486,0.914281941189125,1,-1.91746150189363,0.16553798206882,0.730205931249392
KPTN,1.77607886713049,0.227159756670965,0.828946165804598,1.26855081683447,0.613803946390879,1,-0.841447405725646,1,1
ENOX2,1.76483102561726,0.2327765059361,0.840483506167434,0.285532924510809,1,1,-1.61609721476694,0.318219889022434,1
SPRYD4,-1.57398159482464,0.34647511359993,1,0.239480806685619,1,1,1.8545410520887,0.190985377981112,0.787270958928047
MRPL30,0.734998824573122,1,1,-1.46717765632716,0.42698320035734,1,-1.96076356342599,0.14971983095726,0.693250377087039
LBR,-3.30780339245476,0.00282092394538454,0.0553324573403394,-0.493511734029615,1,1,3.09727450268039,0.00585926777254983,0.0967704958724285
PRIM1,1.52753661043452,0.379882892269055,1,0.181124177249386,1,1,-1.49024563672963,0.408478982405108,1
UBQLN2,1.79967755099167,0.215734703412045,0.801498203320786,1.69131138559369,0.27233203989794,1,-0.557997395101115,1,1
PEAR1,-0.906048936855562,1,1,2.18006929142018,0.0877569769695609,0.731570766354059,2.92230242176264,0.0104236196749536,0.139113250390114
LRFN2,-1.592020280162,0.334140443487778,1,-1.70802075822006,0.262897472484058,1,0.27853197703495,1,1
MFSD2B,-0.889837618981772,1,1,-0.978948966603457,0.982815587629082,1,0.110330914503966,1,1
ADCY2,-2.33720257729132,0.0582859596979943,0.382327578553402,-0.929500408430007,1,1,1.73217205611746,0.249728798385494,0.916652920580375
AURKAIP1,0.870411104745007,1,1,1.67070704079247,0.28433867245784,1,0.519881440746905,1,1
OTUD6A,-1.46703786417222,0.427097266109876,1,-1.83245179587207,0.200652411688932,1,-0.00898526240223851,1,1
TAF13,-0.17700847813594,1,1,0.26437892294246,1,1,0.474548479798449,1,1
FIBP,-0.562931089708569,1,1,0.364334083906713,1,1,0.847361804627383,1,1
VSTM1,0.57194786397645,1,1,-0.980670738730592,0.980265414312133,1,-1.7515326301151,0.239562617212904,0.89577510364262
H1-6,-2.59585268126895,0.028306953467513,0.249669005639327,-2.73149081424126,0.0189145495567147,0.350475131437264,0.403569727130613,1,1
QPCT,-0.142995888918209,1,1,0.386758159286287,1,1,0.461805396001224,1,1
ACACB,-3.10818692320357,0.00564716907555175,0.0867255292531653,-2.609992425842,0.0271632682086403,0.410233701137946,1.05694137068948,0.871615037614183,1
CA7,-1.25334237972691,0.630243394296292,1,-1.13579530578704,0.768126726406548,1,0.387950948968897,1,1
FAIM,-0.293281037297464,1,1,0.423986547396068,1,1,0.635526987069491,1,1
PALM,-1.15818453151529,0.74036621829452,1,-1.03568435683942,0.901048267964231,1,0.353039810819754,1,1
ARHGEF3,0.198336835799136,1,1,0.298940744817783,1,1,0.0298262761081906,1,1
CHST4,-0.146709182127655,1,1,0.895779258133851,1,1,0.928290185063306,1,1
DUPD1,0.544772510290225,1,1,0.516597476962248,1,1,-0.158313573533743,1,1
DPYSL4,-1.49465056115586,0.405016989639125,1,-0.255211027748933,1,1,1.39857689652068,0.485819695453099,1
GJB5,-2.59424426839841,0.0284397325134309,0.250016574163108,-1.35632246418742,0.524989773044115,1,1.61868276798257,0.316546609161319,1
SNX10,0.125212560963455,1,1,-0.244706013879545,1,1,-0.308305279150141,1,1
TRPV2,-0.577629538781984,1,1,-0.28607417834583,1,1,0.366876541255137,1,1
KLHL17,-0.862003400439315,1,1,-0.345536173102728,1,1,0.63444939907074,1,1
GSTO2,0.71875415506795,1,1,0.868508639407935,1,1,-0.0465279384655899,1,1
PPP1R32,-3.61601840184144,0.000897507353753585,0.0259902036038544,-1.51830120266336,0.386815453938898,1,2.55331109560529,0.0320112427816862,0.280197814991291
OR13H1,2.56657508258219,0.0308125160326767,0.261648000399071,0.592255530411613,1,1,-2.29182856727299,0.0657466125885137,0.432132255328903
SLC25A15,-2.27275758288551,0.0691223774147238,0.421815728389211,-1.41757996142367,0.468940301802714,1,1.32084701026585,0.559657143826401,1
NF2,1.49964133308683,0.401122004654334,1,0.221554433839189,1,1,-1.39797399354179,0.4863626307351,1
ZFP92,-2.70392793373473,0.0205575447314968,0.204716250608305,-4.19494872179438,8.18799979545389e-05,0.019803960699303,-0.521616726709785,1,1
ANKRD34B,-1.59293814862946,0.333522201427223,1,-3.08479392725814,0.00611079693695361,0.195884200686131,-0.994749964529105,0.95957366104124,1
TEKT1,-1.85737603973926,0.189773018707978,0.748324235940077,2.22143090349875,0.0789653695370248,0.70040164934181,3.95710724799041,0.000227588628006951,0.0111963671407712
TRIM2,-0.924373842682142,1,1,-1.92911701081767,0.161149012974286,0.967192501943817,-0.521284721840717,1,1
MAOA,0.202710104769327,1,1,0.1218295356984,1,1,-0.113957279873207,1,1
DCBLD1,-1.97492617417811,0.144829579747278,0.64358992075299,-2.65035101470509,0.0241224546857868,0.385790977263434,-0.237653885255718,1,1
PARVB,-1.39177786863832,0.491969021181676,1,-0.854577458869596,1,1,0.744617465080105,1,1
MTSS2,0.176527028184414,1,1,-0.949772839461605,1,1,-0.945753882606854,1,1
TNFSF13,1.1254177474048,0.781236162094604,1,1.42946203642026,0.458614436741675,1,-0.0447822342868943,1,1
IMPDH1,-1.44620836278976,0.444356306456956,1,-1.21763804611441,0.670084649284247,1,0.474270347695553,1,1
CRTC1,1.7565848470119,0.236965792973815,0.850307102554103,-0.90040101415437,1,1,-2.5515788292784,0.0321708187067442,0.281138945354191
DNAJB12,0.00751364726112298,1,1,0.932393095189429,1,1,0.803538355183037,1,1
ATP9A,-1.77634307090648,0.227029164545073,0.828946165804598,-0.873253652713607,1,1,1.23563295280719,0.64978508998162,1
EIF4EBP1,-1.31589116273873,0.564631725917112,1,0.597494012738655,1,1,1.91649774691447,0.165905309153722,0.731229004055661
OLFM3,0.650211267032633,1,1,-1.12304568887395,0.784254271698525,1,-1.58117537514239,0.341513832389375,1
TEAD3,3.39934018167179,0.00202645931443526,0.044760951648018,2.33854630754478,0.058076779177328,0.603918848563997,-1.86220034169357,0.187724568901933,0.778278778236725
HELT,1.51576107457444,0.388739334085799,1,0.247355459681913,1,1,-1.39933656307642,0.485136240609428,1
METTL24,0.0294941268214935,1,1,0.941740410091869,1,1,0.720437609924856,1,1
MAP3K15,-4.2749544263632,5.73529189032343e-05,0.00397587134225487,-5.41094915771747,1.8807471232404e-07,0.000761937678302769,-0.291303772766541,1,1
FAM184A,-0.213684862220548,1,1,-1.55905399497839,0.356950802951389,1,-1.10665202114817,0.805333219692116,1
DFFB,-2.45983128995203,0.0417007023884027,0.313087968350865,-1.62238800063232,0.314160890390005,1,1.19559674680584,0.695561884803395,1
CLEC12B,0.342205702701155,1,1,-0.131049519254511,1,1,-0.461860991213387,1,1
KRTDAP,-1.72205727855817,0.255177429094383,0.881156160738957,2.45704391243858,0.0420256686358187,0.508988012140092,3.91125911310483,0.000275448608304559,0.0129357053673927
PSPC1,-0.508961216880796,1,1,-1.51005358886319,0.393089252041511,1,-0.61787837977006,1,1
ZC3H12B,-2.57064618440639,0.0304526925919448,0.25976563334697,-1.06046004658747,0.86680607130432,1,1.85976531886273,0.188756208242614,0.781156599220135
PTGES2,0.0817592020724466,1,1,0.490825996256611,1,1,0.328985530866229,1,1
TRIM9,-0.560644921864087,1,1,-3.28000175554643,0.00311419322094931,0.142270302952486,-1.99597017565015,0.137811507677931,0.66040285341551
RPL14,-0.208592226425988,1,1,-0.729532943256937,1,1,-0.378291396726383,1,1
LRRC25,0.701318451197457,1,1,-0.447818497091393,1,1,-1.154033150122,0.745459734998524,1
CFAP36,0.593412259170043,1,1,-1.9440317295963,0.15567487484152,0.956129313178674,-2.21524270395925,0.0802302305984562,0.487397898821217
OSTN,-0.0148822672662404,1,1,1.31065442421146,0.569923629015522,1,1.08788709968449,0.829934855379886,1
KLHL7,0.143175330208507,1,1,0.5008043858442,1,1,0.169082967880603,1,1
NOSIP,-0.246637580143155,1,1,-0.929869163336134,1,1,-0.512514856207568,1,1
CERKL,1.16761626295471,0.728884761692955,1,1.02617829797818,0.914422646696887,1,-0.34027568299822,1,1
NANOS3,-0.681176747782841,1,1,-0.9184233545008,1,1,-0.0717020123509401,1,1
FOXR2,1.47197579252288,0.42308224407417,1,-0.299053558036958,1,1,-1.70054049492856,0.267087918349568,0.950441127410434
ABHD12,0.0985872082915722,1,1,0.0416150392396521,1,1,-0.0710865058233323,1,1
NRN1L,0.834743112728954,1,1,-0.241502593934297,1,1,-1.29299356615448,0.588039852992589,1
PHF10,-0.283206036241935,1,1,-2.00820106468796,0.133865789788861,0.891613285461773,-1.37385307915016,0.508461896229583,1
FBXL14,2.28275036920823,0.0673352308703265,0.415605870689916,0.303151512666911,1,1,-2.23687480452279,0.0758835711235061,0.472507924420848
DLGAP4,-0.63146985932071,1,1,0.323725265155583,1,1,0.960254322268873,1,1
SFN,-0.742929062059831,1,1,-0.761891751250441,1,1,0.0904195169765791,1,1
AMTN,-1.71450870161446,0.259306021041106,0.889274181446969,-0.951380145273903,1,1,1.04361040615049,0.889997029223095,1
RAP1GDS1,-0.567833797073136,1,1,-0.240635641184468,1,1,0.403770513821082,1,1
NEO1,-0.0121657590689705,1,1,1.10945292634165,0.801704523106347,1,0.946104404444641,1,1
RPGR,-0.76224125558042,1,1,-1.03156179916897,0.906832331186266,1,-0.104235590796944,1,1
PIK3AP1,-1.01522310888643,0.929998462087981,1,1.59699689384607,0.330799198837478,1,2.48435240541094,0.0389361892666548,0.315106962286884
TAS1R3,-0.38219259055741,1,1,0.0561219767544588,1,1,0.439481983697138,1,1
SDC3,0.502627950020977,1,1,0.0970115264279441,1,1,-0.446151508599054,1,1
SRFBP1,3.06934436556425,0.00643587449733471,0.0951405461731906,2.23904597565035,0.075458774568324,0.684138972444207,-1.34255435397403,0.538248957440753,1
ANP32B,1.51891197912112,0.386353959964784,1,0.51367970229983,1,1,-1.25543514768212,0.627962510436465,1
YIF1B,0.757449658611302,1,1,-0.629070814142959,1,1,-1.27680022361018,0.605018359766461,1
LRRC17,-0.827137530713277,1,1,1.51116020193287,0.392242918324588,1,2.13729559067516,0.097721871817637,0.544460029982584
ERMP1,-1.97474974861916,0.144889662779624,0.643680371909919,1.72525315170285,0.253445582110587,1,3.58964174740966,0.000993398199147389,0.0312015186515037
SAXO2,-1.57642172255871,0.344785936379271,1,-0.228283719909179,1,1,1.49231412619181,0.406850445635541,1
RPS16,0.887812410386658,1,1,0.222554926642442,1,1,-0.754059110043412,1,1
GJB4,-1.41390754487184,0.472167151126012,1,-2.60617872502241,0.027467601851254,0.411759933394608,-0.618209940673442,1,1
VMAC,1.97552010949859,0.144627464478132,0.64358992075299,1.09294261936852,0.823256982487948,1,-1.18958755776357,0.702625615613196,1
RIOK3,0.534119189736936,1,1,0.122999172466727,1,1,-0.463760791108225,1,1
PTCHD4,-0.531769560026376,1,1,-1.24392467411279,0.640581861859742,1,-0.460491090947148,1,1
ZCCHC13,-0.294568240199885,1,1,-2.41211247974891,0.0475811631078025,0.54223118717436,-1.84449467045477,0.195333245458051,0.796373740038084
CLIC5,-2.24862354523842,0.0736093713461269,0.436517187793593,-0.0665673403637079,1,1,2.31977221094208,0.0610596093485414,0.413409022425854
GRM8,-2.80562702945417,0.0150656347846634,0.166616665379601,-1.40778189645003,0.477586987834024,1,1.77097574646176,0.229694204915639,0.87332032259585
ALDH3A2,-3.58669503920883,0.00100468679483727,0.0280654059481955,-0.720193299062556,1,1,3.21898025013485,0.0038594203657463,0.0733924046547201
ZNF189,1.46471426255454,0.428996676052114,1,1.22620615576748,0.66036331612887,1,-0.576567087924991,1,1
SERINC1,-0.794648938389374,1,1,-1.06806488079767,0.856473738505205,1,0.061055285653417,1,1
GALNT15,2.3771117975308,0.0523463962462362,0.357623651940161,-0.707362770570413,1,1,-3.1632909585043,0.00467989014135449,0.0848138479532722
DUSP15,0.803542271285664,1,1,0.18550253542771,1,1,-0.68853035147753,1,1
ANKRD6,0.346388993849499,1,1,0.742590914657019,1,1,0.252971515491268,1,1
SLC35F4,0.153043219338346,1,1,1.23609596826439,0.649268680047145,1,0.928103944132801,1,1
DNAJB13,-1.27224303405951,0.609860345402938,1,0.533420391021396,1,1,1.81030868067376,0.210743794923985,0.832594724544843
KSR2,-0.797443577228604,1,1,-0.400456445306028,1,1,0.536934542948314,1,1
BORCS7,0.592667259334222,1,1,1.32550314224768,0.555012983764397,1,0.263158219517678,1,1
ELSPBP1,1.62818738782036,0.310455474710381,0.980021489761695,2.13021871798846,0.0994606812633545,0.77265596350559,0.0957537989003799,1,1
NCCRP1,-2.76861116259359,0.0168887332296667,0.18025774426025,-3.2477508337073,0.00348963255274584,0.150397594460762,0.155567683848777,1,1
USP54,4.54467083773431,1.65063501394627e-05,0.00163070661560716,3.1008256429253,0.00578945661782925,0.195543355036031,-2.14912109726694,0.0948744053370844,0.537045780766902
NFASC,-0.730564852753191,1,1,-2.71368263304229,0.0199619636959413,0.359826053050866,-1.61660007545543,0.317893906863651,1
ZNF292,4.04944533781092,0.000154017501747484,0.00772567047465242,0.192548138516056,1,1,-4.16314125291364,9.41697133531389e-05,0.00627875594957842
TSSK4,-0.540180515807031,1,1,0.0294047931651763,1,1,0.58858664263699,1,1
ZNF648,0.973106620627592,0.991500941692289,1,0.128802634165415,1,1,-0.894567988150142,1,1
CLEC18B,1.96231301193871,0.149178159666841,0.654654534919328,1.85753199885484,0.189706509053654,1,-0.520173320372777,1,1
HMX2,-0.167713882796198,1,1,-0.0382046266626727,1,1,0.147964716475014,1,1
