GO.ID	Description	p.Val	phenoType
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	Plasma Membrane Bounded Cell Projection Assembly 	0.489250954678244	1
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	Plasma Membrane Bounded Cell Projection Morphogenesis 	0.801762340876825	1
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	Plasma Membrane Bounded Cell Projection Organization 	0.836301474207756	1
Plasma Membrane Invagination (GO:0099024)	Plasma Membrane Invagination 	0.79426722250674	-1
Plasma Membrane Organization (GO:0007009)	Plasma Membrane Organization 	0.718301723754782	-1
Plasma Membrane Phospholipid Scrambling (GO:0017121)	Plasma Membrane Phospholipid Scrambling 	0.885231130850334	1
Plasma Membrane Raft Assembly (GO:0044854)	Plasma Membrane Raft Assembly 	0.814627780870332	-1
Plasma Membrane Raft Organization (GO:0044857)	Plasma Membrane Raft Organization 	0.79426722250674	-1
Plasma Membrane Repair (GO:0001778)	Plasma Membrane Repair 	0.755481907731157	-1
Plasma Membrane To Endosome Transport (GO:0048227)	Plasma Membrane To Endosome Transport 	0.649581045609309	-1
Plasma Membrane Tubulation (GO:0097320)	Plasma Membrane Tubulation 	0.713677599944299	-1
Plasminogen Activation (GO:0031639)	Plasminogen Activation 	0.932217129794613	-1
Platelet Activating Factor Metabolic Process (GO:0046469)	Platelet Activating Factor Metabolic Process 	0.979614096421189	1
Platelet Aggregation (GO:0070527)	Platelet Aggregation 	0.821745960603808	-1
Platelet Dense Granule Organization (GO:0060155)	Platelet Dense Granule Organization 	0.999387686865335	1
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	Platelet-Derived Growth Factor Receptor Signaling Pathway 	0.992224930482182	-1
Plus-End-Directed Organelle Transport Along Microtubule (GO:0072386)	Plus-End-Directed Organelle Transport Along Microtubule 	0.839281744040966	-1
Podocyte Cell Migration (GO:0090521)	Podocyte Cell Migration 	0.977237823982496	1
Podocyte Development (GO:0072015)	Podocyte Development 	0.843642888884263	1
Podocyte Differentiation (GO:0072112)	Podocyte Differentiation 	0.910381093642624	1
Polarized Epithelial Cell Differentiation (GO:0030859)	Polarized Epithelial Cell Differentiation 	0.862043466651724	1
poly(A)+ mRNA Export From Nucleus (GO:0016973)	poly	0.976891366277035	-1
poly-N-acetyllactosamine Metabolic Process (GO:0030309)	poly-N-acetyllactosamine Metabolic Process 	0.910381093642624	-1
Polyadenylation-Dependent snoRNA 3'-End Processing (GO:0071051)	Polyadenylation-Dependent snoRNA 3'-End Processing 	0.718301723754782	-1
Polyamine Biosynthetic Process (GO:0006596)	Polyamine Biosynthetic Process 	0.907384448704888	-1
Polyamine Metabolic Process (GO:0006595)	Polyamine Metabolic Process 	0.711433981125006	-1
Polyamine Transport (GO:0015846)	Polyamine Transport 	0.991279850534042	-1
Polyol Biosynthetic Process (GO:0046173)	Polyol Biosynthetic Process 	0.731084039990078	1
Polyol Metabolic Process (GO:0019751)	Polyol Metabolic Process 	0.904346885405672	1
Polysaccharide Biosynthetic Process (GO:0000271)	Polysaccharide Biosynthetic Process 	0.834951862891397	-1
Pore Complex Assembly (GO:0046931)	Pore Complex Assembly 	0.682789073164625	1
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	Porphyrin-Containing Compound Biosynthetic Process 	0.896926922389071	-1
Porphyrin-Containing Compound Catabolic Process (GO:0006787)	Porphyrin-Containing Compound Catabolic Process 	0.951106450080847	-1
Positive Chemotaxis (GO:0050918)	Positive Chemotaxis 	0.936525535222874	1
Positive Regulation By Host Of Viral Genome Replication (GO:0044829)	Positive Regulation By Host Of Viral Genome Replication 	0.981161585925626	-1
Positive Regulation By Host Of Viral Process (GO:0044794)	Positive Regulation By Host Of Viral Process 	0.981161585925626	1
Positive Regulation By Host Of Viral Transcription (GO:0043923)	Positive Regulation By Host Of Viral Transcription 	0.748822645174086	-1
Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)	Positive Regulation By Symbiont Of Entry Into Host 	0.897204902389042	1
Positive Regulation Of ATP Biosynthetic Process (GO:2001171)	Positive Regulation Of ATP Biosynthetic Process 	0.713677599944299	-1
Positive Regulation Of ATP Metabolic Process (GO:1903580)	Positive Regulation Of ATP Metabolic Process 	0.566644748245419	-1
Positive Regulation Of ATP-dependent Activity (GO:0032781)	Positive Regulation Of ATP-dependent Activity 	0.990171474475642	-1
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601)	Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation 	0.951106450080847	-1
Positive Regulation Of B Cell Activation (GO:0050871)	Positive Regulation Of B Cell Activation 	0.986568635130481	-1
Positive Regulation Of B Cell Differentiation (GO:0045579)	Positive Regulation Of B Cell Differentiation 	0.679815290910465	-1
Positive Regulation Of B Cell Proliferation (GO:0030890)	Positive Regulation Of B Cell Proliferation 	0.873716848391014	-1
Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)	Positive Regulation Of B Cell Receptor Signaling Pathway 	0.979595563006196	1
Positive Regulation Of BMP Signaling Pathway (GO:0030513)	Positive Regulation Of BMP Signaling Pathway 	0.951106450080847	1
Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation 	0.991279850534042	1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation 	0.909606874928503	-1
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation 	0.874444412515495	-1
Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)	Positive Regulation Of CD8-positive, Alpha-Beta T Cell Activation 	0.819563548423397	-1
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793)	Positive Regulation Of CREB Transcription Factor Activity 	0.915782977048515	-1
Positive Regulation Of CoA-transferase Activity (GO:1905920)	Positive Regulation Of CoA-transferase Activity 	0.804520696994344	1
Positive Regulation Of DNA Binding (GO:0043388)	Positive Regulation Of DNA Binding 	0.978664671014649	1
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	Positive Regulation Of DNA Biosynthetic Process 	0.216091394739954	-1
Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)	Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator 	0.834951862891397	-1
Positive Regulation Of DNA Demethylation (GO:1901537)	Positive Regulation Of DNA Demethylation 	0.992224930482182	1
Positive Regulation Of DNA Metabolic Process (GO:0051054)	Positive Regulation Of DNA Metabolic Process 	0.649581045609309	1
Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309)	Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation 	0.943897292661325	1
Positive Regulation Of DNA Recombination (GO:0045911)	Positive Regulation Of DNA Recombination 	0.975791206049775	1
Positive Regulation Of DNA Repair (GO:0045739)	Positive Regulation Of DNA Repair 	0.908514832635788	1
Positive Regulation Of DNA Replication (GO:0045740)	Positive Regulation Of DNA Replication 	0.41286984445207	1
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	Positive Regulation Of DNA-binding Transcription Factor Activity 	0.984574056763074	1
Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264)	Positive Regulation Of DNA-directed DNA Polymerase Activity 	0.965301657249797	-1
Positive Regulation Of DNA-templated DNA Replication (GO:2000105)	Positive Regulation Of DNA-templated DNA Replication 	0.897204902389042	1
Positive Regulation Of DNA-templated Transcription (GO:0045893)	Positive Regulation Of DNA-templated Transcription 	0.216091394739954	-1
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	Positive Regulation Of DNA-templated Transcription Initiation 	0.718301723754782	-1
Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)	Positive Regulation Of DNA-templated Transcription, Elongation 	0.41286984445207	-1
Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process 	0.652156798274901	-1
Positive Regulation Of ERAD Pathway (GO:1904294)	Positive Regulation Of ERAD Pathway 	0.951106450080847	-1
Positive Regulation Of ERBB Signaling Pathway (GO:1901186)	Positive Regulation Of ERBB Signaling Pathway 	0.834951862891397	1
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	Positive Regulation Of ERK1 And ERK2 Cascade 	0.79426722250674	1
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745)	Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway 	0.83291343361282	-1
Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)	Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle 	0.968330425253346	1
Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle 	0.938651049712551	1
Positive Regulation Of GTPase Activity (GO:0043547)	Positive Regulation Of GTPase Activity 	0.951106450080847	1
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling 	0.976000105236186	1
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	Positive Regulation Of I-kappaB Phosphorylation 	0.839281744040966	1
Positive Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903896)	Positive Regulation Of IRE1-mediated Unfolded Protein Response 	0.718301723754782	1
Positive Regulation Of JNK Cascade (GO:0046330)	Positive Regulation Of JNK Cascade 	0.958896104462504	1
Positive Regulation Of JUN Kinase Activity (GO:0043507)	Positive Regulation Of JUN Kinase Activity 	0.958040970335625	1
Positive Regulation Of MAP Kinase Activity (GO:0043406)	Positive Regulation Of MAP Kinase Activity 	0.876254482450606	1
Positive Regulation Of MAPK Cascade (GO:0043410)	Positive Regulation Of MAPK Cascade 	0.866130647760275	1
Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348)	Positive Regulation Of MHC Class II Biosynthetic Process 	0.992224930482182	-1
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	Positive Regulation Of NF-kappaB Transcription Factor Activity 	0.872506281214244	1
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	Positive Regulation Of NIK/NF-kappaB Signaling 	0.970809620092898	-1
Positive Regulation Of NK T Cell Activation (GO:0051135)	Positive Regulation Of NK T Cell Activation 	0.927857894545631	1
Positive Regulation Of NK T Cell Proliferation (GO:0051142)	Positive Regulation Of NK T Cell Proliferation 	0.929580322266794	1
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)	Positive Regulation Of NLRP3 Inflammasome Complex Assembly 	0.801762340876825	-1
Positive Regulation Of Notch Signaling Pathway (GO:0045747)	Positive Regulation Of Notch Signaling Pathway 	0.895653927294193	-1
Positive Regulation Of RIG-I Signaling Pathway (GO:1900246)	Positive Regulation Of RIG-I Signaling Pathway 	0.977490828424515	-1
Positive Regulation Of RNA Binding (GO:1905216)	Positive Regulation Of RNA Binding 	0.976891366277035	-1
Positive Regulation Of RNA Biosynthetic Process (GO:1902680)	Positive Regulation Of RNA Biosynthetic Process 	0.713677599944299	-1
Positive Regulation Of RNA Metabolic Process (GO:0051254)	Positive Regulation Of RNA Metabolic Process 	0.953005494521675	-1
Positive Regulation Of RNA Splicing (GO:0033120)	Positive Regulation Of RNA Splicing 	0.992224930482182	-1
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	Positive Regulation Of Ras Protein Signal Transduction 	0.904346885405672	1
Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)	Positive Regulation Of Rho Protein Signal Transduction 	0.711433981125006	1
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	Positive Regulation Of SMAD Protein Signal Transduction 	0.839281744040966	1
Positive Regulation Of T Cell Activation (GO:0050870)	Positive Regulation Of T Cell Activation 	0.876681507840917	1
Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	Positive Regulation Of T Cell Apoptotic Process 	0.977816801265935	-1
Positive Regulation Of T Cell Chemotaxis (GO:0010820)	Positive Regulation Of T Cell Chemotaxis 	0.897204902389042	-1
Positive Regulation Of T Cell Cytokine Production (GO:0002726)	Positive Regulation Of T Cell Cytokine Production 	0.869938245396805	1
Positive Regulation Of T Cell Differentiation (GO:0045582)	Positive Regulation Of T Cell Differentiation 	0.835848273338263	-1
Positive Regulation Of T Cell Differentiation In Thymus (GO:0033089)	Positive Regulation Of T Cell Differentiation In Thymus 	0.992224930482182	-1
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	Positive Regulation Of T Cell Mediated Cytotoxicity 	0.956148347419809	1
Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell 	0.876254482450606	1
Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	Positive Regulation Of T Cell Mediated Immunity 	0.977237823982496	1
Positive Regulation Of T Cell Migration (GO:2000406)	Positive Regulation Of T Cell Migration 	0.836301474207756	-1
Positive Regulation Of T Cell Proliferation (GO:0042102)	Positive Regulation Of T Cell Proliferation 	0.908736071021022	1
Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862)	Positive Regulation Of T Cell Receptor Signaling Pathway 	0.999102282685848	1
Positive Regulation Of T-helper 1 Cell Cytokine Production (GO:2000556)	Positive Regulation Of T-helper 1 Cell Cytokine Production 	0.915782977048515	-1
Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827)	Positive Regulation Of T-helper 1 Type Immune Response 	0.988826197818759	1
Positive Regulation Of T-helper 17 Cell Differentiation (GO:2000321)	Positive Regulation Of T-helper 17 Cell Differentiation 	0.979614096421189	-1
Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318)	Positive Regulation Of T-helper 17 Type Immune Response 	0.992224930482182	-1
Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553)	Positive Regulation Of T-helper 2 Cell Cytokine Production 	0.718301723754782	1
Positive Regulation Of T-helper 2 Cell Differentiation (GO:0045630)	Positive Regulation Of T-helper 2 Cell Differentiation 	0.806105790809747	1
Positive Regulation Of T-helper Cell Differentiation (GO:0045624)	Positive Regulation Of T-helper Cell Differentiation 	0.882107281717334	1
Positive Regulation Of TOR Signaling (GO:0032008)	Positive Regulation Of TOR Signaling 	0.986568635130481	-1
Positive Regulation Of TORC1 Signaling (GO:1904263)	Positive Regulation Of TORC1 Signaling 	0.991279850534042	-1
Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	Positive Regulation Of Wnt Signaling Pathway 	0.962314338222431	-1
Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)	Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway 	0.992224930482182	-1
Positive Regulation Of Acrosome Reaction (GO:2000344)	Positive Regulation Of Acrosome Reaction 	0.87285383719944	-1
Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)	Positive Regulation Of Actin Cytoskeleton Reorganization 	0.998749196569652	-1
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	Positive Regulation Of Actin Filament Bundle Assembly 	0.992224930482182	-1
Positive Regulation Of Actin Filament Depolymerization (GO:0030836)	Positive Regulation Of Actin Filament Depolymerization 	0.399902240051879	1
Positive Regulation Of Actin Filament Polymerization (GO:0030838)	Positive Regulation Of Actin Filament Polymerization 	0.798727741398069	1
Positive Regulation Of Actin Nucleation (GO:0051127)	Positive Regulation Of Actin Nucleation 	0.908514832635788	-1
Positive Regulation Of Activated T Cell Proliferation (GO:0042104)	Positive Regulation Of Activated T Cell Proliferation 	0.981161585925626	1
Positive Regulation Of Activation Of Janus Kinase Activity (GO:0010536)	Positive Regulation Of Activation Of Janus Kinase Activity 	0.962433931448442	1
Positive Regulation Of Activin Receptor Signaling Pathway (GO:0032927)	Positive Regulation Of Activin Receptor Signaling Pathway 	0.961657732921778	-1
Positive Regulation Of Acute Inflammatory Response (GO:0002675)	Positive Regulation Of Acute Inflammatory Response 	0.627286813870019	1
Positive Regulation Of Adaptive Immune Response (GO:0002821)	Positive Regulation Of Adaptive Immune Response 	0.897204902389042	-1
Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)	Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains 	0.931405282010584	1
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	Positive Regulation Of Adenylate Cyclase Activity 	0.855555205764686	-1
Positive Regulation Of Adipose Tissue Development (GO:1904179)	Positive Regulation Of Adipose Tissue Development 	0.804520696994344	-1
Positive Regulation Of Alcohol Biosynthetic Process (GO:1902932)	Positive Regulation Of Alcohol Biosynthetic Process 	0.951106450080847	1
Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635)	Positive Regulation Of Alpha-Beta T Cell Activation 	0.944937312280748	-1
Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638)	Positive Regulation Of Alpha-Beta T Cell Differentiation 	0.801762340876825	-1
Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641)	Positive Regulation Of Alpha-Beta T Cell Proliferation 	0.97676067729367	1
Positive Regulation Of Amide Metabolic Process (GO:0034250)	Positive Regulation Of Amide Metabolic Process 	0.976000105236186	-1
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	Positive Regulation Of Amyloid Precursor Protein Catabolic Process 	0.917009770855648	1
Positive Regulation Of Amyloid-Beta Clearance (GO:1900223)	Positive Regulation Of Amyloid-Beta Clearance 	0.895299037447007	-1
Positive Regulation Of Amyloid-Beta Formation (GO:1902004)	Positive Regulation Of Amyloid-Beta Formation 	0.965301657249797	1
Positive Regulation Of Angiogenesis (GO:0045766)	Positive Regulation Of Angiogenesis 	0.847922062189208	-1
Positive Regulation Of Animal Organ Morphogenesis (GO:0110110)	Positive Regulation Of Animal Organ Morphogenesis 	0.979614096421189	-1
Positive Regulation Of Antigen Processing And Presentation (GO:0002579)	Positive Regulation Of Antigen Processing And Presentation 	0.801762340876825	1
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)	Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway 	0.990171474475642	1
Positive Regulation Of Apoptotic Cell Clearance (GO:2000427)	Positive Regulation Of Apoptotic Cell Clearance 	0.775818257797784	-1
Positive Regulation Of Apoptotic Process (GO:0043065)	Positive Regulation Of Apoptotic Process 	0.876254482450606	-1
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	Positive Regulation Of Apoptotic Signaling Pathway 	0.996847616328623	1
Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961)	Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process 	0.883939630991543	-1
Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247)	Positive Regulation Of Aspartic-Type Peptidase Activity 	0.79426722250674	-1
Positive Regulation Of Astrocyte Differentiation (GO:0048711)	Positive Regulation Of Astrocyte Differentiation 	0.811423905973646	-1
Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902425)	Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore 	0.718301723754782	-1
Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987)	Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore 	0.718301723754782	-1
Positive Regulation Of Autophagosome Assembly (GO:2000786)	Positive Regulation Of Autophagosome Assembly 	0.968330425253346	-1
Positive Regulation Of Autophagosome Maturation (GO:1901098)	Positive Regulation Of Autophagosome Maturation 	0.981161585925626	1
Positive Regulation Of Autophagy (GO:0010508)	Positive Regulation Of Autophagy 	0.951106450080847	-1
Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599)	Positive Regulation Of Autophagy Of Mitochondrion 	0.979614096421189	-1
Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925)	Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization 	0.918741850464992	1
Positive Regulation Of Axon Extension (GO:0045773)	Positive Regulation Of Axon Extension 	0.967230098131107	-1
Positive Regulation Of Axonogenesis (GO:0050772)	Positive Regulation Of Axonogenesis 	0.957414016673119	1
Positive Regulation Of Behavior (GO:0048520)	Positive Regulation Of Behavior 	0.976891366277035	1
Positive Regulation Of Binding (GO:0051099)	Positive Regulation Of Binding 	0.992224930482182	1
Positive Regulation Of Biomineral Tissue Development (GO:0070169)	Positive Regulation Of Biomineral Tissue Development 	0.992224930482182	-1
Positive Regulation Of Biosynthetic Process (GO:0009891)	Positive Regulation Of Biosynthetic Process 	0.718301723754782	-1
Positive Regulation Of Blood Circulation (GO:1903524)	Positive Regulation Of Blood Circulation 	0.839281744040966	-1
Positive Regulation Of Blood Coagulation (GO:0030194)	Positive Regulation Of Blood Coagulation 	0.979614096421189	-1
Positive Regulation Of Blood Pressure (GO:0045777)	Positive Regulation Of Blood Pressure 	0.814953634219134	-1
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	Positive Regulation Of Blood Vessel Endothelial Cell Migration 	0.988826197818759	-1
Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589)	Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis 	0.855555205764686	1
Positive Regulation Of Bone Mineralization (GO:0030501)	Positive Regulation Of Bone Mineralization 	0.966675843388635	1
Positive Regulation Of Bone Resorption (GO:0045780)	Positive Regulation Of Bone Resorption 	0.775818257797784	-1
Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis 	0.904346885405672	1
Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)	Positive Regulation Of Brown Fat Cell Differentiation 	0.992224930482182	1
Positive Regulation Of cAMP-mediated Signaling (GO:0043950)	Positive Regulation Of cAMP-mediated Signaling 	0.835908623913643	-1
Positive Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070886)	Positive Regulation Of calcineurin-NFAT Signaling Cascade 	0.727842044316333	1
Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058)	Positive Regulation Of Calcineurin-Mediated Signaling 	0.727842044316333	1
Positive Regulation Of Calcium Ion Import (GO:0090280)	Positive Regulation Of Calcium Ion Import 	0.944937312280748	-1
Positive Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905665)	Positive Regulation Of Calcium Ion Import Across Plasma Membrane 	0.926372231742244	1
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)	Positive Regulation Of Calcium Ion Transmembrane Transport 	0.768559120256538	1
Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	Positive Regulation Of Calcium Ion Transmembrane Transporter Activity 	0.873716848391014	1
Positive Regulation Of Calcium Ion Transport (GO:0051928)	Positive Regulation Of Calcium Ion Transport 	0.910381093642624	1
Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524)	Positive Regulation Of Calcium Ion Transport Into Cytosol 	0.927857894545631	1
Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956)	Positive Regulation Of Calcium Ion-Dependent Exocytosis 	0.992224930482182	1
Positive Regulation Of Calcium-Mediated Signaling (GO:0050850)	Positive Regulation Of Calcium-Mediated Signaling 	0.801762340876825	-1
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	Positive Regulation Of Canonical Wnt Signaling Pathway 	0.986568635130481	-1
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	Positive Regulation Of Carbohydrate Metabolic Process 	0.952259430610688	1
Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition (GO:0062043)	Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition 	0.979612116094625	1
Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)	Positive Regulation Of Cardiac Muscle Cell Differentiation 	0.977237823982496	-1
Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)	Positive Regulation Of Cardiac Muscle Cell Proliferation 	0.990171474475642	1
Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	Positive Regulation Of Cardiac Muscle Hypertrophy 	0.951106450080847	-1
Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)	Positive Regulation Of Cardiac Muscle Tissue Growth 	0.992224930482182	-1
Positive Regulation Of Cardiocyte Differentiation (GO:1905209)	Positive Regulation Of Cardiocyte Differentiation 	0.961657732921778	1
Positive Regulation Of Cartilage Development (GO:0061036)	Positive Regulation Of Cartilage Development 	0.992224930482182	1
Positive Regulation Of Catabolic Process (GO:0009896)	Positive Regulation Of Catabolic Process 	0.979614096421189	1
Positive Regulation Of Catalytic Activity (GO:0043085)	Positive Regulation Of Catalytic Activity 	0.991279850534042	-1
Positive Regulation Of Catecholamine Secretion (GO:0033605)	Positive Regulation Of Catecholamine Secretion 	0.976000105236186	1
Positive Regulation Of Cation Channel Activity (GO:2001259)	Positive Regulation Of Cation Channel Activity 	0.992224930482182	-1
Positive Regulation Of Cation Transmembrane Transport (GO:1904064)	Positive Regulation Of Cation Transmembrane Transport 	0.927857894545631	1
Positive Regulation Of Cell Activation (GO:0050867)	Positive Regulation Of Cell Activation 	0.991279850534042	-1
Positive Regulation Of Cell Adhesion (GO:0045785)	Positive Regulation Of Cell Adhesion 	0.745920718829316	-1
Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	Positive Regulation Of Cell Adhesion Mediated By Integrin 	0.961118437068451	-1
Positive Regulation Of Cell Communication (GO:0010647)	Positive Regulation Of Cell Communication 	0.908514832635788	-1
Positive Regulation Of Cell Cycle (GO:0045787)	Positive Regulation Of Cell Cycle 	0.992224930482182	-1
Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)	Positive Regulation Of Cell Cycle G1/S Phase Transition 	0.981161585925626	1
Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)	Positive Regulation Of Cell Cycle G2/M Phase Transition 	0.852660461989001	1
Positive Regulation Of Cell Cycle Phase Transition (GO:1901989)	Positive Regulation Of Cell Cycle Phase Transition 	0.843642888884263	1
Positive Regulation Of Cell Cycle Process (GO:0090068)	Positive Regulation Of Cell Cycle Process 	0.718301723754782	1
Positive Regulation Of Cell Death (GO:0010942)	Positive Regulation Of Cell Death 	0.949934642238676	-1
Positive Regulation Of Cell Development (GO:0010720)	Positive Regulation Of Cell Development 	0.988826197818759	1
Positive Regulation Of Cell Differentiation (GO:0045597)	Positive Regulation Of Cell Differentiation 	0.86266533198932	-1
Positive Regulation Of Cell Division (GO:0051781)	Positive Regulation Of Cell Division 	0.866746687514359	-1
Positive Regulation Of Cell Growth (GO:0030307)	Positive Regulation Of Cell Growth 	0.876254482450606	-1
Positive Regulation Of Cell Junction Assembly (GO:1901890)	Positive Regulation Of Cell Junction Assembly 	0.495462501397126	-1
Positive Regulation Of Cell Killing (GO:0031343)	Positive Regulation Of Cell Killing 	0.992224930482182	1
Positive Regulation Of Cell Migration (GO:0030335)	Positive Regulation Of Cell Migration 	0.969754760980222	1
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway 	0.843642888884263	-1
