"","Rho","N","P","p.adj","permPValue"
"ENSG00000137804",NA,NA,NA,NA,NA
"ENSG00000137806",NA,NA,NA,NA,NA
"ENSG00000137807",-0.0358138656809129,58,0.742655486511783,1,0.99993954050786
"ENSG00000137809",-0.088000612180301,55,0.432510925143688,1,0
"ENSG00000137812",0.216883211720346,42,0.0927732917624954,1,0.268706089629721
"ENSG00000137814",-0.158493905429108,60,0.139207004918592,1,0.141903544371134
"ENSG00000137815",-0.0136014773094758,66,0.893957873752442,1,0.795850734551258
"ENSG00000137817",-0.112654394903229,27,0.489660263017141,1,0.941642010561165
"ENSG00000137819",NA,NA,NA,NA,NA
"ENSG00000137821",-0.0972142213809774,32,0.513890891257714,1,0.409099642554179
"ENSG00000137822",-0.062135228050704,68,0.53632919146555,1,0.999978746918303
"ENSG00000137824",-0.00456886227533989,62,0.965418151391636,1,0.999997864251847
"ENSG00000137825",0.095685783848852,65,0.352166187088324,1,0.387872185783599
"ENSG00000137831",-0.10706459710002,48,0.373605611013001,1,0.99993954050786
"ENSG00000137834",-0.0543273842846626,63,0.603199406633836,1,0.99993954050786
"ENSG00000137841",0.0184188106062944,50,0.875755080753882,1,0.999997786048118
"ENSG00000137842",-0.0248697382248677,55,0.824453868894989,1,0.877980098250346
"ENSG00000137843",0.0715605364993044,38,0.598725069652847,1,0
"ENSG00000137845",-0.0320888972386653,55,0.77471737114873,1,0.999998187394416
"ENSG00000137857",0.0701932977195551,18,0.730090731592921,1,0.141903544371134
"ENSG00000137860",NA,NA,NA,NA,NA
"ENSG00000137869",-0.0192212936109622,30,0.900751834851034,1,0.999997786048118
"ENSG00000137871",-0.140895435438813,43,0.26892498051162,1,0.191277189452606
"ENSG00000137872",-0.110631413748659,58,0.310458468805961,1,0.0609871637530931
"ENSG00000137875",NA,NA,NA,NA,NA
"ENSG00000137876",0.0380419763575739,68,0.704987898140617,1,0.805060572777495
"ENSG00000137878",NA,NA,NA,NA,NA
"ENSG00000137880",0.0217055567911905,62,0.836813204747523,1,0.99993954050786
"ENSG00000137936",0.127910800527483,60,0.232708961646488,1,0.999993200193115
"ENSG00000137941",-0.0285627427104772,62,0.786359002354444,1,0.999991420065036
"ENSG00000137942",-0.123289335573073,64,0.234339618535655,1,0.99993954050786
"ENSG00000137944",0.0646419966605537,62,0.539605249585829,1,0
"ENSG00000137947",0.00267811778393381,66,0.979060960803665,1,0.999997786048118
"ENSG00000137948",NA,NA,NA,NA,NA
"ENSG00000137955",0.0190209881787869,68,0.849859265484803,1,0
"ENSG00000137959",0.00924500327042049,26,0.955695871316436,1,0.999998187394416
"ENSG00000137960",0.0533703967261283,60,0.618521678526971,1,0.944691965807008
"ENSG00000137962",-0.0179023554443345,57,0.870788360034847,1,0.99999689150417
"ENSG00000137965",NA,NA,NA,NA,NA
"ENSG00000137968",0.191389750587738,15,0.395765687345556,1,0.999977960461067
"ENSG00000137975",-0.0855920985021826,26,0.6070111547602,1,0.999998187394416
"ENSG00000137976",-0.0284738653815386,67,0.778541285279493,1,0.99993954050786
"ENSG00000137992",-0.123337845403018,63,0.237961191239852,1,0.999991420065036
"ENSG00000137996",0.0202890540573727,68,0.839980937079117,1,0.88045354794089
"ENSG00000138002",0.0275849350829076,54,0.807456420676209,1,0.999997625656209
"ENSG00000138018",-0.0895375603692384,60,0.403499968883464,1,0.99999761897959
"ENSG00000138028",-0.139370784870636,54,0.218203298223118,1,0.12728999577881
"ENSG00000138029",-0.41576092031015,25,0.0144401829968938,1,0.203131124999238
"ENSG00000138030",-0.0690065559342354,64,0.505641082198783,1,0.999997786048118
"ENSG00000138031",-0.0937341224376834,66,0.358295810940426,1,0.205642201363258
"ENSG00000138032",-0.0353638410046371,66,0.728911186874462,1,0.999991420065036
"ENSG00000138035",0.0625270504232531,56,0.573485103377122,1,0.944691965807008
"ENSG00000138036",-0.039596806386279,62,0.707104507151753,1,0.763703493825574
"ENSG00000138039",0.0202113020863611,17,0.923341840180906,1,0.99993954050786
"ENSG00000138050",-0.0954198002073204,60,0.373321908401161,1,0.999991420065036
"ENSG00000138061",-0.00956528393264141,55,0.932010605733389,1,0.999991420065036
"ENSG00000138068",0.255840859626732,11,0.342781711147911,1,0.176004125082933
"ENSG00000138069",-0.0697436233222188,68,0.487624105208432,1,0.685285664824136
"ENSG00000138071",0.0402538242949707,64,0.697801335084509,1,0.999998187394416
"ENSG00000138073",-0.0272867548045051,58,0.80246135962087,1,0.999997625656209
"ENSG00000138074",NA,NA,NA,NA,NA
"ENSG00000138075",-0.0663516253447313,61,0.532384749236331,1,0.670827928199266
"ENSG00000138078",-0.0524387381772101,58,0.630691052161815,1,0.738399644260143
"ENSG00000138079",-0.264707410636252,60,0.013521728818999,1,0.181280497088955
"ENSG00000138080",0.126493738978125,66,0.215097675492653,1,0.207475707689902
"ENSG00000138081",0.161015297179883,64,0.120384783581166,1,0
"ENSG00000138083",NA,NA,NA,NA,NA
"ENSG00000138085",-0.0107124711357353,66,0.91638784807712,1,0.999998081277102
"ENSG00000138092",-0.137215107549243,34,0.341349313954759,1,0.680055486424186
"ENSG00000138095",0.0493243622303575,60,0.645374794990823,1,0.794968185932939
"ENSG00000138100",NA,NA,NA,NA,NA
"ENSG00000138101",0.084820558335831,64,0.413252820985319,1,0.871932165048614
"ENSG00000138107",-0.068475557443633,68,0.495572379926632,1,0.81871769030546
"ENSG00000138111",-0.0555809756234863,24,0.749068098044356,1,0.872708085498292
"ENSG00000138119",0.122161855367162,54,0.280462272138223,1,0.81871769030546
"ENSG00000138131",0.0331072591761551,51,0.776451001376272,1,0.999998187394416
"ENSG00000138134",-0.64007575309253,11,0.0176220909623244,1,0
"ENSG00000138135",0.0256776295506548,26,0.877370556064143,1,0.999997625656209
"ENSG00000138136",NA,NA,NA,NA,NA
"ENSG00000138138",0.0735612357920625,56,0.507800648275273,1,0.999997786048118
"ENSG00000138152",-0.237170824512628,16,0.275092376635891,1,0.680055486424186
"ENSG00000138160",-0.0315693472063169,62,0.764503381535846,1,0.99993954050786
"ENSG00000138162",0.0373023548476495,22,0.837761913983851,1,0.845470551397744
"ENSG00000138166",-0.125871535844889,66,0.21736253518623,1,0.792517492503213
"ENSG00000138172",NA,NA,NA,NA,NA
"ENSG00000138175",0.0199010858912621,59,0.853957287789891,1,0.999978746918303
"ENSG00000138180",0.0166901446722015,54,0.882772977327446,1,0.999998187394416
"ENSG00000138182",0.111161951246973,46,0.366249686759828,1,0.763411468718053
"ENSG00000138185",-0.0447558886108363,57,0.684270239586954,1,0.141903544371134
"ENSG00000138190",0.187183488062587,54,0.0981808126896523,1,0.22874851952815
"ENSG00000138193",-0.189893919158526,64,0.0669924033733943,1,0.246319771637428
"ENSG00000138231",0.0431142398719171,68,0.667868311232278,1,0.999997786048118
"ENSG00000138246",-0.0415108256509741,66,0.684142982673364,1,0
"ENSG00000138271",-0.358685057899314,19,0.069279883221202,1,0.680055486424186
"ENSG00000138279",0.0763263568421137,66,0.454449966318992,1,0.999993200193115
"ENSG00000138286",-0.0821540231442959,58,0.451340604448547,1,0.705137063568165
"ENSG00000138303",-0.0337018558732818,43,0.791438625355803,1,0.624165534918419
"ENSG00000138308",0.109260380229206,64,0.291914795966444,1,0.319185342546203
"ENSG00000138311",-0.20262189054817,65,0.0488173372890144,1,0.212884480299708
"ENSG00000138315",0.0722797550793903,68,0.471936145484751,1,0.83860197356496
"ENSG00000138316",0.101146699214086,56,0.362497739553259,1,0.999998187394416
"ENSG00000138336",0.0721394360066257,44,0.56671788984457,1,0.999998187394416
"ENSG00000138346",NA,NA,NA,NA,NA
"ENSG00000138347",-0.0492365963917331,11,0.855132140584706,1,0.999998187394416
"ENSG00000138356",0.0298784922139591,48,0.80390269926492,1,0.999998187394416
"ENSG00000138363",-0.0119066604394849,55,0.915424584298719,1,0.863752293286107
"ENSG00000138375",-0.107124711357353,66,0.293787876007129,1,0.792517492503213
"ENSG00000138376",-0.0290100168368651,51,0.803510326954909,1,0.99993954050786
"ENSG00000138378",-0.150272242204225,53,0.188569568444767,1,0.191893395755785
"ENSG00000138379",-0.261116483933547,12,0.308179547467054,1,0.51250108894503
"ENSG00000138380",-0.226967705454361,41,0.0823821182972488,1,0.226804427642605
"ENSG00000138381",-0.0177529223002011,68,0.859761220277581,1,0.999993121664007
"ENSG00000138382",0.049454569264846,68,0.622595783856069,1,0
"ENSG00000138385",-0.0697436233222188,68,0.487624105208432,1,0.999993200193115
"ENSG00000138386",-0.0436346739201963,43,0.732064041046269,1,0.792517492503213
"ENSG00000138395",-0.0358143539566836,28,0.822790758983525,1,0.999991420065036
"ENSG00000138398",0.00582691815022708,45,0.962656103062474,1,0.999997625656209
"ENSG00000138399",-0.185451417610833,61,0.0809673471992967,1,0.99993954050786
"ENSG00000138400",NA,NA,NA,NA,NA
"ENSG00000138411",-0.160968727317107,39,0.230139340443417,1,0.999993200193115
"ENSG00000138413",0.0253613175717159,68,0.800733964720654,1,0.999991420065036
"ENSG00000138430",0.00544059092379032,66,0.957477648864239,1,0.999998187394416
"ENSG00000138433",-0.0355058446004023,68,0.723821372745789,1,0.740596693950172
"ENSG00000138434",-0.0754851356096397,52,0.513133007937341,1,0.141903544371134
"ENSG00000138435",-0.00937434203399524,35,0.947369994382492,1,0.99993954050786
"ENSG00000138439",0.0963216509915369,64,0.352825434912852,1,0.81871769030546
"ENSG00000138442",-0.152167905430295,68,0.129928481969081,1,0
"ENSG00000138443",0.116617052942685,48,0.332483491040516,1,0.405302682180137
"ENSG00000138448",0.024439821893375,64,0.813628544123757,1,0.999998187394416
"ENSG00000138449",-0.0488796437867501,64,0.637287170323598,1,0.576457835343821
"ENSG00000138459",-0.0494572430831654,58,0.650246127595612,1,0.99993954050786
"ENSG00000138468",NA,NA,NA,NA,NA
"ENSG00000138472",NA,NA,NA,NA,NA
"ENSG00000138483",-0.0754851356096397,13,0.757620723683397,1,0.999998187394416
"ENSG00000138495",0.0674072450601108,64,0.515554507137032,1,0.999993200193115
"ENSG00000138496",-0.174134501548543,59,0.107261159446114,1,0.141903544371134
"ENSG00000138587",-0.0177978687643663,65,0.862606888171656,1,0.999993200193115
"ENSG00000138592",-0.165106248398034,40,0.212278477763307,1,0.341366946467286
"ENSG00000138593",-0.0503254660450604,66,0.621869984701786,1,0.999993200193115
"ENSG00000138594",-0.0571262046997983,66,0.575581260236821,1,0.141903544371134
"ENSG00000138600",-0.0841273295363642,67,0.406042136136457,1,0.99993954050786
"ENSG00000138604",NA,NA,NA,NA,NA
"ENSG00000138606",-0.145827576037366,68,0.146700616600118,1,0
"ENSG00000138613",-0.0699183175696135,58,0.521518858484147,1,0.999998081277102
"ENSG00000138614",0.0450990674375956,62,0.668679884122512,1,0.351504718184137
"ENSG00000138615",-0.0750431207992849,51,0.519826296133168,1,0.999993200193115
"ENSG00000138617",-0.00509184506647342,58,0.962766952943136,1,0.999997635084002
"ENSG00000138621",-0.0442799137041802,61,0.676916389033421,1,0.887531194114087
"ENSG00000138622",-0.05087230797228,24,0.76969794378129,1,0.766226900799853
"ENSG00000138639",-0.0661452989084736,62,0.530216610920017,1,0.154104808387932
"ENSG00000138640",-0.130051217752471,43,0.307514135967421,1,0.774104915768065
"ENSG00000138641",-0.100177204408278,68,0.318779339743824,1,0.999993200193115
"ENSG00000138642",-0.0533318959492453,56,0.631125728840578,1,0
"ENSG00000138646",-0.107635325182555,67,0.287757415076965,1,0.99993954050786
"ENSG00000138650",-0.153191525443294,36,0.273571136207061,1,0.680055486424186
"ENSG00000138653",-0.184466196843155,16,0.395951025089342,1,0
"ENSG00000138658",NA,NA,NA,NA,NA
"ENSG00000138660",0.033771076717493,63,0.746602770080222,1,0.905072032945919
"ENSG00000138663",0.039224710031476,58,0.719139405014336,1,0.999989841734219
"ENSG00000138668",0.0321374134072058,66,0.752796213958787,1,0
"ENSG00000138669",-0.109276498469816,37,0.428139978832459,1,0.901394911546874
"ENSG00000138670",0.0254421189473712,66,0.803098592900315,1,0.887531194114087
"ENSG00000138674",0.00682168870112627,58,0.950132227647595,1,0.999998187394416
"ENSG00000138675",-0.1688801323683,17,0.421379503742869,1,0.799279308019692
"ENSG00000138678",NA,NA,NA,NA,NA
"ENSG00000138684",NA,NA,NA,NA,NA
"ENSG00000138685",-0.0420872493036222,55,0.707371929562214,1,0.99993954050786
"ENSG00000138686",-0.149652613571718,52,0.194796867052698,1,0.858087875693902
"ENSG00000138688",-0.181568259800641,14,0.438578026081,1,0.999992338573749
"ENSG00000138696",-0.120124995026075,22,0.509651477934009,1,0.33427979495341
"ENSG00000138698",-0.0869267120656187,50,0.460575914507169,1,0.901394911546874
"ENSG00000138709",NA,NA,NA,NA,NA
"ENSG00000138722",-0.0527263757249878,69,0.597018458368455,1,0.792517492503213
"ENSG00000138735",0.0107124711357353,66,0.91638784807712,1,0.999998187394416
"ENSG00000138738",-0.178995082325322,61,0.0921147323637939,1,0.858087875693902
"ENSG00000138741",-0.0131173630244657,42,0.919022017711696,1,0.319937713768929
"ENSG00000138744",0.0416968402289285,29,0.790482228139345,1,0.999998187394416
"ENSG00000138750",0.051685613776008,66,0.612483505276994,1,0.319937713768929
"ENSG00000138755",-0.0800640769025436,26,0.63042750153589,1,0.999994532292282
"ENSG00000138756",-0.0161216944468891,19,0.934925311642117,1,0
"ENSG00000138757",0.0377414941544632,63,0.718016387438887,1,0.732766711647298
"ENSG00000138758",0.00878776058209744,51,0.939921190950195,1,0.999998187394416
"ENSG00000138759",-0.159558466581539,59,0.139995441933276,1,0.680055486424186
"ENSG00000138760",-0.0583310304149466,68,0.561568145577964,1,0.999991420065036
"ENSG00000138764",-0.0320888972386653,55,0.77471737114873,1,0.999997625656209
"ENSG00000138767",-0.150977973587654,50,0.199978156195942,1,0.535837432761712
"ENSG00000138768",-0.0909656389783938,55,0.417165803707671,1,0.274258711339109
"ENSG00000138769",0.0418774752303406,57,0.703581511886122,1,0.999998187394416
"ENSG00000138771",-0.161044366580396,68,0.108995815070905,1,0.887531194114087
"ENSG00000138772",-0.070970121274246,66,0.486726673886614,1,0.112462006079027
"ENSG00000138777",0.0711846634538466,67,0.482023817679165,1,0.780545236004371
"ENSG00000138778",NA,NA,NA,NA,NA
"ENSG00000138780",0.0382611357305657,55,0.732906490457802,1,0.999998187394416
"ENSG00000138785",0.0615143240746821,51,0.597789207005248,1,0.116864956161049
"ENSG00000138792",0.0481056719334353,62,0.648036803199057,1,0.999998081277102
"ENSG00000138794",0.101587965172754,65,0.323257775281879,1,0
"ENSG00000138795",-0.00615321508722358,53,0.957064082243733,1,0.999991420065036
"ENSG00000138796",0.0293661536673852,63,0.778729004587343,1,0.999993200193115
"ENSG00000138798",NA,NA,NA,NA,NA
"ENSG00000138801",-0.031647731005782,47,0.794761190646548,1,0.999997871389344
"ENSG00000138802",-0.113579173716467,54,0.315641486559397,1,0.99993954050786
"ENSG00000138813",-0.0124176567917867,34,0.931379904400835,1,0.99993954050786
"ENSG00000138814",0.0372690937132176,56,0.737224715106772,1,0.967044571519656
"ENSG00000138821",0.0913138489416236,43,0.473684074326995,1,0.138437945209209
"ENSG00000138823",0,68,1,1,0
"ENSG00000138829",-0.0426355543820392,58,0.695886261876501,1,0.717134241581042
"ENSG00000138834",-0.173343315555879,37,0.208776939571785,1,0.0553062215874075
"ENSG00000138835",-0.0303788151252773,60,0.77684355393235,1,0.999998187394416
"ENSG00000138867",-0.0365508982027191,62,0.728708528555832,1,0.364511934410332
"ENSG00000138942",-0.0887646115010057,68,0.377025240573943,1,0.99993954050786
"ENSG00000138944",-0.154065777303929,26,0.354539479773501,1,0.858087875693902
"ENSG00000138964",NA,NA,NA,NA,NA
"ENSG00000139044",-0.0374366976125174,54,0.740835184828983,1,0.887531194114087
"ENSG00000139053",NA,NA,NA,NA,NA
"ENSG00000139055",-0.0886406673704992,43,0.48672791813018,1,0.112462006079027
"ENSG00000139083",0.00213789447959597,52,0.985222670693807,1,0.999997625656209
"ENSG00000139112",-0.0698931027052163,69,0.483411886053026,1,0.351504718184137
"ENSG00000139116",-0.0470753409263714,46,0.701996521352205,1,0.808104685521317
"ENSG00000139117",-0.116538363004541,55,0.298600896102707,1,0.99993954050786
"ENSG00000139131",-0.490653381462658,13,0.0448622711529148,1,0
"ENSG00000139132",-0.0759864737506738,52,0.510338667894722,1,0
"ENSG00000139133",0.104828483672192,13,0.668235141795249,1,0.866700171138481
"ENSG00000139144",0.225630429927106,50,0.0554517565797412,1,0.944691965807008
"ENSG00000139154",0.0608671621721182,68,0.544678392863482,1,0.999991420065036
"ENSG00000139155",-0.35116062277995,32,0.0183719447638644,1,0.181280497088955
"ENSG00000139160",NA,NA,NA,NA,NA
"ENSG00000139163",-0.00172206083441648,58,0.987403741688566,1,0.99993954050786
"ENSG00000139168",-0.0168254659072728,67,0.868018644695714,1,0.999993200193115
"ENSG00000139173",0.0843090382893924,42,0.513476154774649,1,0.999998187394416
"ENSG00000139174",0.00291345907511354,45,0.981322935228188,1,0.999998187394416
"ENSG00000139180",-0.167298170906552,66,0.101096094484557,1,0.655804325601966
"ENSG00000139187",-0.123442679969674,21,0.508882815353519,1,0.33427979495341
"ENSG00000139190",-0.0629357679224446,66,0.537375978733466,1,0.999990001199856
"ENSG00000139192",NA,NA,NA,NA,NA
"ENSG00000139193",-0.346717637585861,14,0.139100765440064,1,0.482127103650747
"ENSG00000139200",-0.00310318169411707,43,0.980574038769849,1,0.999995024157714
"ENSG00000139209",-0.104866791177096,64,0.311753443717962,1,0.858087875693902
"ENSG00000139211",0.177389665254543,62,0.092314849732507,1,0.944691965807008
"ENSG00000139218",-0.0265886129007625,32,0.858297410330293,1,0.999997376939098
"ENSG00000139219",0.0957894944142799,31,0.527089256865538,1,0.319937713768929
"ENSG00000139220",0,16,1,1,0.999967227083538
"ENSG00000139233",-0.0175483244298888,52,0.879163049334182,1,0.999996580460065
"ENSG00000139263",-0.0646713598078756,68,0.519826296133168,1,0.917195647544748
"ENSG00000139266",-0.0334764722991727,66,0.742853000724342,1,0.820042704987565
"ENSG00000139269",0.0307983545152388,66,0.762780608741561,1,0.999998187394416
"ENSG00000139278",-0.0619058329491992,57,0.573800000184912,1,0.702767129313219
"ENSG00000139287",-0.0771861048860611,48,0.521236637198143,1,0.792517492503213
"ENSG00000139289",-0.0127540691972144,64,0.902086267513379,1,0.99993954050786
"ENSG00000139291",-0.0241030600554043,66,0.813265171743023,1,0.957334889757328
"ENSG00000139292",-0.0200858833795036,66,0.843947620852977,1,0.99993954050786
"ENSG00000139304",0.0211934206472377,42,0.869527298520538,1,0.999998187394416
"ENSG00000139318",-0.0443823057505028,68,0.658709692965825,1,0.319937713768929
"ENSG00000139323",-0.235674364986176,66,0.0209066411776574,1,0
"ENSG00000139324",-0.0897169457617827,66,0.379266861492272,1,0.999991420065036
"ENSG00000139329",-0.0608671621721182,68,0.544678392863482,1,0.999978746918303
"ENSG00000139330",-0.0623631218700032,34,0.665414397784769,1,0.99999791388518
"ENSG00000139343",0.0164848564216153,68,0.869685277345189,1,0.99993954050786
"ENSG00000139344",0.0149616250404234,66,0.88342599022456,1,0.391745812467622
"ENSG00000139350",0.0453181076362053,54,0.688877677344011,1,0.999998187394416
"ENSG00000139351",NA,NA,NA,NA,NA
"ENSG00000139352",-0.123448278658021,54,0.275428318586218,1,0.99993954050786
"ENSG00000139354",0.0332296524186151,46,0.787091413694935,1,0.999997625656209
"ENSG00000139364",0,28,1,1,0
"ENSG00000139370",-0.070698252530179,60,0.509500439176009,1,0.306834067400822
"ENSG00000139372",-0.0495451790027755,66,0.627282830858096,1,0.999991420065036
"ENSG00000139405",0.110669315679111,36,0.428964417948954,1,0.999998187394416
"ENSG00000139410",-0.496138938356834,13,0.0425224779980517,1,0.856233930695729
"ENSG00000139428",0.0190420682332661,66,0.851961008351412,1,0.999997786048118
"ENSG00000139433",-0.0634032939292898,68,0.528044891057857,1,0.484425515065034
"ENSG00000139436",-0.0756306887532148,60,0.480414865073115,1,0.553048528762794
"ENSG00000139437",-0.00394070501184394,54,0.972226836039945,1,0.999993200193115
"ENSG00000139438",-0.0470336785511113,52,0.683657475898251,1,0.999993200193115
"ENSG00000139445",0.11322770341446,13,0.643428843563621,1,0.99993954050786
"ENSG00000139496",0.0577858953996063,54,0.609680466711364,1,0.932445686225456
"ENSG00000139505",-0.0829690115878024,66,0.416151249320505,1,0.80167005997909
"ENSG00000139508",0.0161311306165276,61,0.879349268543575,1,0.808104685521317
"ENSG00000139514",NA,NA,NA,NA,NA
"ENSG00000139515",-0.100912140911092,37,0.464334921739934,1,0.260888423392271
"ENSG00000139517",-0.11049723957431,42,0.39177357125226,1,0
"ENSG00000139531",0.145307843908945,32,0.329193942376782,1,0.534823901859913
"ENSG00000139537",-0.0537070663330036,57,0.625569991099027,1,0.897605052900038
"ENSG00000139540",0,19,1,1,0
"ENSG00000139546",-0.0240910195947383,64,0.816240535071539,1,0.999998081277102
"ENSG00000139547",0.104661159569247,39,0.435252723430659,1,0.99993954050786
"ENSG00000139549",-0.160696770068376,55,0.151772228013917,1,0.112462006079027
"ENSG00000139567",-0.110781892280476,27,0.496905847564768,1,0.405034958057135
"ENSG00000139572",-0.0805113657286459,52,0.485482467695994,1,0
"ENSG00000139574",-0.241926493161963,36,0.0837959302863935,1,0.680055486424186
"ENSG00000139579",-0.142481587432002,37,0.301532250808233,1,0.999998081277102
"ENSG00000139597",0.0861450112211301,53,0.451008563584699,1,0.999998187394416
"ENSG00000139610",-0.270889245490669,57,0.0138455802133605,1,0.327061667753943
"ENSG00000139613",0.0900863741827383,59,0.404710464627215,1,0.999998187394416
"ENSG00000139618",-0.030190368221228,64,0.770884900480384,1,0.99993954050786
"ENSG00000139620",-0.11158979731555,68,0.26676285011272,1,0.320265092851099
"ENSG00000139624",0.0190209881787869,68,0.849859265484803,1,0.999998001207271
"ENSG00000139625",-0.0526448379421492,49,0.658332446892193,1,0.858087875693902
"ENSG00000139626",NA,NA,NA,NA,NA
"ENSG00000139631",NA,NA,NA,NA,NA
"ENSG00000139636",-0.128132394216924,67,0.205694931401264,1,0.559559404537943
"ENSG00000139637",0.0266293834503017,68,0.790996215494177,1,0
"ENSG00000139641",0.100177204408278,68,0.318779339743824,1,0
"ENSG00000139644",0.0464737338476307,52,0.687223240132056,1,0.999998187394416
"ENSG00000139645",0.020155159877534,62,0.848322514428755,1,0.866317391109776
"ENSG00000139648",-0.0575054632785295,16,0.79129600021147,1,0.947735330583006
"ENSG00000139651",-0.264340437168643,58,0.0153737304939012,1,0
"ENSG00000139656",NA,NA,NA,NA,NA
"ENSG00000139668",-0.113209932449363,60,0.290853843553899,1,0.141903544371134
"ENSG00000139679",NA,NA,NA,NA,NA
"ENSG00000139684",NA,NA,NA,NA,NA
"ENSG00000139687",0,60,1,1,0
"ENSG00000139697",-0.138219180765852,68,0.168956212146179,1,0
"ENSG00000139714",-0.139019044092571,26,0.403492256146503,1,0.77226071461049
"ENSG00000139718",0.0503352174186372,38,0.711270613758263,1,0.763411468718053
"ENSG00000139719",-0.204876010470937,66,0.0446608467148865,1,0
"ENSG00000139722",-0.193415169656055,62,0.0664489950153333,1,0.370575811471765
"ENSG00000139725",-0.109802829141286,66,0.281885003259648,1,0.141903544371134
"ENSG00000139726",0.0190420682332661,66,0.851961008351412,1,0.141903544371134
"ENSG00000139734",-0.118100160985187,35,0.405630579214875,1,0
"ENSG00000139737",0.0344412166883295,58,0.752188864591594,1,0.999997625656209
"ENSG00000139746",-0.0989020251163969,45,0.426786669466411,1,0.586715867158672
"ENSG00000139767",-0.0890630322956579,39,0.506720514877858,1,0.112462006079027
"ENSG00000139793",0.209649522007378,56,0.0590986685100307,1,0.32973651965227
"ENSG00000139800",0.200731263865498,14,0.39180485461851,1,0
"ENSG00000139826",0.0111807281139653,56,0.919820968816132,1,0.999998187394416
"ENSG00000139832",0.0586149957044442,64,0.571799824461864,1,0.351504718184137
"ENSG00000139835",-0.283344027064274,29,0.0710097445413001,1,0
"ENSG00000139842",-0.00401717667590072,66,0.968595947752315,1,0.999997311162976
"ENSG00000139865",-0.0391325483988785,56,0.72460778432223,1,0.999993200193115
"ENSG00000139874",0.0637265927418227,57,0.562584487163581,1,0.49497183210922
"ENSG00000139880",-0.115393994951307,68,0.250800236403907,1,0.55279705766802
"ENSG00000139890",NA,NA,NA,NA,NA
"ENSG00000139899",0.335989629910731,55,0.00272842277270721,1,0.308973122684396
"ENSG00000139910",-0.0852854291396779,62,0.418341089100227,1,0.141903544371134
"ENSG00000139915",-0.164782441296713,31,0.276601575125996,1,0.249633266329928
"ENSG00000139921",-0.00887646115010057,68,0.929607190892353,1,0.999991420065036
"ENSG00000139926",0.140684484361106,46,0.252839896438215,1,0.0410794565460371
"ENSG00000139946",-0.0761904761904762,49,0.522172599385723,1,0.141903544371134
"ENSG00000139970",0.116335246683222,46,0.344368503382737,1,0.999998187394416
"ENSG00000139971",NA,NA,NA,NA,NA
"ENSG00000139973",NA,NA,NA,NA,NA
"ENSG00000139974",-0.0270594404625574,62,0.797351470111364,1,0.999998187394416
"ENSG00000139977",0.0639269433545362,66,0.530987284507012,1,0.999998081277102
"ENSG00000139985",-0.011973686801785,31,0.936987331971481,1,0.999997691043094
"ENSG00000139988",-0.0622202777918115,44,0.621221874539803,1,0.999993200193115
"ENSG00000139990",-0.108489832568238,58,0.319917885741543,1,0.543227911583907
"ENSG00000139998",-0.0189511747871654,55,0.865772374992621,1,0.818336793067658
"ENSG00000140006",0.224895905615525,47,0.0645208482428417,1,0.944691965807008
"ENSG00000140009",-0.018490006540841,26,0.911528237909377,1,0.999993200193115
"ENSG00000140015",0.132274662176785,26,0.426688082619747,1,0
"ENSG00000140022",0,52,1,1,0
"ENSG00000140025",-0.25962546186547,46,0.034838816329774,1,0.361616367331526
"ENSG00000140030",-0.0727455725140104,61,0.493636167014264,1,0.99993954050786
"ENSG00000140043",-0.0629357679224446,66,0.537375978733466,1,0.99993954050786
"ENSG00000140044",0.0586262090229345,56,0.597633107248805,1,0.808104685521317
"ENSG00000140057",-0.0873478153097523,60,0.415097250865873,1,0.856402082624293
"ENSG00000140090",NA,NA,NA,NA,NA
"ENSG00000140092",0.0589430998604927,64,0.569649549161686,1,0.999998081277102
"ENSG00000140104",0.145095250022002,20,0.449691797968891,1,0.999997922056333
"ENSG00000140105",0.0375198958449137,35,0.791627371648502,1,0.999997625656209
"ENSG00000140107",0.0296298231753867,65,0.773267080675838,1,0.555881689461066
"ENSG00000140153",0.0698831740024593,56,0.529248980665898,1,0.944691965807008
"ENSG00000140157",-0.121744279366678,39,0.364096429365271,1,0
"ENSG00000140199",-0.0396793263913338,64,0.701906245738905,1,0
"ENSG00000140259",-0.0101445270286864,68,0.91958306147828,1,0
"ENSG00000140262",0.12988871252079,66,0.203038966982237,1,0.682702713074178
"ENSG00000140263",-0.0602576501385108,66,0.554828908336995,1,0.754835824398193
"ENSG00000140264",0.0139487246644438,68,0.889593550320985,1,0.609154847411431
"ENSG00000140265",-0.00535623556786763,66,0.958136339950128,1,0.99993954050786
"ENSG00000140274",0.156623831299788,18,0.441408571571827,1,0.477956563255521
"ENSG00000140279",0.0924716990757848,38,0.496498600545536,1,0.999998187394416
"ENSG00000140280",-0.075107296383596,64,0.468766042650873,1,0.999998081277102
"ENSG00000140284",0.0469184375076744,68,0.640546341831891,1,0.887531194114087
"ENSG00000140285",-0.00537070663330036,57,0.961080949261351,1,0.999993200193115
"ENSG00000140287",-0.140701880580232,60,0.189266980956592,1,0.463376438046434
"ENSG00000140297",-0.0415519915965261,44,0.741412683040016,1,0.319937713768929
"ENSG00000140299",-0.0700558882218782,62,0.50618845947754,1,0.999998187394416
"ENSG00000140307",-0.0631386944126338,62,0.549076402712364,1,0.999998187394416
